EG	GN	SP	JW	Ori	LeftEnd	RightEnd
EG11431	yfeC	P0AD37	JW2393	Clockwise	2516489	2516833
EG11432	yfeD	P27238	JW2394	Clockwise	2516835	2517227
EG11433	msrA	P0A744	JW4178	Counterclockwise	4439561	4440199
EG11434	marA	P0ACH5	JW5249	Clockwise	1617598	1617981
EG11435	marR	P27245	JW5248	Clockwise	1617144	1617578
EG11436	yjgB	P27250	JW5761	Counterclockwise	4493213	4494232
EG11437	plsX	P27247	JW5156	Clockwise	1146844	1147914
EG11438	yceF	P0A729	JW5155	Counterclockwise	1145234	1145818
EG11439	emrB	P0AEJ0	JW2661	Clockwise	2810638	2812176
EG11440	def	P0A6K3	JW3248	Clockwise	3431712	3432221
EG11441	prlC	P27298	JW3465	Counterclockwise	3641163	3643205
EG11442	gcvT	P27248	JW2873	Counterclockwise	3047595	3048689
EG11443	rpiA	P0A7Z0	JW5475	Counterclockwise	3056688	3057347
EG11444	scpA	P27253	JW2884	Clockwise	3058872	3061016
EG11445	argK	P27254	JW2885	Clockwise	3061009	3062004
EG11447	csrA	P69913	JW2666	Counterclockwise	2816983	2817168
EG11448	acs	P27550	JW4030	Counterclockwise	4283436	4285394
EG11449	hdfR	P0A8R9	JW5607	Counterclockwise	3945151	3945990
EG11450	yifE	P0ADN2	JW3737	Clockwise	3946109	3946447
EG11451	rffE	P27828	JW5600	Clockwise	3968156	3969286
EG11452	rffD	P27829	JW5599	Clockwise	3969283	3970545
EG11453	rffG	P27830	JW5598	Clockwise	3970545	3971612
EG11454	rffH	P61887	JW3763	Clockwise	3971631	3972512
EG11455	rffC	P27832	JW5597	Clockwise	3972490	3973164
EG11456	rffA	P27833	JW3765	Clockwise	3973169	3974299
EG11457	wzyE	P27835	JW3769	Clockwise	3976624	3977976
EG11458	rffM	P27836	JW3770	Clockwise	3977979	3978719
EG11459	yifK	P27837	JW5595	Clockwise	3978910	3980295
EG11460	narQ	P27896	JW2453	Clockwise	2583753	2585453
EG11462	yigE	P27840	JW5591	Counterclockwise	3998315	3999079
EG11463	corA	P0ABI4	JW3789	Clockwise	3999449	4000399
EG11464	yigF	P27842	JW3790	Counterclockwise	4000442	4000822
EG11465	yigG	P27843	JW5590	Counterclockwise	4000836	4001216
EG11466	rarD	P27844	JW5589	Counterclockwise	4001311	4002201
EG11467	yigI	P0ADP2	JW5588	Counterclockwise	4002253	4002720
EG11468	rhtC	P0AG38	JW5586	Clockwise	4005780	4006400
EG11469	rhtB	P0AG34	JW5585	Counterclockwise	4006462	4007082
EG11470	yigL	P27848	JW5854	Clockwise	4008223	4009023
EG11471	yigM	P0ADP5	JW3803	Clockwise	4009099	4009998
EG11472	rmuC	P0AG71	JW3809	Clockwise	4015356	4016783
EG11473	ubiE	P0A887	JW5581	Clockwise	4016878	4017633
EG11474	yigP	P0ADP7	JW3811	Clockwise	4017647	4018252
EG11476	ubiB	P0A6A0	JW3812	Clockwise	4018249	4019889
EG11478	tatA	P69428	JW3813	Clockwise	4019968	4020237
EG11479	tatC	P69423	JW3815	Clockwise	4020759	4021535
EG11481	tatD	P27859	JW5931	Clockwise	4021577	4022359
EG11484	yigZ	P27862	JW5577	Clockwise	4030515	4031129
EG11485	hemG	P0ACB4	JW3827	Clockwise	4032631	4033176
EG11486	wzxE	P0AAA7	JW3766	Clockwise	3974301	3975551
EG11487	pdxH	P0AFI7	JW1630	Counterclockwise	1715375	1716031
EG11488	mliC	P28224	JW1631	Counterclockwise	1716090	1716419
EG11489	csgA	P28307	JW1025	Clockwise	1103670	1104125
EG11490	gadB	P69910	JW1488	Counterclockwise	1568669	1570069
EG11491	dinF	P28303	JW4004	Clockwise	4255765	4257144
EG11492	qorA	P28304	JW4011	Counterclockwise	4261271	4262254
EG11493	pabC	P28305	JW1082	Clockwise	1152523	1153332
EG11494	yceG	P28306	JW1083	Clockwise	1153335	1154357
EG11495	hdeD	P0AET5	JW3479	Clockwise	3655018	3655590
EG11497	prmA	P0A8T1	JW3227	Clockwise	3407092	3407973
EG11498	yhdJ	P28638	JW5543	Clockwise	3409675	3410559
EG11499	yhbE	P0AA73	JW3151	Counterclockwise	3329792	3330757
EG11500	holB	P28631	JW1085	Clockwise	1154985	1155989
EG11501	adiA	P28629	JW5731	Counterclockwise	4336277	4338544
EG11502	rcsF	P69411	JW0192	Counterclockwise	219591	219995
EG11503	yaeB	P28634	JW0191	Counterclockwise	218887	219594
EG11504	metQ	P28635	JW0193	Counterclockwise	220113	220928
EG11505	holE	P0ABS8	JW1831	Clockwise	1923132	1923362
EG11506	ftsH	P0AAI3	JW3145	Counterclockwise	3323023	3324957
EG11507	rlmE	P0C0R7	JW3146	Counterclockwise	3325057	3325686
EG11508	sra	P68191	JW5962	Counterclockwise	1553850	1553987
EG11510	ppk	P0A7B1	JW2486	Clockwise	2621066	2623132
EG11511	mog	P0AF03	JW0008	Clockwise	9306	9893
EG11512	yaaH	P0AC98	JW0009	Counterclockwise	9928	10494
EG11513	yaaI	P28696	JW0012	Counterclockwise	11382	11786
EG11514	gltF	P28721	JW3181	Clockwise	3359198	3359962
EG11515	yhcA	P28722	JW3182	Clockwise	3360134	3360808
EG11516	ycgB	P29013	JW1177	Counterclockwise	1234932	1236464
EG11517	glpX	P0A9C9	JW3896	Counterclockwise	4112592	4113602
EG11518	fpr	P28861	JW3895	Counterclockwise	4111749	4112495
EG11519	nikR	P0A6Z6	JW3446	Clockwise	3616611	3617012
EG11520	yhhH	P28911	JW3449	Clockwise	3621422	3621805
EG11521	ybfA	P0AAU2	JW0688	Clockwise	728357	728563
EG11522	ybfB	P0AAU5	JW0691	Clockwise	732999	733325
EG11523	ybfC	P28915	JW0693	Clockwise	734873	735442
EG11524	ybfD	P28916	JW0696	Clockwise	737315	738076
EG11525	yhhI	P28912	JW3451	Clockwise	3622401	3623537
EG11526	ydcC	P28917	JW1455	Clockwise	1529840	1530976
EG11527	narP	P31802	JW2181	Clockwise	2288522	2289169
EG11528	fabI	P0AEK4	JW1281	Counterclockwise	1348275	1349063
EG11529	ftsN	P29131	JW3904	Counterclockwise	4120403	4121362
EG11530	fadD	P69451	JW1794	Counterclockwise	1886085	1887770
EG11531	cfa	P0A9H7	JW1653	Clockwise	1739437	1740585
EG11532	menC	P29208	JW2256	Counterclockwise	2373022	2373984
EG11533	ychH	P0AB49	JW1196	Clockwise	1258014	1258292
EG11534	ibpA	P0C054	JW3664	Counterclockwise	3865032	3865445
EG11535	ibpB	P0C058	JW3663	Counterclockwise	3864492	3864920
EG11536	yidE	P60872	JW3662	Counterclockwise	3862635	3864296
EG11537	yceH	P29217	JW1054	Clockwise	1125380	1126027
EG11538	yfiC	P31825	JW2559	Counterclockwise	2710049	2710786
EG11539	pyrH	P0A7E9	JW0166	Clockwise	191855	192580
EG11540	wrbA	P0A8G6	JW0989	Counterclockwise	1066335	1066931
EG11541	kup	P63183	JW5609	Clockwise	3929339	3931207
EG11542	tesA	P0ADA1	JW0483	Counterclockwise	518363	518989
EG11543	hemE	P29680	JW3961	Clockwise	4195739	4196803
EG11544	gadE	P63204	JW3480	Clockwise	3656389	3656916
EG11545	flgL	P29744	JW1070	Clockwise	1139256	1140209
EG11546	nadC	P30011	JW0105	Counterclockwise	117752	118645
EG11547	rnt	P30014	JW1644	Clockwise	1726371	1727018
EG11548	lhr	P30015	JW1645	Clockwise	1727111	1731727
EG11549	pepT	P29745	JW1113	Clockwise	1185067	1186293
EG11551	hypF	P30131	JW5433	Counterclockwise	2833195	2835447
EG11552	hydN	P0AAK4	JW2683	Counterclockwise	2835600	2836127
EG11553	glmM	P31120	JW3143	Counterclockwise	3320755	3322092
EG11554	stpA	P0ACG1	JW2644	Counterclockwise	2796113	2796517
EG11555	yaaJ	P30143	JW0006	Counterclockwise	6529	7959
EG11556	talB	P0A870	JW0007	Clockwise	8238	9191
EG11557	caiD	P31551	JW0035	Counterclockwise	35377	36162
EG11558	caiC	P31552	JW0036	Counterclockwise	36271	37824
EG11559	caiB	P31572	JW0037	Counterclockwise	37898	39115
EG11560	caiA	P60584	JW0038	Counterclockwise	39244	40386
EG11561	caiT	P31553	JW0039	Counterclockwise	40417	41931
EG11562	fixA	P60566	JW0040	Clockwise	42403	43173
EG11563	fixB	P31574	JW0041	Clockwise	43188	44129
EG11564	fixC	P68644	JW0042	Clockwise	44180	45466
EG11565	fixX	P68646	JW0043	Clockwise	45463	45750
EG11566	yaaU	P31679	JW0044	Clockwise	45807	47138
EG11568	kefF	P0A754	JW0045	Clockwise	47246	47776
EG11569	lptD	P31554	JW0053	Counterclockwise	54755	57109
EG11570	djlA	P31680	JW0054	Clockwise	57364	58179
EG11571	yabI	P30149	JW5005	Clockwise	71351	72115
EG11572	thiQ	P31548	JW0065	Counterclockwise	72229	72927
EG11573	thiP	P31549	JW0066	Counterclockwise	72911	74521
EG11574	thiB	P31550	JW0067	Counterclockwise	74497	75480
EG11575	leuD	P30126	JW0070	Counterclockwise	78848	79453
EG11576	leuC	P0A6A6	JW0071	Counterclockwise	79464	80864
EG11577	leuB	P30125	JW5807	Counterclockwise	80867	81958
EG11578	greB	P30128	JW3369	Clockwise	3534834	3535310
EG11579	ybiA	P30176	JW0783	Counterclockwise	831691	832173
EG11580	ybiB	P30177	JW0785	Clockwise	834471	835433
EG11581	ybiC	P30178	JW0786	Clockwise	835574	836659
EG11583	gcl	P0AEP7	JW0495	Clockwise	533140	534921
EG11584	hyi	P30147	JW0496	Clockwise	534934	535710
EG11585	thiC	P30136	JW3958	Counterclockwise	4192227	4194122
EG11586	thiE	P30137	JW3957	Counterclockwise	4191592	4192227
EG11587	thiF	P30138	JW3956	Counterclockwise	4190844	4191599
EG11589	thiG	P30139	JW5549	Counterclockwise	4189888	4190658
EG11590	thiH	P30140	JW3953	Counterclockwise	4188758	4189891
EG11591	lipB	P60720	JW5089	Counterclockwise	660860	661501
EG11592	ybeD	P0A8J4	JW0626	Counterclockwise	661602	661865
EG11594	ybeF	P30979	JW0624	Counterclockwise	659648	660601
EG11595	moaA	P30745	JW0764	Clockwise	816267	817256
EG11596	moaB	P0AEZ9	JW0765	Clockwise	817278	817790
EG11597	moaD	P30748	JW0767	Clockwise	818271	818516
EG11598	moaE	P30749	JW0768	Clockwise	818518	818970
EG11599	marB	P31121	JW1525	Clockwise	1618013	1618231
EG11600	sseA	P31142	JW2505	Clockwise	2650516	2651361
EG11601	sseB	P0AFZ1	JW5404	Counterclockwise	2652179	2652955
EG11602	glnE	P30870	JW3025	Counterclockwise	3194823	3197663
EG11603	ygiF	P30871	JW3026	Counterclockwise	3197686	3198987
EG11604	smf	P30852	JW5708	Counterclockwise	3430458	3431582
EG11605	smg	P0A828	JW3245	Counterclockwise	3430013	3430486
EG11606	kch	P31069	JW1242	Counterclockwise	1307040	1308293
EG11607	yciI	P0AB55	JW1243	Counterclockwise	1308593	1308889
EG11608	cls	P0A6H8	JW1241	Counterclockwise	1305209	1306669
EG11609	evgA	P0ACZ4	JW2366	Clockwise	2481777	2482391
EG11610	evgS	P30855	JW2367	Clockwise	2482396	2485989
EG11612	proP	P0C0L7	JW4072	Clockwise	4328525	4330027
EG11613	eptA	P30845	JW5730	Counterclockwise	4331970	4333613
EG11614	basS	P30844	JW4073	Counterclockwise	4330204	4331295
EG11615	basR	P30843	JW4074	Counterclockwise	4331305	4331973
EG11616	sugE	P69937	JW5738	Clockwise	4374898	4375215
EG11617	baeS	P30847	JW2063	Clockwise	2160900	2162303
EG11618	baeR	P69228	JW2064	Clockwise	2162300	2163022
EG11619	mfd	P30958	JW1100	Counterclockwise	1169741	1173187
EG11620	rnb	P30850	JW1279	Counterclockwise	1345002	1346936
EG11621	metN	P30750	JW0195	Counterclockwise	221614	222645
EG11622	mdlA	P77265	JW0438	Clockwise	468095	469867
EG11623	sdaB	P30744	JW2768	Clockwise	2927598	2928965
EG11624	artP	P0AAF6	JW0848	Counterclockwise	902229	902957
EG11625	artI	P30859	JW0847	Counterclockwise	901480	902211
EG11626	artQ	P0AE34	JW0846	Counterclockwise	900757	901473
EG11627	artM	P0AE30	JW0845	Counterclockwise	900089	900757
EG11628	artJ	P30860	JW0844	Counterclockwise	899067	899798
EG11629	potF	P31133	JW0838	Clockwise	893007	894119
EG11630	potG	P31134	JW5818	Clockwise	894214	895347
EG11631	potH	P31135	JW0840	Clockwise	895357	896310
EG11632	potI	P0AFL1	JW0841	Clockwise	896307	897152
EG11635	nohD	P31062	JW0549	Clockwise	580057	580602
EG11636	ydeA	P31122	JW1521	Clockwise	1615052	1616242
EG11637	marC	P0AEY1	JW1522	Counterclockwise	1616267	1616932
EG11639	eamA	P31125	JW5250	Counterclockwise	1618262	1619161
EG11640	ydeE	P31126	JW1527	Clockwise	1619356	1620543
EG11643	ydeH	P31129	JW1528	Counterclockwise	1620984	1621874
EG11644	ydeI	P31130	JW1529	Counterclockwise	1622129	1622521
EG11645	ydeJ	P31131	JW1530	Clockwise	1622797	1623315
EG11646	psuK	P30235	JW2153	Counterclockwise	2256377	2257318
EG11647	accA	P0ABD5	JW0180	Clockwise	208621	209580
EG11648	dkgB	P30863	JW0197	Clockwise	229167	229970
EG11649	yafC	P30864	JW0198	Counterclockwise	229967	230881
EG11650	yafD	P0A8U2	JW5017	Clockwise	231122	231922
EG11651	yafE	P30866	JW0200	Clockwise	231926	232549
EG11652	degS	P0AEE3	JW3204	Clockwise	3380222	3381289
EG11653	cyaY	P27838	JW3779	Counterclockwise	3991762	3992082
EG11654	fliG	P0ABZ1	JW1923	Clockwise	2012904	2013899
EG11656	fliH	P31068	JW1924	Clockwise	2013892	2014578
EG11657	ybbA	P0A9T8	JW0484	Clockwise	518957	519643
EG11658	uidB	P30868	JW1608	Counterclockwise	1690914	1692287
EG11659	yedD	P31063	JW1913	Counterclockwise	2005701	2006114
EG11660	yedE	P31064	JW1914	Clockwise	2006301	2007506
EG11661	yedF	P0AA31	JW1915	Clockwise	2007503	2007736
EG11663	slyD	P0A9K9	JW3311	Counterclockwise	3475929	3476519
EG11664	slyX	P0A8R4	JW3310	Clockwise	3475662	3475880
EG11665	bacA	P60932	JW3029	Counterclockwise	3201332	3202153
EG11666	moaC	P0A738	JW0766	Clockwise	817793	818278
EG11667	atoS	Q06067	JW2213	Clockwise	2318065	2319891
EG11668	atoC	Q06065	JW2214	Clockwise	2319888	2321273
EG11669	atoD	P76458	JW2215	Clockwise	2321469	2322131
EG11670	atoA	P76459	JW2216	Clockwise	2322131	2322781
EG11671	atoE	P76460	JW2217	Clockwise	2322778	2324100
EG11672	atoB	P76461	JW2218	Clockwise	2324131	2325315
EG11673	folB	P0AC16	JW3030	Counterclockwise	3202243	3202611
EG11674	plsY	P60782	JW3031	Clockwise	3202716	3203333
EG11675	panB	P31057	JW0130	Counterclockwise	148807	149601
EG11676	hslV	P0A7B8	JW3903	Counterclockwise	4119780	4120310
EG11677	modF	P31060	JW0743	Counterclockwise	791539	793011
EG11678	yadC	P31058	JW0131	Counterclockwise	149715	150953
EG11679	aas	P31119	JW2804	Counterclockwise	2971877	2974036
EG11680	lptB	P0A9V1	JW3168	Clockwise	3341966	3342691
EG11681	hpf	P0AFX0	JW3170	Clockwise	3344195	3344482
EG11682	ptsN	P69829	JW3171	Clockwise	3344600	3345091
EG11683	yicG	P0AGM2	JW3621	Clockwise	3816897	3817514
EG11684	yicH	P31433	JW3630	Clockwise	3828480	3830189
EG11685	yicI	P31434	JW3631	Counterclockwise	3830242	3832560
EG11686	yicJ	P31435	JW5939	Counterclockwise	3832570	3833952
EG11687	setC	P31436	JW3633	Clockwise	3834976	3836160
EG11688	yicL	P31437	JW3634	Clockwise	3836271	3837194
EG11689	nepI	P0ADL1	JW5938	Counterclockwise	3838572	3839762
EG11690	yicN	P0ADL3	JW5637	Counterclockwise	3839973	3840425
EG11691	yicO	P31440	JW5636	Counterclockwise	3840478	3841812
EG11692	ade	P31441	JW3640	Clockwise	3841987	3843753
EG11693	emrD	P31442	JW5634	Clockwise	3851945	3853129
EG11694	yidF	P31443	JW3650	Counterclockwise	3853137	3853634
EG11695	yidG	P0ADL6	JW3651	Counterclockwise	3853631	3853993
EG11696	yidH	P0ADM0	JW3652	Counterclockwise	3853983	3854330
EG11697	yidI	P31446	JW3653	Clockwise	3854438	3854887
EG11698	galM	P0A9C3	JW0739	Counterclockwise	787020	788060
EG11699	gpmA	P62707	JW0738	Counterclockwise	786066	786818
EG11700	pnuC	P0AFK2	JW0734	Clockwise	782389	783108
EG11701	udk	P0A8F4	JW2051	Counterclockwise	2140331	2140972
EG11702	nudC	P32664	JW5548	Clockwise	4194926	4195699
EG11703	acrA	P0AE06	JW0452	Counterclockwise	483650	484843
EG11704	acrB	P31224	JW0451	Counterclockwise	480478	483627
EG11705	yidJ	P31447	JW3654	Counterclockwise	3854934	3856427
EG11706	yidK	P31448	JW3655	Counterclockwise	3856424	3858139
EG11707	yidL	P31449	JW3656	Clockwise	3858306	3859199
EG11711	yidP	P31453	JW3661	Clockwise	3861922	3862638
EG11712	yidQ	P0ADM4	JW5633	Clockwise	3865751	3866083
EG11713	yidR	P31455	JW5860	Counterclockwise	3866085	3867332
EG11714	cbrA	P31456	JW5631	Clockwise	3867400	3868464
EG11715	dgoT	P0AA76	JW5859	Counterclockwise	3868461	3869753
EG11716	dgoA	Q6BF16	JW5628	Counterclockwise	3871018	3871635
EG11717	dgoK	P31459	JW3670	Counterclockwise	3871619	3872497
EG11718	dgoR	P31460	JW5627	Counterclockwise	3872494	3873183
EG11719	yidX	P0ADM6	JW5858	Clockwise	3873461	3874117
EG11720	mdtL	P31462	JW3688	Clockwise	3889638	3890813
EG11721	yidZ	P31463	JW3689	Clockwise	3890788	3891747
EG11722	yieE	P0ADM8	JW3690	Clockwise	3891904	3892653
EG11723	yieF	P0AGE6	JW3691	Clockwise	3892675	3893241
EG11724	purP	P31466	JW3692	Counterclockwise	3893295	3894632
EG11725	yieH	P31467	JW3693	Clockwise	3894797	3895462
EG11726	cbrB	P31468	JW3694	Clockwise	3895529	3895996
EG11727	cbrC	P31469	JW3695	Clockwise	3896045	3896632
EG11728	yieK	P31470	JW5613	Counterclockwise	3896694	3897416
EG11729	yieL	P31471	JW5612	Counterclockwise	3897431	3898600
EG11730	viaA	P0ADN0	JW5610	Counterclockwise	3926175	3927626
EG11731	ravA	P31473	JW3725	Counterclockwise	3927620	3929116
EG11732	hsrA	P31474	JW3733	Counterclockwise	3937208	3938635
EG11733	yieP	P31475	JW5608	Counterclockwise	3938658	3939350
EG11734	phoH	P0A9K1	JW1005	Clockwise	1084215	1085279
EG11735	efeB	P31545	JW1004	Clockwise	1082599	1083870
EG11736	gmhB	P63228	JW0196	Clockwise	222833	223408
EG11737	metI	P31547	JW0194	Counterclockwise	220968	221621
EG11738	rsd	P0AFX4	JW3959	Counterclockwise	4194355	4194831
EG11739	nfrB	P0AFA5	JW0558	Counterclockwise	590164	592401
EG11740	nfrA	P31600	JW0557	Counterclockwise	587205	590177
EG11741	envR	P0ACT2	JW3232	Counterclockwise	3410825	3411487
EG11742	yddA	P31826	JW5242	Counterclockwise	1575681	1577366
EG11743	yddB	P31827	JW1490	Counterclockwise	1573271	1575643
EG11744	pqqL	P31828	JW1489	Counterclockwise	1570431	1573226
EG11746	panC	P31663	JW0129	Counterclockwise	147944	148795
EG11747	panD	P0A790	JW0127	Counterclockwise	146314	146694
EG11748	yadD	P31665	JW5010	Clockwise	146968	147870
EG11749	yadE	P31666	JW0126	Clockwise	145081	146310
EG11750	yhgA	P31667	JW3374	Clockwise	3541189	3542067
EG11751	otsA	P31677	JW5312	Counterclockwise	1978212	1979636
EG11752	otsB	P31678	JW1886	Counterclockwise	1979611	1980411
EG11753	chaA	P31801	JW1207	Counterclockwise	1269972	1271072
EG11754	setA	P31675	JW0069	Clockwise	77621	78799
EG11755	hchA	P31658	JW1950	Clockwise	2033859	2034710
EG11756	prpC	P31660	JW0324	Clockwise	349236	350405
EG11757	yjeE	P0AF67	JW4126	Clockwise	4393608	4394069
EG11758	yjeF	P31806	JW4125	Clockwise	4392089	4393636
EG11759	yciK	P31808	JW1263	Counterclockwise	1326378	1327136
EG11760	ydcD	P31991	JW1452	Clockwise	1527946	1528428
EG11761	pptA	P31992	JW1456	Clockwise	1531076	1531309
EG11762	yibF	P0ACA1	JW3565	Counterclockwise	3759370	3759978
EG11763	yibG	P32106	JW3570	Clockwise	3766200	3766661
EG11764	yibH	P0AFV0	JW3571	Counterclockwise	3768266	3769402
EG11765	yibI	P32108	JW3572	Counterclockwise	3769405	3769767
EG11767	yhhJ	P0AGH1	JW5677	Counterclockwise	3623702	3624826
EG11768	selU	P33667	JW0491	Counterclockwise	529356	530450
EG11769	ybbC	P33668	JW0487	Clockwise	526805	527173
EG11773	nuoM	P0AFE8	JW2272	Counterclockwise	2389534	2391063
EG11774	nuoF	P31979	JW2279	Counterclockwise	2398240	2399577
EG11775	ybfE	P0AAU7	JW5816	Counterclockwise	710828	711121
EG11776	ybfF	P75736	JW0673	Counterclockwise	711261	712025
EG11779	trmI	P0A8I5	JW2927	Counterclockwise	3100155	3100874
EG11781	nrfA	P0ABK9	JW4031	Clockwise	4285787	4287223
EG11782	smpB	P0A832	JW2601	Clockwise	2752918	2753400
EG11783	intA	P32053	JW2602	Clockwise	2754181	2755422
EG11784	yfiD	P68066	JW2563	Counterclockwise	2714088	2714471
EG11785	yfiE	P33634	JW2561	Counterclockwise	2712461	2713342
EG11786	yfiF	P0AGJ5	JW2565	Counterclockwise	2715513	2716550
EG11787	gmd	P0AC88	JW2038	Counterclockwise	2125217	2126338
EG11788	fcl	P32055	JW2037	Counterclockwise	2124249	2125214
EG11789	gmm	P32056	JW5335	Counterclockwise	2123767	2124246
EG11790	wcaI	P32057	JW2035	Counterclockwise	2122547	2123770
EG11791	cmtB	P69824	JW2901	Counterclockwise	3076909	3077352
EG11792	cmtA	P69826	JW2900	Counterclockwise	3075493	3076881
EG11793	ygdD	P0ADR2	JW2778	Counterclockwise	2939258	2939653
EG11794	rlmM	P0ADR6	JW2777	Counterclockwise	2938165	2939265
EG11795	gcvA	P0A9F6	JW2779	Counterclockwise	2939672	2940589
EG11796	lplA	P32099	JW4349	Counterclockwise	4621124	4622140
EG11797	talA	P0A867	JW2448	Clockwise	2576688	2577638
EG11798	hofC	P36646	JW0102	Counterclockwise	114522	115724
EG11799	hybA	P0AAJ8	JW2964	Counterclockwise	3142176	3143162
EG11800	hybB	P37180	JW5494	Counterclockwise	3141008	3142186
EG11801	hybC	P0ACE0	JW2962	Counterclockwise	3139308	3141011
EG11802	hybD	P37182	JW2961	Counterclockwise	3138814	3139308
EG11803	hybE	P0AAN1	JW2960	Counterclockwise	3138333	3138821
EG11804	hybF	P0A703	JW5493	Counterclockwise	3137999	3138340
EG11805	hybG	P0AAM7	JW2958	Counterclockwise	3137738	3137986
EG11806	yebE	P33218	JW1835	Counterclockwise	1927072	1927731
EG11807	yebF	P33219	JW1836	Counterclockwise	1928058	1928414
EG11808	yebG	P0ACY9	JW1837	Counterclockwise	1928481	1928771
EG11809	purT	P33221	JW1838	Clockwise	1928905	1930083
EG11810	gcvP	P33195	JW2871	Counterclockwise	3044190	3047063
EG11811	aidB	P33224	JW5867	Clockwise	4412298	4413923
EG11812	yjfC	P33222	JW4144	Clockwise	4411051	4412214
EG11814	torA	P33225	JW0982	Clockwise	1058479	1061025
EG11815	torC	P33226	JW0981	Clockwise	1057307	1058479
EG11816	ispF	P62617	JW2716	Counterclockwise	2869323	2869802
EG11817	surE	P0A840	JW2714	Counterclockwise	2867535	2868296
EG11819	purU	P37051	JW1220	Counterclockwise	1287005	1287847
EG11820	yceI	P0A8X2	JW1043	Counterclockwise	1117124	1117699
EG11821	amtB	P69681	JW0441	Clockwise	472190	473476
EG11822	puuB	P37906	JW1294	Clockwise	1362256	1363536
EG11823	amiA	P36548	JW2428	Clockwise	2550374	2551243
EG11824	yghB	P0AA60	JW2976	Clockwise	3151585	3152244
EG11825	yddE	P37757	JW1459	Counterclockwise	1532989	1533882
EG11826	etk	P38134	JW0964	Counterclockwise	1041253	1043433
EG11827	rpiB	P37351	JW4051	Clockwise	4311373	4311822
EG11828	mobB	P32125	JW5575	Counterclockwise	4038929	4039456
EG11829	mobA	P32173	JW3829	Counterclockwise	4039438	4040022
EG11830	yihD	P0ADP9	JW3830	Clockwise	4040092	4040361
EG11831	rdoA	P0C0K3	JW3831	Clockwise	4040438	4041424
EG11832	yihF	P32128	JW5574	Clockwise	4042222	4043652
EG11833	yihG	P32129	JW3834	Counterclockwise	4043693	4044625
EG11835	yihI	P0A8H6	JW3837	Clockwise	4049370	4049879
EG11836	hemN	P32131	JW3838	Clockwise	4050068	4051441
EG11837	typA	P32132	JW5571	Clockwise	4056430	4058253
EG11838	yihL	P0ACM9	JW3843	Clockwise	4058470	4059180
EG11839	yihM	P32134	JW3844	Clockwise	4059188	4060168
EG11840	yihN	P32135	JW3845	Clockwise	4060270	4061535
EG11841	yihO	P32136	JW5852	Counterclockwise	4062386	4063789
EG11842	yihP	P32137	JW3848	Counterclockwise	4063832	4065217
EG11843	yihQ	P32138	JW3849	Counterclockwise	4065263	4067299
EG11844	yihR	P32139	JW3850	Counterclockwise	4067498	4068424
EG11845	yihS	P32140	JW5569	Counterclockwise	4068538	4069779
EG11846	yihT	P32141	JW3852	Counterclockwise	4069796	4070674
EG11847	yihU	P0A9V8	JW3853	Counterclockwise	4070698	4071594
EG11848	yihV	P32143	JW5568	Clockwise	4071762	4072658
EG11849	yihW	P32144	JW5567	Clockwise	4072692	4073477
EG11850	yihX	P0A8Y3	JW5566	Clockwise	4073576	4074175
EG11851	yihY	P0A8K8	JW3857	Clockwise	4074169	4075041
EG11852	dtd	P0A6M4	JW3858	Clockwise	4075038	4075475
EG11853	yiiD	P0ADQ2	JW3859	Clockwise	4075472	4076461
EG11854	yiiE	P0ADQ5	JW5929	Clockwise	4077320	4077532
EG11855	yiiF	P0AFU6	JW5563	Clockwise	4077774	4077992
EG11856	fdoI	P0AEL0	JW3863	Counterclockwise	4079248	4079883
EG11857	fdoH	P0AAJ5	JW3864	Counterclockwise	4079880	4080782
EG11858	fdoG	P32176	JW3865	Counterclockwise	4080795	4083845
EG11859	fdhD	P32177	JW3866	Clockwise	4084039	4084872
EG11860	yiiG	P32151	JW3867	Clockwise	4085025	4086080
EG11861	frvR	P32152	JW3868	Counterclockwise	4086130	4087878
