K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)
YBCL_ECOLI	C6EKE8
YBCK_ECOLI	C6EKE9
EMRE_ECOLI	C6EKS5
INTD_ECOLI	C6EKT0
YLBH_ECOLI	C6EKW5
RHSD_ECOLI	C6EKW7
YFCI_ECOLI	C6ELE8
PINE_ECOLI	C6EIR0
ESSD_ECOLI	C6EFM7
HOKD_ECOLI	C6EDS9
RUSA_ECOLI	C6EKE2
INSF6_ECOLI	C6EEV7
INSJ_ECOLI	C6EEC2
YBCW_ECOLI	C6EJF6
YEEV_ECOLI	C6EDB7
YDFK_ECOLI	C6EDU2
YDFR_ECOLI	C6EFM6
YDFU_ECOLI	C6EDT2
BORD_ECOLI	C6EKD4
YBCV_ECOLI	C6EJF7
	C6E9Y3
	C6EIS2
	C6EDV9
	C6EJ21
	C6EIS3
	C6EJF4
	C6EIR6
	C6EJ18
	C6EJX2
	C6EJE9
	C6EJG5
	C6EJ25
	C6EJH3
	C6EJ15
	C6EJ16
	C6EJF1
	C6EJG1
	C6EKE0
	C6EJI5
	C6EJG7
	C6EJG6
	C6EIS4
	C6EIR7
	C6EJF9
	C6ECH4
	C6EKD5
	C6EJG0
	C6EJH6
	C6EKD7
	C6EIS1
	C6EJ17
	C6EJ19
	C6EJH0
	C6EIR5
	C6EJ23
	C6EFS5
	C6EIS0
	C6EIR3
	C6EFS7
	C6EFN6
	C6EKD6
	C6EIR4
	C6ECG7
	C6EIT1
	C6EDD1
	C6EFM4
	C6EDV8
	C6EJI4
	C6EBE0
	C6EDT3
	C6EIT5
	C6EJH4
	C6EJ13
	C6EBS3
	C6EFM3
	C6EIS5
	C6EIR8
	C6EIT3
	C6EDS7
	C6EE80
	C6EAD4
	C6EDB8
	C6EC71
	C6EEC1
	C6EB53
	C6E9Y4
	C6EA59
	C6EDT6
	C6EBN9
	C6EC75
	C6E9S8
	C6EB92
	C6EB95
	C6EDT7
	C6EA45
	C6E9S7
	C6EAK0
	C6EA72
	C6EET1
	C6EA70
	C6EFG3
	C6EDC3
	C6EIC8
	C6EB38
