AAEA_ECOLI	P46482	C6EGL9_ECOBD
HCR_ECOLI	P75824	C6EIA9_ECOBD
HDFR_ECOLI	P0A8R9	C6EG46_ECOBD
HDHA_ECOLI	P0AET8	C6EDM8_ECOBD
HELD_ECOLI	P15038	C6EI19_ECOBD
HEM1_ECOLI	P0A6X1	C6EGQ6_ECOBD
HEM2_ECOLI	P0ACB2	C6ELL5_ECOBD
HEM3_ECOLI	P06983	C6EG10_ECOBD
HEM4_ECOLI	P09126	C6EG11_ECOBD
HEM6_ECOLI	P36553	C6EKR8_ECOBD
HEMG_ECOLI	P0ACB4	C6EF48_ECOBD
HEMH_ECOLI	P23871	C6EKY9_ECOBD
HEMK_ECOLI	P0ACC1	C6EGQ4_ECOBD
HEMN_ECOLI	P32131	C6EF35_ECOBD
HFLX_ECOLI	P25519	C6ECH6_ECOBD
HHA_ECOLI	P0ACE3	C6EL04_ECOBD
HINT_ECOLI	P0ACE7	C6EGY9_ECOBD
HIPA_ECOLI	P23874	C6EEL1_ECOBD
HIPB_ECOLI	P23873	C6EEL0_ECOBD
HIS1_ECOLI	P60757	C6EB66_ECOBD
HIS2_ECOLI	P06989	C6EB59_ECOBD
HIS4_ECOLI	P10371	C6EB61_ECOBD
HIS5_ECOLI	P60595	C6EB62_ECOBD
HIS6_ECOLI	P60664	C6EB60_ECOBD
HIS7_ECOLI	P06987	C6EB63_ECOBD
HIS8_ECOLI	P06986	C6EB64_ECOBD
HISX_ECOLI	P06988	C6EB65_ECOBD
HLDD_ECOLI	P67910	C6EDH1_ECOBD
HLDE_ECOLI	P76658	C6EHU3_ECOBD
HMP_ECOLI	P24232	C6EKF5_ECOBD
HNR_ECOLI	P0AEV1	C6EGN2_ECOBD
HNS_ECOLI	P0ACF8	C6EGN0_ECOBD
HOA_ECOLI	P51020	C6ELM8_ECOBD
HOFB_ECOLI	P36645	C6EAV0_ECOBD
HOLA_ECOLI	P28630	C6EK53_ECOBD
HOLB_ECOLI	P28631	C6EGZ3_ECOBD
HOLC_ECOLI	P28905	C6EC92_ECOBD
HOLD_ECOLI	P28632	C6EBK0_ECOBD
HOLE_ECOLI	P0ABS8	C6EBY7_ECOBD
HPPK_ECOLI	P26281	C6EAE2_ECOBD
HPRT_ECOLI	P0A9M2	C6EAT2_ECOBD
HRPA_ECOLI	P43329	C6EEV0_ECOBD
HRPB_ECOLI	P37024	C6EAD6_ECOBD
HSCA_ECOLI	P0A6Z1	C6EKI1_ECOBD
HSCB_ECOLI	P0A6L9	C6EKI0_ECOBD
HSCC_ECOLI	P77319	C6EK46_ECOBD
HSLO_ECOLI	P0A6Y5	C6EFH4_ECOBD
HSLR_ECOLI	P0ACG8	C6EFH5_ECOBD
HSLU_ECOLI	P0A6H5	C6EE78_ECOBD
HSLV_ECOLI	P0A7B8	C6EE77_ECOBD
HSPQ_ECOLI	P0AB20	C6EI15_ECOBD
HTGA_ECOLI	P28697	Null
HTRC_ECOLI	P27375	C6EE30_ECOBD
HTRL_ECOLI	P25666	Null
HYAD_ECOLI	P19930	C6EHN3_ECOBD
HYAE_ECOLI	P19931	C6EHN2_ECOBD
HYAF_ECOLI	P19932	C6EHN1_ECOBD
HYBD_ECOLI	P37182	C6EHZ9_ECOBD
HYBE_ECOLI	P0AAN1	C6EI00_ECOBD
HYBF_ECOLI	P0A703	C6EI01_ECOBD
HYBG_ECOLI	P0AAM7	C6EI02_ECOBD
HYCA_ECOLI	P0AEV4	C6EJE3_ECOBD
HYCB_ECOLI	P0AAK1	C6EJE4_ECOBD
HYCF_ECOLI	P16432	C6EJE8_ECOBD
HYCG_ECOLI	P16433	C6EJR2_ECOBD
HYCH_ECOLI	P0AEV7	C6EJR3_ECOBD
HYCI_ECOLI	P0AEV9	C6EJR4_ECOBD
HYDN_ECOLI	P0AAK4	C6EJR8_ECOBD
HYFA_ECOLI	P23481	C6EKN0_ECOBD
HYFH_ECOLI	P77423	C6EKM3_ECOBD
HYFI_ECOLI	P77668	C6EKM2_ECOBD
HYFJ_ECOLI	P77453	C6EKM1_ECOBD
HYFR_ECOLI	P71229	C6EKM0_ECOBD
HYI_ECOLI	P30147	C6EKV7_ECOBD
HYPA_ECOLI	P0A700	C6EJE2_ECOBD
HYPB_ECOLI	P0AAN3	C6EJE1_ECOBD
HYPC_ECOLI	P0AAM3	C6EJE0_ECOBD
HYPD_ECOLI	P24192	C6EJD9_ECOBD
HYPE_ECOLI	P24193	C6EJD8_ECOBD
HYPF_ECOLI	P30131	C6EJR9_ECOBD
IAAA_ECOLI	P37595	C6EIV4_ECOBD
IADA_ECOLI	P39377	C6EBQ1_ECOBD
IBPA_ECOLI	P0C054	C6ED83_ECOBD
IBPB_ECOLI	P0C058	C6ED84_ECOBD
IBSA_ECOLI	C1P607	Null
IBSB_ECOLI	C1P608	Null
IBSC_ECOLI	C1P615	Null
IBSE_ECOLI	C1P617	Null
ICC_ECOLI	P0AEW4	C6EHW1_ECOBD
ICIA_ECOLI	P0A8S1	C6EIJ3_ECOBD
ICLR_ECOLI	P16528	C6EE06_ECOBD
IDI_ECOLI	Q46822	C6EIL9_ECOBD
IDNK_ECOLI	P39208	C6EC83_ECOBD
IDNO_ECOLI	P0A9P9	C6EC85_ECOBD
IDNR_ECOLI	P39343	C6EC87_ECOBD
IF1_ECOLI	P69222	C6EI98_ECOBD
IF2_ECOLI	P0A705	C6EH57_ECOBD
IF3_ECOLI	P0A707	C6ECN9_ECOBD
IHFA_ECOLI	P0A6X7	C6ECP5_ECOBD
IHFB_ECOLI	P0A6Y1	C6EI70_ECOBD
ILVB_ECOLI	P08142	C6ED98_ECOBD
ILVC_ECOLI	P05793	C6EG37_ECOBD
ILVD_ECOLI	P05791	C6EG40_ECOBD
ILVE_ECOLI	P0AB80	C6EG41_ECOBD
ILVG_ECOLI	P00892	C6EG43_ECOBD
ILVH_ECOLI	P00894	C6EAX6_ECOBD
ILVI_ECOLI	P00893	C6EAX7_ECOBD
ILVM_ECOLI	P0ADG1	C6EG42_ECOBD
ILVN_ECOLI	P0ADF8	C6ED99_ECOBD
ILVX_ECOLI	C1P619	Null
ILVY_ECOLI	P05827	C6EG38_ECOBD
INAA_ECOLI	P27294	C6E9W4_ECOBD
INGK_ECOLI	P0AEW6	C6EKY7_ECOBD
INH10_ECOLI	P0CE57	Null
INH11_ECOLI	P0CE58	Null
INSA1_ECOLI	P0CF07	Null
INSA2_ECOLI	P0CF08	Null
INSA3_ECOLI	P0CF09	Null
INSA4_ECOLI	P0CF10	Null
INSA5_ECOLI	P0CF11	Null
INSA6_ECOLI	P0CF12	Null
INSA7_ECOLI	P19767	Null
INSB1_ECOLI	P0CF25	Null
INSB2_ECOLI	P0CF26	Null
INSB3_ECOLI	P0CF27	Null
INSB4_ECOLI	P57998	Null
INSB5_ECOLI	P0CF28	Null
INSB6_ECOLI	P0CF29	Null
INSC1_ECOLI	P0CF40	Null
INSC2_ECOLI	P0CF41	Null
INSC3_ECOLI	P0CF42	Null
INSC4_ECOLI	P0CF43	Null
INSC5_ECOLI	P0CF44	Null
INSC6_ECOLI	P0CF45	Null
INSC7_ECOLI	P0CF46	Null
INSD1_ECOLI	P0CF53	Null
INSD2_ECOLI	P0CF54	Null
INSD3_ECOLI	P0CF55	Null
INSD4_ECOLI	P0CF56	Null
INSD5_ECOLI	P0CF57	Null
INSD6_ECOLI	P0CF58	Null
INSD7_ECOLI	P0CF59	Null
INSD8_ECOLI	P0CF60	Null
INSE1_ECOLI	P0CF66	Null
INSE2_ECOLI	P0CF67	Null
INSE3_ECOLI	P0CF68	Null
INSE4_ECOLI	P0CF69	Null
INSE5_ECOLI	P0CF70	Null
INSE6_ECOLI	P0CF71	Null
INSE7_ECOLI	P0CF72	Null
INSF1_ECOLI	P0CF79	C6EC72_ECOBD
INSF2_ECOLI	P0CF80	Null
INSF3_ECOLI	P0CF81	Null
INSF4_ECOLI	P0CF82	Null
INSF5_ECOLI	P0CF83	Null
INSF6_ECOLI	P0CF84	C6EEV7_ECOBD
INSH1_ECOLI	P0CE49	Null
INSH2_ECOLI	P0CE50	Null
INSH3_ECOLI	P0CE51	Null
INSH4_ECOLI	P0CE52	Null
INSH5_ECOLI	P76071	Null
INSH6_ECOLI	P0CE53	Null
INSH7_ECOLI	P0CE54	Null
INSH8_ECOLI	P0CE55	Null
INSH9_ECOLI	P0CE56	Null
INSI1_ECOLI	P0CF88	Null
INSI3_ECOLI	P0CF89	Null
INSI4_ECOLI	P0CF90	Null
INSJ_ECOLI	P19768	C6EEC2_ECOBD
INSK_ECOLI	P19769	Null
INSL1_ECOLI	P0CF91	Null
INSL2_ECOLI	P0CF92	Null
INSL3_ECOLI	P0CF93	Null
INSN1_ECOLI	P75679	Null
INSN2_ECOLI	P39212	Null
INSO1_ECOLI	P75680	Null
INSQ_ECOLI	P76102	Null
INTD_ECOLI	P24218	C6EKT0_ECOBD
INTE_ECOLI	P75969	Null
INTF_ECOLI	P71298	Null
INTG_ECOLI	P76323	Null
INTM_ECOLI	P56979	Null
INTQ_ECOLI	P76168	Null
INTR_ECOLI	P76056	C6EFN7_ECOBD
INTS_ECOLI	P37326	Null
INTZ_ECOLI	P76542	Null
IPYR_ECOLI	P0A7A9	C6ECC2_ECOBD
IRAD_ECOLI	P39375	C6EBQ3_ECOBD
IRAM_ECOLI	P75987	C6EGV4_ECOBD
IRAP_ECOLI	P0AAN9	C6ELK5_ECOBD
ISCA_ECOLI	P0AAC8	C6EKH9_ECOBD
ISCR_ECOLI	P0AGK8	C6EKH6_ECOBD
ISCS_ECOLI	P0A6B7	C6EKH7_ECOBD
ISCX_ECOLI	P0C0L9	C6EKI3_ECOBD
ISPA_ECOLI	P22939	C6EL48_ECOBD
ISPB_ECOLI	P0AD57	C6EH40_ECOBD
ISPD_ECOLI	Q46893	C6EJC0_ECOBD
ISPE_ECOLI	P62615	C6EGQ8_ECOBD
ISPF_ECOLI	P62617	C6EJC1_ECOBD
ISPG_ECOLI	P62620	C6EKJ4_ECOBD
ISPH_ECOLI	P62623	C6EB24_ECOBD
K1PF_ECOLI	P0AEW9	C6EA30_ECOBD
K6PF1_ECOLI	P0A796	C6EEY2_ECOBD
K6PF2_ECOLI	P06999	C6ECN5_ECOBD
KAD_ECOLI	P69441	C6EKZ0_ECOBD
KATG_ECOLI	P13029	C6EE66_ECOBD
KBAY_ECOLI	P0AB74	C6EH88_ECOBD
KBAZ_ECOLI	P0C8K0	C6EH95_ECOBD
KBL_ECOLI	P0AB77	C6EDH2_ECOBD
KCY_ECOLI	P0A6I0	C6EI72_ECOBD
KDGK_ECOLI	P37647	C6EEF7_ECOBD
KDGR_ECOLI	P76268	C6EC02_ECOBD
KDPE_ECOLI	P21866	C6EJP0_ECOBD
KDSA_ECOLI	P0A715	C6EGQ1_ECOBD
KDSB_ECOLI	P04951	C6EI64_ECOBD
KDUD_ECOLI	P37769	C6ECE0_ECOBD
KDUI_ECOLI	Q46938	C6EIQ0_ECOBD
KGUA_ECOLI	P60546	C6EDE2_ECOBD
KHSE_ECOLI	P00547	C6EBG6_ECOBD
KIL_ECOLI	P38393	C6EFN1_ECOBD
KITH_ECOLI	P23331	C6EGM9_ECOBD
KPPR_ECOLI	P0AEX5	C6EGA8_ECOBD
KPRS_ECOLI	P0A717	C6EGQ9_ECOBD
KPTA_ECOLI	P39380	C6EBP8_ECOBD
KPYK1_ECOLI	P0AD61	C6ECS9_ECOBD
KPYK2_ECOLI	P21599	C6EBX3_ECOBD
KTHY_ECOLI	P0A720	C6EHB6_ECOBD
LACI_ECOLI	P03023	C6EJI7_ECOBD
LAR_ECOLI	P33229	Null
LAST_ECOLI	P37005	C6EBG8_ECOBD
LDCA_ECOLI	P76008	C6EGS5_ECOBD
LDCI_ECOLI	P0A9H3	C6ECZ3_ECOBD
LDHD_ECOLI	P52643	C6EEW4_ECOBD
LEU1_ECOLI	P09151	C6EAY0_ECOBD
LEU3_ECOLI	P30125	C6EAY1_ECOBD
LEUC_ECOLI	P0A6A6	C6EAY2_ECOBD
LEUO_ECOLI	P10151	C6EAX8_ECOBD
LEXA_ECOLI	P0A7C2	C6EDX7_ECOBD
LFTR_ECOLI	P0A8P1	C6EI97_ECOBD
LGUL_ECOLI	P0AC81	C6ECV2_ECOBD
LIGB_ECOLI	P25772	C6EDE3_ECOBD
LIGT_ECOLI	P37025	C6EAD7_ECOBD
LIPA_ECOLI	P60716	C6EK65_ECOBD
LIPB_ECOLI	P60720	C6EK63_ECOBD
LIT_ECOLI	P11072	Null
LLDR_ECOLI	P0ACL7	C6EDI5_ECOBD
LOMR_ECOLI	P77184	C6EJ11_ECOBD
LON_ECOLI	P0A9M0	C6EL24_ECOBD
LONH_ECOLI	P75867	C6EI27_ECOBD
LPF_ECOLI	P0AD72	Null
LPF2_ECOLI	P0AD74	Null
LPFS_ECOLI	P0ADF0	Null
LPFUR_ECOLI	A8DYP9	Null
LPHI_ECOLI	P60995	Null
LPID_ECOLI	P62522	Null
LPIV_ECOLI	P03061	Null
LPL_ECOLI	P0AD79	C6EAX9_ECOBD
LPLA_ECOLI	P32099	C6EBI5_ECOBD
LPPY_ECOLI	P0AD83	Null
LPRH_ECOLI	P0ADF3	C6EG31_ECOBD
LPT_ECOLI	P0AD86	Null
LPTN_ECOLI	P0AD89	C6EG96_ECOBD
LPW_ECOLI	P0AD92	Null
LPXA_ECOLI	P0A722	C6EAA4_ECOBD
LPXC_ECOLI	P0A725	C6EAV9_ECOBD
LPXD_ECOLI	P21645	C6EAA6_ECOBD
LRHA_ECOLI	P36771	C6E9R2_ECOBD
LSRF_ECOLI	P76143	C6EEK6_ECOBD
LSRG_ECOLI	P64461	C6EEK5_ECOBD
LSRK_ECOLI	P77432	C6EJ68_ECOBD
LSRR_ECOLI	P76141	Null
LTAE_ECOLI	P75823	C6EIB1_ECOBD
LUXS_ECOLI	P45578	C6EJT9_ECOBD
LYSR_ECOLI	P03030	C6EJ29_ECOBD
LYXK_ECOLI	P37677	C6EE99_ECOBD
MAA_ECOLI	P77791	C6EL05_ECOBD
MALI_ECOLI	P18811	C6EDM7_ECOBD
MALQ_ECOLI	P15977	C6EFF8_ECOBD
MALZ_ECOLI	P21517	C6ELI1_ECOBD
MANA_ECOLI	P00946	C6EDN5_ECOBD
MANB_ECOLI	P24175	C6EAQ9_ECOBD
MANC_ECOLI	P24174	C6EAQ8_ECOBD
MAO1_ECOLI	P26616	C6EEN8_ECOBD
MAO2_ECOLI	P76558	C6EKP9_ECOBD
MARA_ECOLI	P0ACH5	C6EDV6_ECOBD
MARR_ECOLI	P27245	C6EDV7_ECOBD
MASY_ECOLI	P08997	C6EE09_ECOBD
MASZ_ECOLI	P37330	C6EID5_ECOBD
MATA_ECOLI	P71301	C6ELT6_ECOBD
MAZG_ECOLI	P0AEY3	C6EJ91_ECOBD
MBHA_ECOLI	Q47154	C6EA57_ECOBD
MCBR_ECOLI	P76114	C6EER3_ECOBD
MCRA_ECOLI	P24200	Null
MCRB_ECOLI	P15005	C6EBN5_ECOBD
MCRC_ECOLI	P15006	C6EBN6_ECOBD
MELR_ECOLI	P0ACH8	C6ED06_ECOBD
MENB_ECOLI	P0ABU0	C6E9T7_ECOBD
MENC_ECOLI	P29208	C6E9T8_ECOBD
MEND_ECOLI	P17109	C6E9T5_ECOBD
MENE_ECOLI	P37353	C6E9T9_ECOBD
MENF_ECOLI	P38051	C6E9T4_ECOBD
MENH_ECOLI	P37355	C6E9T6_ECOBD
META_ECOLI	P07623	C6EE10_ECOBD
METB_ECOLI	P00935	C6EE69_ECOBD
METC_ECOLI	P06721	C6EHY6_ECOBD
METE_ECOLI	P25665	C6EF82_ECOBD
METF_ECOLI	P0AEZ1	C6EE67_ECOBD
METH_ECOLI	P13009	C6EE05_ECOBD
METJ_ECOLI	P0A8U6	C6EE70_ECOBD
METK_ECOLI	P0A817	C6EIG9_ECOBD
METR_ECOLI	P0A9F9	C6EF83_ECOBD
MFD_ECOLI	P30958	C6EGX8_ECOBD
MGSA_ECOLI	P0A731	C6EI18_ECOBD
MHPB_ECOLI	P0ABR9	C6ELN2_ECOBD
MHPC_ECOLI	P77044	C6ELN1_ECOBD
MHPD_ECOLI	P77608	C6ELN0_ECOBD
MHPR_ECOLI	P77569	C6ELN4_ECOBD
MIAA_ECOLI	P16384	C6ECV7_ECOBD
MIAB_ECOLI	P0AEI1	C6EK34_ECOBD
MINC_ECOLI	P18196	C6EGU0_ECOBD
MIOC_ECOLI	P03817	C6EG61_ECOBD
MMCD_ECOLI	P52045	C6EIJ0_ECOBD
MMUM_ECOLI	Q47690	Null
MNGB_ECOLI	P54746	C6EJK6_ECOBD
MNGR_ECOLI	P13669	C6EJK8_ECOBD
MNMA_ECOLI	P25745	C6EGV8_ECOBD
MNMC_ECOLI	P77182	C6ELC9_ECOBD
MNTR_ECOLI	P0A9F1	C6EIW5_ECOBD
MOAA_ECOLI	P30745	C6EJ01_ECOBD
MOAB_ECOLI	P0AEZ9	C6EJ00_ECOBD
MOAC_ECOLI	P0A738	C6EIZ9_ECOBD
MOAD_ECOLI	P30748	C6EIZ8_ECOBD
MOAE_ECOLI	P30749	C6EIZ7_ECOBD
MOBA_ECOLI	P32173	C6EF46_ECOBD
MODE_ECOLI	P0A9G8	Null
MOEA_ECOLI	P12281	C6EIV5_ECOBD
MOEB_ECOLI	P12282	C6EIV6_ECOBD
MOG_ECOLI	P0AF03	C6EB44_ECOBD
MOKB_ECOLI	P76096	C6EEU2_ECOBD
MOLR_ECOLI	P33345	C6EAJ6_ECOBD
MPAA_ECOLI	P0ACV6	C6EFQ6_ECOBD
MPGP_ECOLI	P76329	C6EBB1_ECOBD
MPL_ECOLI	P37773	C6ECB6_ECOBD
MPRA_ECOLI	P0ACR9	C6EJU2_ECOBD
MQSR_ECOLI	Q46865	C6EHX1_ECOBD
MRAZ_ECOLI	P22186	C6EAX4_ECOBD
MRP_ECOLI	P0AF08	C6EAJ8_ECOBD
MRR_ECOLI	P24202	C6EBM9_ECOBD
MSRA_ECOLI	P0A744	C6ECC6_ECOBD
MSRB_ECOLI	P0A746	C6EC51_ECOBD
MSYB_ECOLI	P25738	C6EHG1_ECOBD
MTLD_ECOLI	P09424	C6EDJ2_ECOBD
MTLR_ECOLI	P0AF10	C6EDJ1_ECOBD
MTNN_ECOLI	P0AF12	C6EAC5_ECOBD
MUG_ECOLI	P0A9H1	C6EHS7_ECOBD
MUKB_ECOLI	P22523	C6EI58_ECOBD
MUKE_ECOLI	P22524	C6EI59_ECOBD
MUKF_ECOLI	P60293	C6EI60_ECOBD
MURA_ECOLI	P0A749	C6EH38_ECOBD
MURB_ECOLI	P08373	C6EE42_ECOBD
MURC_ECOLI	P17952	C6EAW4_ECOBD
MURD_ECOLI	P14900	C6EAW7_ECOBD
MURE_ECOLI	P22188	C6EAX0_ECOBD
MURF_ECOLI	P11880	C6EAW9_ECOBD
MURI_ECOLI	P22634	C6EE43_ECOBD
MURQ_ECOLI	P76535	C6EL49_ECOBD
MUTH_ECOLI	P06722	C6EJ37_ECOBD
MUTL_ECOLI	P23367	C6ECV8_ECOBD
MUTT_ECOLI	P08337	C6EAV6_ECOBD
MUTY_ECOLI	P17802	C6EIE9_ECOBD
MVIM_ECOLI	P75931	C6EHE5_ECOBD
NAC_ECOLI	Q47005	C6EB83_ECOBD
NADA_ECOLI	P11458	C6EJJ4_ECOBD
NADB_ECOLI	P10902	C6EK12_ECOBD
NADC_ECOLI	P30011	C6EAU8_ECOBD
NADD_ECOLI	P0A752	C6EK54_ECOBD
NADE_ECOLI	P18843	C6ECL8_ECOBD
NAGA_ECOLI	P0AF18	C6EJQ8_ECOBD
NAGD_ECOLI	P0AF24	C6EJR0_ECOBD
NAGK_ECOLI	P75959	Null
NAGZ_ECOLI	P75949	C6EGY5_ECOBD
NANA_ECOLI	P0A6L4	C6EH07_ECOBD
NANE_ECOLI	P0A761	C6EH09_ECOBD
NANR_ECOLI	P0A8W0	C6EH06_ECOBD
NAPD_ECOLI	P0A9I5	C6E9Z3_ECOBD
NAPF_ECOLI	P0AAL0	C6E9Z2_ECOBD
NARJ_ECOLI	P0AF26	C6EGN7_ECOBD
NARL_ECOLI	P0AF28	C6EGP3_ECOBD
NARP_ECOLI	P31802	C6EA07_ECOBD
NARW_ECOLI	P19317	C6EEP9_ECOBD
NDK_ECOLI	P0A763	C6EKJ1_ECOBD
NDPA_ECOLI	P33920	C6EA11_ECOBD
NEMA_ECOLI	P77258	C6ECV3_ECOBD
NEMR_ECOLI	P67430	C6ECV4_ECOBD
NFI_ECOLI	P68739	C6EE20_ECOBD
NFNB_ECOLI	P38489	C6EKC3_ECOBD
NFSA_ECOLI	P17117	C6EIQ4_ECOBD
NFUA_ECOLI	P63020	C6EFG0_ECOBD
NHAR_ECOLI	P0A9G2	C6EB34_ECOBD
NHOA_ECOLI	P77567	C6EEQ1_ECOBD
NIFJ_ECOLI	P52647	C6EEW7_ECOBD
NIFU_ECOLI	P0ACD4	C6EKH8_ECOBD
NIKR_ECOLI	P0A6Z6	C6EF93_ECOBD
NINE_ECOLI	Q47270	C6EKE4_ECOBD
NIRB_ECOLI	P08201	C6EFL1_ECOBD
NIRD_ECOLI	P0A9I8	C6EFL0_ECOBD
NOHA_ECOLI	P31061	C6EKD2_ECOBD
NOHB_ECOLI	P31062	Null
NORR_ECOLI	P37013	C6EJS2_ECOBD
NORV_ECOLI	Q46877	C6EJS1_ECOBD
NORW_ECOLI	P37596	C6EJS0_ECOBD
NPD_ECOLI	P75960	C6EGX1_ECOBD
NRDD_ECOLI	P28903	C6ECB1_ECOBD
NRDG_ECOLI	P0A9N8	C6ECB2_ECOBD
NRDH_ECOLI	P0AC65	C6EJV2_ECOBD
NRDI_ECOLI	P0A772	C6EJV1_ECOBD
NRDR_ECOLI	P0A8D0	C6ELH1_ECOBD
NSR_ECOLI	P0A9E9	C6EAF0_ECOBD
NSRR_ECOLI	P0AF63	C6ECH1_ECOBD
NTRB_ECOLI	P0AFB5	C6EF32_ECOBD
NTRC_ECOLI	P0AFB8	C6EF33_ECOBD
NUDB_ECOLI	P0AFC0	C6EBW2_ECOBD
NUDC_ECOLI	P32664	C6EE22_ECOBD
NUDD_ECOLI	P32056	C6EAQ6_ECOBD
NUDE_ECOLI	P45799	C6EFH9_ECOBD
NUDG_ECOLI	P77788	C6ECJ8_ECOBD
NUDI_ECOLI	P52006	C6E9U9_ECOBD
NUDJ_ECOLI	P0AEI6	C6EGV7_ECOBD
NUDK_ECOLI	P37128	C6EKP5_ECOBD
NUSA_ECOLI	P0AFF6	C6EH56_ECOBD
NUSB_ECOLI	P0A780	C6ELG8_ECOBD
NUSG_ECOLI	P0AFG0	C6EE37_ECOBD
OBG_ECOLI	P42641	C6EH44_ECOBD
ODO1_ECOLI	P0AFG3	C6EJL2_ECOBD
ODO2_ECOLI	P0AFG6	C6EJL1_ECOBD
OGRK_ECOLI	P37057	C6EIQ9_ECOBD
OGT_ECOLI	P0AFH0	C6EFP8_ECOBD
OMPR_ECOLI	P0AA16	C6EFG9_ECOBD
OPDA_ECOLI	P27298	C6EEI7_ECOBD
ORN_ECOLI	P0A784	C6ECW3_ECOBD
OSMC_ECOLI	P0C0L2	C6EEN5_ECOBD
OTC1_ECOLI	P04391	C6EC97_ECOBD
OTC2_ECOLI	P06960	Null
OTSA_ECOLI	P31677	C6EBT3_ECOBD
OTSB_ECOLI	P31678	C6EBT2_ECOBD
OXC_ECOLI	P0AFI0	C6EL95_ECOBD
OXYR_ECOLI	P0ACQ4	C6EE48_ECOBD
P5CR_ECOLI	P0A9L8	C6ELK1_ECOBD
PAAA_ECOLI	P76077	Null
PAAB_ECOLI	P76078	Null
PAAC_ECOLI	P76079	Null
PAAD_ECOLI	P76080	Null
PAAE_ECOLI	P76081	Null
PAAF_ECOLI	P76082	C6ECE2_ECOBD
PAAG_ECOLI	P77467	Null
PAAI_ECOLI	P76084	Null
PAAJ_ECOLI	P0C7L2	Null
PAAK_ECOLI	P76085	Null
PAAX_ECOLI	P76086	Null
PAAY_ECOLI	P77181	Null
PABA_ECOLI	P00903	C6EGA3_ECOBD
PABB_ECOLI	P05041	C6EC19_ECOBD
PABC_ECOLI	P28305	C6EHB8_ECOBD
PANB_ECOLI	P31057	C6EAS3_ECOBD
PANC_ECOLI	P31663	C6EAS4_ECOBD
PAND_ECOLI	P0A790	C6EAS6_ECOBD
PARE_ECOLI	P20083	C6EHW3_ECOBD
PCKA_ECOLI	P22259	C6EFH1_ECOBD
PDHR_ECOLI	P0ACL9	C6EAU4_ECOBD
PDXA_ECOLI	P19624	C6EB01_ECOBD
PDXB_ECOLI	P05459	C6ELD3_ECOBD
PDXH_ECOLI	P0AFI7	C6EDK7_ECOBD
PDXJ_ECOLI	P0A794	C6EK23_ECOBD
PDXK_ECOLI	P40191	C6EL59_ECOBD
PDXY_ECOLI	P77150	C6EDK9_ECOBD
PEPB_ECOLI	P37095	C6EKI4_ECOBD
PEPD_ECOLI	P15288	C6EA50_ECOBD
PEPE_ECOLI	P0A7C6	C6EE03_ECOBD
PEPQ_ECOLI	P21165	C6EF51_ECOBD
PEPT_ECOLI	P29745	C6EGW4_ECOBD
PERR_ECOLI	Q57083	Null
PFLA_ECOLI	P0A9N4	C6EI80_ECOBD
PFLB_ECOLI	P09373	C6EI79_ECOBD
PFLC_ECOLI	P32675	C6EE57_ECOBD
PFLD_ECOLI	P32674	C6EE58_ECOBD
PFLE_ECOLI	P75794	C6EIV8_ECOBD
PFLF_ECOLI	P75793	C6EIV9_ECOBD
PGK_ECOLI	P0A799	C6EII3_ECOBD
PGM_ECOLI	P36938	C6EJP6_ECOBD
PGMB_ECOLI	P77366	C6EFR5_ECOBD
PHEA_ECOLI	P0A9J8	C6EJZ3_ECOBD
PHNA_ECOLI	P0AFJ1	C6ED16_ECOBD
PHNB_ECOLI	P16681	C6ED17_ECOBD
PHNF_ECOLI	P16684	C6ED21_ECOBD
PHNG_ECOLI	P16685	C6ED22_ECOBD
PHNH_ECOLI	P16686	C6ED23_ECOBD
PHNI_ECOLI	P16687	C6ED24_ECOBD
PHNJ_ECOLI	P16688	C6ED25_ECOBD
PHNM_ECOLI	P16689	C6ED28_ECOBD
PHNN_ECOLI	P16690	C6ED29_ECOBD
PHNO_ECOLI	P16691	C6ED30_ECOBD
PHOB_ECOLI	P0AFJ5	C6ELI5_ECOBD
PHOH_ECOLI	P0A9K1	C6EHI7_ECOBD
PHOL_ECOLI	P0A9K3	C6EK35_ECOBD
PHOP_ECOLI	P23836	C6EGW1_ECOBD
PHP_ECOLI	P45548	C6EFJ7_ECOBD
PHR_ECOLI	P00914	C6EJN0_ECOBD
PHSG_ECOLI	P0AC86	C6EFE6_ECOBD
PHSM_ECOLI	P00490	C6EFF7_ECOBD
PHYDA_ECOLI	Q46806	C6EIN5_ECOBD
PIFA_ECOLI	P96329	Null
PIFC_ECOLI	P10030	Null
PIMT_ECOLI	P0A7A5	C6EJC4_ECOBD
PINE_ECOLI	P03014	C6EIR0_ECOBD
PINH_ECOLI	P76611	Null
PINQ_ECOLI	P77170	C6EFL7_ECOBD
PINR_ECOLI	P0ADI0	C6EDU1_ECOBD
PLSX_ECOLI	P27247	C6EHC4_ECOBD
PMBA_ECOLI	P0AFK0	C6ECB4_ECOBD
PMRD_ECOLI	P37590	C6E9U0_ECOBD
PNCA_ECOLI	P21369	C6ECI9_ECOBD
PNCB_ECOLI	P18133	C6EI51_ECOBD
PNP_ECOLI	P05055	C6EH61_ECOBD
PPIB_ECOLI	P23869	C6EKU1_ECOBD
PPIC_ECOLI	P0A9L5	C6EG36_ECOBD
PPSA_ECOLI	P23538	C6ECQ5_ECOBD
PPTA_ECOLI	P31992	C6EEQ3_ECOBD
