Accession	Uniprot Entry Name K12	Uniprot Accession BL21(DE3)	Uniprot Entry Name BL21(DE3)	Localization
P19934	TOLA_ECOLI	C6EJJ8	C6EJJ8_ECOBD	B
P02929	TONB_ECOLI	C6EFY4	C6EFY4_ECOBD	B
P0A862	TPX_ECOLI	C6EFQ8	C6EFQ8_ECOBD	A
P0AFS5	TQSA_ECOLI	C6EDP7	C6EDP7_ECOBD	B
P13482	TREA_ECOLI	C6EGS0	C6EGS0_ECOBD	G
P0AGI8	TRKA_ECOLI	C6EGH7	C6EGH7_ECOBD	F1
P31825	TRMN6_ECOLI	C6EK11	C6EK11_ECOBD	A
P0A877	TRPA_ECOLI	C6EFX6	C6EFX6_ECOBD	A
P00909	TRPC_ECOLI	C6EFX4	C6EFX4_ECOBD	B
P76251	DMLA_ECOLI	C6EC30	C6EC30_ECOBD	A
P45530	TUSB_ECOLI	C6EGC1	C6EGC1_ECOBD	A
P0AGK1	UBIA_ECOLI	C6EDY0	C6EDY0_ECOBD	B
P09835	UHPB_ECOLI	C6EDA1	C6EDA1_ECOBD	B
P08390	USG_ECOLI	C6ELD4	C6ELD4_ECOBD	A
P07024	USHA_ECOLI	C6EKY4	C6EKY4_ECOBD	G
P43672	UUP_ECOLI	C6EI33	C6EI33_ECOBD	F1
P0A698	UVRA_ECOLI	C6ED66	C6ED66_ECOBD	F1
P24215	UXUA_ECOLI	C6EBR1	C6EBR1_ECOBD	A
P39160	UXUB_ECOLI	C6EBR0	C6EBR0_ECOBD	A
P39161	UXUR_ECOLI	C6EBQ8	C6EBQ8_ECOBD	A
P0AC78	WECA_ECOLI	C6EG28	C6EG28_ECOBD	B
P56258	WECF_ECOLI	C6EG19	C6EG19_ECOBD	F1
P0A8G6	WRBA_ECOLI	C6EHK3	C6EHK3_ECOBD	B
P76372	WZZB_ECOLI	C6EB58	C6EB58_ECOBD	B
P30149	YABI_ECOLI	C6EAZ0	C6EAZ0_ECOBD	B
P0AFN6	YADH_ECOLI	C6EAS9	C6EAS9_ECOBD	B
P52096	YAER_ECOLI	C6EA98	C6EA98_ECOBD	A
Q47149	YAFQ_ECOLI	C6EA63	C6EA63_ECOBD	A
P0AAA1	YAGU_ECOLI	C6EA36	C6EA36_ECOBD	B
P77700	YAHB_ECOLI	C6ELR4	C6ELR4_ECOBD	A
P77736	YAHD_ECOLI	C6ELR2	C6ELR2_ECOBD	A
P77187	YAHF_ECOLI	C6ELR0	C6ELR0_ECOBD	A
P75691	YAHK_ECOLI	C6ELQ5	C6ELQ5_ECOBD	B
P77562	YAIW_ECOLI	C6ELK9	C6ELK9_ECOBD	I
P46122	YAJI_ECOLI	C6ELH2	C6ELH2_ECOBD	I
P0AAR3	YBAK_ECOLI	C6EKY3	C6EKY3_ECOBD	A
P39830	YBAL_ECOLI	C6EKY6	C6EKY6_ECOBD	B
P77301	YBAP_ECOLI	C6EKY2	C6EKY2_ECOBD	A
P0A9T8	YBBA_ECOLI	C6EKW9	C6EKW9_ECOBD	F1
P0AAS3	YBBJ_ECOLI	C6EKX6	C6EKX6_ECOBD	B
P77307	YBBM_ECOLI	C6EKX3	C6EKX3_ECOBD	B
P77395	YBBN_ECOLI	C6EKX2	C6EKX2_ECOBD	A
P0AFP4	YBBO_ECOLI	C6EKX1	C6EKX1_ECOBD	A
P77504	YBBP_ECOLI	C6EKW8	C6EKW8_ECOBD	B
P0AAT6	YBEB_ECOLI	C6EK56	C6EK56_ECOBD	A
P0A898	YBEY_ECOLI	C6EK36	C6EK36_ECOBD	A
P75746	YBGL_ECOLI	C6EJM5	C6EJM5_ECOBD	A
P75749	YBGP_ECOLI	C6EJM1	C6EJM1_ECOBD	G
P75777	YBHG_ECOLI	C6EIY7	C6EIY7_ECOBD	B
P75767	YBHK_ECOLI	C6EJ02	C6EJ02_ECOBD	A
P0ACU0	YBIH_ECOLI	C6EIY6	C6EIY6_ECOBD	B
P75783	YBIO_ECOLI	C6EIX4	C6EIX4_ECOBD	B
P75826	YBJE_ECOLI	C6EIA7	C6EIA7_ECOBD	B
P75818	YBJP_ECOLI	C6EIB6	C6EIB6_ECOBD	I
P75821	YBJS_ECOLI	C6EIB3	C6EIB3_ECOBD	A
P21367	YCAC_ECOLI	C6EI85	C6EI85_ECOBD	B
P75843	YCAQ_ECOLI	C6EI66	C6EI66_ECOBD	A
P0AAZ7	YCAR_ECOLI	C6EI65	C6EI65_ECOBD	A
P0AB01	YCBC_ECOLI	C6EI62	C6EI62_ECOBD	B
P0AB28	YCED_ECOLI	C6EHC6	C6EHC6_ECOBD	A
P75989	YCGE_ECOLI	C6EGV2	C6EGV2_ECOBD	A
P75990	YCGF_ECOLI	C6EGV1	C6EGV1_ECOBD	A
P76002	YCGK_ECOLI	C6EGT8	C6EGT8_ECOBD	G
P0AFR2	YCHM_ECOLI	C6EGR0	C6EGR0_ECOBD	B
P21365	YCIC_ECOLI	C6EFY1	C6EFY1_ECOBD	B
P08245	YCIH_ECOLI	C6EFV2	C6EFV2_ECOBD	A
P0ACV4	YCIS_ECOLI	C6EFV5	C6EFV5_ECOBD	B
P76035	YCIW_ECOLI	C6EFU5	C6EFU5_ECOBD	A
P77333	YCJZ_ECOLI	C6EFQ3	C6EFQ3_ECOBD	B
P77302	YDAM_ECOLI	C6EFP2	C6EFP2_ECOBD	A
P0ACW6	YDCH_ECOLI	C6EET7	C6EET7_ECOBD	A
P77171	YDCI_ECOLI	C6EEU0	C6EEU0_ECOBD	A
P64451	YDCL_ECOLI	C6EET2	C6EET2_ECOBD	I
P76104	YDCP_ECOLI	C6EES8	C6EES8_ECOBD	A
P77730	YDCR_ECOLI	C6EES4	C6EES4_ECOBD	A
P31827	YDDB_ECOLI	C6EEM2	C6EEM2_ECOBD	G
P77318	YDEN_ECOLI	C6EEL9	C6EEL9_ECOBD	G
P76177	YDGH_ECOLI	C6EDP4	C6EDP4_ECOBD	G
P37597	YDHC_ECOLI	C6ECU3	C6ECU3_ECOBD	B
P76185	YDHJ_ECOLI	C6EDK1	C6EDK1_ECOBD	B
P0ACX3	YDHR_ECOLI	C6ECT8	C6ECT8_ECOBD	A
P0AFS7	YDIK_ECOLI	C6ECR8	C6ECR8_ECOBD	B
P77649	YDIU_ECOLI	C6ECQ0	C6ECQ0_ECOBD	A
P77529	YDJN_ECOLI	C6ECM9	C6ECM9_ECOBD	B
P76237	YEAJ_ECOLI	C6EC44	C6EC44_ECOBD	B
P64483	YEAK_ECOLI	C6EC43	C6EC43_ECOBD	A
P76250	DMLR_ECOLI	C6EC31	C6EC31_ECOBD	B
P64499	YEBO_ECOLI	C6EC05	C6EC05_ECOBD	B
P76270	YEBR_ECOLI	C6EBZ7	C6EBZ7_ECOBD	A
P64506	YEBY_ECOLI	C6EBZ0	C6EBZ0_ECOBD	G
P37774	YECC_ECOLI	C6EBE4	C6EBE4_ECOBD	F1
P76330	YEDQ_ECOLI	C6EBB0	C6EBB0_ECOBD	B
P33015	YEEE_ECOLI	C6EB70	C6EB70_ECOBD	B
P38097	YEGE_ECOLI	C6EAP0	C6EAP0_ECOBD	B
P76407	YEGS_ECOLI	C6EAM2	C6EAM2_ECOBD	A
P33346	YEHI_ECOLI	C6EAJ5	C6EAJ5_ECOBD	A
P62723	YEIH_ECOLI	C6EAF5	C6EAF5_ECOBD	B
P33029	YEIQ_ECOLI	C6EA25	C6EA25_ECOBD	A
P33030	YEIR_ECOLI	C6EA24	C6EA24_ECOBD	A
P33913	YEJA_ECOLI	C6EA20	C6EA20_ECOBD	G
P0AD21	YEJG_ECOLI	C6EA16	C6EA16_ECOBD	A
P76471	YFAZ_ECOLI	C6E9V0	C6E9V0_ECOBD	H
P0A8D9	YFBV_ECOLI	C6ELF8	C6ELF8_ECOBD	B
P77549	YFCJ_ECOLI	C6ELD1	C6ELD1_ECOBD	B
P0A8B2	YFCN_ECOLI	C6ELC2	C6ELC2_ECOBD	A
P37327	YFDC_ECOLI	C6ELA5	C6ELA5_ECOBD	B
P23842	YFEA_ECOLI	C6EL75	C6EL75_ECOBD	B
P0ACR7	YFER_ECOLI	C6EL70	C6EL70_ECOBD	A
P76536	YFEX_ECOLI	C6EKS3	C6EKS3_ECOBD	A
P76538	YFEZ_ECOLI	C6EKS1	C6EKS1_ECOBD	B
P76569	YFGD_ECOLI	C6EKL6	C6EKL6_ECOBD	A
P64545	YFGG_ECOLI	C6EKK6	C6EKK6_ECOBD	B
P0AD42	YFHB_ECOLI	C6EK28	C6EK28_ECOBD	B
P0AD44	YFHG_ECOLI	C6EKF2	C6EKF2_ECOBD	I
P52101	YFHK_ECOLI	C6EKF1	C6EKF1_ECOBD	B
P0ADQ7	YGAM_ECOLI	C6EJV3	C6EJV3_ECOBD	B
P55734	YGAP_ECOLI	C6EJV7	C6EJV7_ECOBD	B
P77295	YGAV_ECOLI	C6EJV8	C6EJV8_ECOBD	A
P52598	YGBI_ECOLI	C6EJD2	C6EJD2_ECOBD	A
Q46889	YGBK_ECOLI	C6EJD0	C6EJD0_ECOBD	A
Q46891	YGBM_ECOLI	C6EJC8	C6EJC8_ECOBD	A
P65292	YGDI_ECOLI	C6EJ57	C6EJ57_ECOBD	I
P65294	YGDR_ECOLI	C6EJ35	C6EJ35_ECOBD	I
Q46798	YGER_ECOLI	C6EIP3	C6EIP3_ECOBD	I
P52037	YGFF_ECOLI	C6EIK6	C6EIK6_ECOBD	A
P11664	YGGC_ECOLI	C6EII1	C6EII1_ECOBD	A
P25894	YGGG_ECOLI	C6EIH3	C6EIH3_ECOBD	I
P64564	YGGT_ECOLI	C6EIF9	C6EIF9_ECOBD	B
P52060	YGGU_ECOLI	C6EIF8	C6EIF8_ECOBD	A
P0AA60	YGHB_ECOLI	C6EHY5	C6EHY5_ECOBD	B
Q46832	YGHD_ECOLI	C6EIE2	C6EIE2_ECOBD	B
Q46835	YGHG_ECOLI	C6EID9	C6EID9_ECOBD	I
P0ADT8	YGIM_ECOLI	C6EHU0	C6EHU0_ECOBD	B
P0ADU2	YGIN_ECOLI	C6EHW4	C6EHW4_ECOBD	A
Q46861	YGIQ_ECOLI	C6EHX8	C6EHX8_ECOBD	A
P42597	YGJP_ECOLI	C6EHR1	C6EHR1_ECOBD	A
P42628	YHAO_ECOLI	C6EHB3	C6EHB3_ECOBD	B
P0AGK4	YHBY_ECOLI	C6EH47	C6EH47_ECOBD	A
P26646	YHDH_ECOLI	C6EGK7	C6EGK7_ECOBD	A
P36677	YHDN_ECOLI	C6EGH3	C6EGH3_ECOBD	A
P46474	YHDP_ECOLI	C6EGL5	C6EGL5_ECOBD	H
P64631	YHFU_ECOLI	C6EFJ8	C6EFJ8_ECOBD	B
P45552	YHFZ_ECOLI	C6EFJ3	C6EFJ3_ECOBD	A
P0AGH1	YHHJ_ECOLI	C6EEJ9	C6EEJ9_ECOBD	B
P37613	YHHK_ECOLI	C6EFB5	C6EFB5_ECOBD	A
P37615	YHHM_ECOLI	C6EFA7	C6EFA7_ECOBD	B
P37626	YHII_ECOLI	C6EEJ7	C6EEJ7_ECOBD	B
P37645	YHJG_ECOLI	C6EEF9	C6EEF9_ECOBD	B
P37659	YHJU_ECOLI	C6EEE5	C6EEE5_ECOBD	B
P37665	YIAD_ECOLI	C6EEC9	C6EEC9_ECOBD	I
P0ADK6	YIBA_ECOLI	C6EE81	C6EE81_ECOBD	A
P0ADK8	YIBL_ECOLI	C6EDI9	C6EDI9_ECOBD	A
P31437	YICL_ECOLI	C6EDB1	C6EDB1_ECOBD	B
P31467	YIEH_ECOLI	C6EG88	C6EG88_ECOBD	A
P27837	YIFK_ECOLI	C6EG16	C6EG16_ECOBD	B
P23305	YIGA_ECOLI	C6EG04	C6EG04_ECOBD	A
P32135	YIHN_ECOLI	C6EF27	C6EF27_ECOBD	B
P32140	YIHS_ECOLI	C6EF21	C6EF21_ECOBD	A
P32141	YIHT_ECOLI	C6EF20	C6EF20_ECOBD	A
P0A9V8	YIHU_ECOLI	C6EF19	C6EF19_ECOBD	A
P32143	YIHV_ECOLI	C6EF18	C6EF18_ECOBD	A
P32144	YIHW_ECOLI	C6EF17	C6EF17_ECOBD	A
P0A8K8	YIHY_ECOLI	C6EF15	C6EF15_ECOBD	B
P0ADQ2	YIID_ECOLI	C6EF13	C6EF13_ECOBD	B
P0AF43	YJBB_ECOLI	C6EE04	C6EE04_ECOBD	B
P68206	YJBJ_ECOLI	C6EDX5	C6EDX5_ECOBD	A
P0AF52	YJCD_ECOLI	C6ED60	C6ED60_ECOBD	B
P32703	YJCE_ECOLI	C6ED59	C6ED59_ECOBD	B
P0AF54	YJCH_ECOLI	C6ED57	C6ED57_ECOBD	B
P0ACU7	YJDC_ECOLI	C6ECZ0	C6ECZ0_ECOBD	A
P39270	YJDF_ECOLI	C6ED03	C6ED03_ECOBD	B
P31806	YJEF_ECOLI	C6ECW1	C6ECW1_ECOBD	A
P39280	YJEK_ECOLI	C6ECX9	C6ECX9_ECOBD	A
P39297	BSMA_ECOLI	C6ECG0	C6ECG0_ECOBD	I
P27250	YJGB_ECOLI	C6EC82	C6EC82_ECOBD	B
P0AF90	YJGD_ECOLI	C6EC96	C6EC96_ECOBD	A
P39333	YJGI_ECOLI	C6ECA1	C6ECA1_ECOBD	A
P39334	YJGJ_ECOLI	C6ECA0	C6ECA0_ECOBD	A
P39353	YJHC_ECOLI	C6EC78	C6EC78_ECOBD	A
P39367	YJHP_ECOLI	C6EBS9	C6EBS9_ECOBD	A
P24203	YJIA_ECOLI	C6EBM8	C6EBM8_ECOBD	A
P39382	YJIK_ECOLI	C6EBP6	C6EBP6_ECOBD	B
P39384	YJIM_ECOLI	C6EBP3	C6EBP3_ECOBD	A
P39385	YJIN_ECOLI	C6EBP2	C6EBP2_ECOBD	B
P39396	YJIY_ECOLI	C6EBM6	C6EBM6_ECOBD	B
P77212	YKGC_ECOLI	C6ELS7	C6ELS7_ECOBD	A
P77536	YKGF_ECOLI	C6ELS3	C6ELS3_ECOBD	A
P77433	YKGG_ECOLI	C6ELS2	C6ELS2_ECOBD	A
P0ACA7	YLIJ_ECOLI	C6EIU5	C6EIU5_ECOBD	A
P76091	YNBB_ECOLI	C6EEV4	C6EEV4_ECOBD	B
P64448	YNBE_ECOLI	C6EEW2	C6EEW2_ECOBD	I
P76112	YNCA_ECOLI	C6EER5	C6EER5_ECOBD	A
P76113	YNCB_ECOLI	C6EER4	C6EER4_ECOBD	A
P76115	YNCD_ECOLI	C6EER2	C6EER2_ECOBD	H
P76116	YNCE_ECOLI	C6EER1	C6EER1_ECOBD	G
P77309	YNEJ_ECOLI	C6EDW3	C6EDW3_ECOBD	B
P76170	YNFB_ECOLI	C6EDR5	C6EDR5_ECOBD	F3
P77374	YNFE_ECOLI	C6EDR1	C6EDR1_ECOBD	F2
P77783	YNFF_ECOLI	C6EDR0	C6EDR0_ECOBD	F2
P76173	YNFH_ECOLI	C6EDQ8	C6EDQ8_ECOBD	B
P76223	YNJB_ECOLI	C6ECK3	C6ECK3_ECOBD	G
P76909	YNJD_ECOLI	C6ECK1	C6ECK1_ECOBD	F1
P64493	YOAF_ECOLI	C6EC38	C6EC38_ECOBD	I
P33366	YOHD_ECOLI	C6EAH5	C6EAH5_ECOBD	B
P60632	YOHJ_ECOLI	C6EAH1	C6EAH1_ECOBD	B
P33941	YOJI_ECOLI	C6E9Y8	C6E9Y8_ECOBD	B
P64429	YPFJ_ECOLI	C6EKN6	C6EKN6_ECOBD	B
P67603	YQFB_ECOLI	C6EIK8	C6EIK8_ECOBD	A
Q46868	YQIC_ECOLI	C6EHV1	C6EHV1_ECOBD	A
P45464	YRAM_ECOLI	C6EH78	C6EH78_ECOBD	I
P64596	YRAP_ECOLI	C6EH75	C6EH75_ECOBD	I
P39310	YTFB_ECOLI	C6ECD8	C6ECD8_ECOBD	B
P0AF36	ZAPB_ECOLI	C6EEX0	C6EEX0_ECOBD	F1
P39172	ZNUA_ECOLI	C6EBX0	C6EBX0_ECOBD	G
P14375	ZRAR_ECOLI	C6EE14	C6EE14_ECOBD	A
P32176	FDOG_ECOLI	C6EF05	C6EF05_ECOBD	G
P0A8H6	YIHI_ECOLI	C6EF36	C6EF36_ECOBD	A
P21513	RNE_ECOLI	C6EHC9	C6EHC9_ECOBD	F1
P07012	RF2_ECOLI	C6EIL7	C6EIL7_ECOBD	A
P0ADB7	ECNB_ECOLI	C6ECX6	C6ECX6_ECOBD	I
P33218	YEBE_ECOLI	C6EBY3	C6EBY3_ECOBD	B
P14377	ZRAS_ECOLI	C6EE15	C6EE15_ECOBD	B
P0A905	SLYB_ECOLI	C6EDK4	C6EDK4_ECOBD	I
Q6BEX5	YJDP_ECOLI	C6ED32	C6ED32_ECOBD	G
P0C018	RL18_ECOLI	C6EGG2	C6EGG2_ECOBD	A
P0A8B5	YBAB_ECOLI	C6EKZ3	C6EKZ3_ECOBD	A
P0A7P5	RL34_ECOLI	C6EGA1	C6EGA1_ECOBD	A
P0AG96	SECE_ECOLI	C6EE38	C6EE38_ECOBD	B
P46187	RSEC_ECOLI	C6EK17	C6EK17_ECOBD	B
P0AEH5	ELAB_ECOLI	C6E9T3	C6E9T3_ECOBD	B
P0ABM5	CCMD_ECOLI	C6EA02	C6EA02_ECOBD	B
P32685	YJBD_ECOLI	C6EE01	C6EE01_ECOBD	A
P76298	FLHA_ECOLI	C6EBU8	C6EBU8_ECOBD	B
P64432	YPJD_ECOLI	C6EJY1	C6EJY1_ECOBD	B
P13458	SBCC_ECOLI	C6ELI7	C6ELI7_ECOBD	B
P0A8R4	SLYX_ECOLI	C6EGB6	C6EGB6_ECOBD	A
P0A7M6	RL29_ECOLI	C6EGF4	C6EGF4_ECOBD	A
P11557	DAMX_ECOLI	C6EFI8	C6EFI8_ECOBD	B
P0ADX7	YHHA_ECOLI	C6EFC6	C6EFC6_ECOBD	G
P29131	FTSN_ECOLI	C6EE76	C6EE76_ECOBD	B
P23876	FEPD_ECOLI	C6EKA5	C6EKA5_ECOBD	B
P45955	YBGF_ECOLI	C6EJJ5	C6EJJ5_ECOBD	G
P0ADN6	YIFL_ECOLI	C6EG06	C6EG06_ECOBD	I
P77717	YBAY_ECOLI	C6EL10	C6EL10_ECOBD	I
P0A7Q1	RL35_ECOLI	C6ECP0	C6ECP0_ECOBD	A
P0A8K5	YAEP_ECOLI	C6EA95	C6EA95_ECOBD	A
P68699	ATPL_ECOLI	C6EG66	C6EG66_ECOBD	B
P0AFE4	NUOK_ECOLI	C6E9S3	C6E9S3_ECOBD	B
P26602	UBIC_ECOLI	C6EDY1	C6EDY1_ECOBD	A
P64585	YQJE_ECOLI	C6EHP4	C6EHP4_ECOBD	B
P0A6M2	DSBB_ECOLI	C6EGT2	C6EGT2_ECOBD	B
P15029	FECD_ECOLI	C6EC68	C6EC68_ECOBD	B
P64581	YQJD_ECOLI	C6EHP5	C6EHP5_ECOBD	B
P45566	YHDT_ECOLI	C6EGK3	C6EGK3_ECOBD	B
P37147	FXSA_ECOLI	C6ECY5	C6ECY5_ECOBD	B
P0AFI9	PERM_ECOLI	C6EKL8	C6EKL8_ECOBD	B
P52067	FSR_ECOLI	C6EKY5	C6EKY5_ECOBD	B
P0A843	TATE_ECOLI	C6EK66	C6EK66_ECOBD	B
P16926	MREC_ECOLI	C6EGL1	C6EGL1_ECOBD	B
P0ABD8	BCCP_ECOLI	C6EGK5	C6EGK5_ECOBD	A
P0AF73	YJET_ECOLI	C6ECH3	C6ECH3_ECOBD	B
P0ADW3	YHCB_ECOLI	C6EGZ9	C6EGZ9_ECOBD	B
P0AC92	GNSA_ECOLI	C6EHL6	C6EHL6_ECOBD	A
P37019	CLCA_ECOLI	C6EAC9	C6EAC9_ECOBD	B
P0AA86	DSBE_ECOLI	C6EA05	C6EA05_ECOBD	B
P04983	RBSA_ECOLI	C6EJ65	C6EJ65_ECOBD	F1
P27128	RFAI_ECOLI	C6EDG2	C6EDG2_ECOBD	A
P27243	RFAL_ECOLI	C6EDG8	C6EDG8_ECOBD	B
P27240	RFAY_ECOLI	C6EDG5	C6EDG5_ECOBD	A
P37745	RMLC_ECOLI	C6EAR9	C6EAR9_ECOBD	A
P77611	RNFC_ECOLI	C6EDL7	C6EDL7_ECOBD	F1
P0AGE4	SSTT_ECOLI	C6EHQ5	C6EHQ5_ECOBD	B
P37750	WBBJ_ECOLI	C6EB47	C6EB47_ECOBD	A
P37751	YEFI_ECOLI	C6EB51	C6EB51_ECOBD	F1
Q2MB16	YOBH_ECOLI	C6EC03	C6EC03_ECOBD	B
P0AGI1	RBSC_ECOLI	C6EJ66	C6EJ66_ECOBD	B
P24174	MANC_ECOLI	C6EB54	C6EB54_ECOBD	A
P77608	MHPD_ECOLI	C6EBM0	C6EBM0_ECOBD	A
P55798	PRP1_ECOLI	C6EJG4	C6EJG4_ECOBD	A
P23883	PUUC_ECOLI	C6EBL7	C6EBL7_ECOBD	A
P75893	RUTF_ECOLI	C6EBM5	C6EBM5_ECOBD	A
P0A8A2	YEEN_ECOLI	C6EB86	C6EB86_ECOBD	A
P0AGC7	SMP_ECOLI	C6EBI4	C6EBI4_ECOBD	B
P0A8A0	YEBC_ECOLI	C6EBW3	C6EBW3_ECOBD	A
P0ABC7	HFLK_ECOLI	C6ECH5	C6ECH5_ECOBD	B
P0AFN2	PSPC_ECOLI	C6EFS6	C6EFS6_ECOBD	B
P0AFM6	PSPA_ECOLI	C6EFS8	C6EFS8_ECOBD	F1
P0ADP0	YIGB_ECOLI	C6EG02	C6EG02_ECOBD	A
P0A8P6	XERC_ECOLI	C6EG03	C6EG03_ECOBD	A
P0A8P8	XERD_ECOLI	C6EIL4	C6EIL4_ECOBD	A
P0A927	TSX_ECOLI	C6ELH3	C6ELH3_ECOBD	H
P06966	DICA_ECOLI	C6EDS4	C6EDS4_ECOBD	A
P0CG19	RNPH_ECOLI	C6EDE8	C6EDE8_ECOBD	A
P33924	YEJO_ECOLI	C6EA08	C6EA08_ECOBD	H
P39309	YTFA_ECOLI	C6ECD9	C6ECD9_ECOBD	A
P42626	YHAM_ECOLI	C6EHB4	C6EHB4_ECOBD	B
P42906	AGAA_ECOLI	C6EH90	C6EH90_ECOBD	A
P64526	YEEW_ECOLI	C6EDB6	C6EDB6_ECOBD	A
P75901	EFEU_ECOLI	C6EHJ0	C6EHJ0_ECOBD	B
P76165	YDFX_ECOLI	C6EDS6	C6EDS6_ECOBD	A
P77184	LOMR_ECOLI	C6EJ11	C6EJ11_ECOBD	A
P77300	YAGI_ECOLI	C6EF65	C6EF65_ECOBD	A
P77481	YCJV_ECOLI	C6EFR4	C6EFR4_ECOBD	F1
P77601	YKGA_ECOLI	C6ELT0	C6ELT0_ECOBD	A
P77688	YLBG_ECOLI	C6EKW3	C6EKW3_ECOBD	A
Q46833	YGHE_ECOLI	C6EIE1	C6EIE1_ECOBD	B
Q46911	YGCU_ECOLI	C6EJA0	C6EJA0_ECOBD	A
Q7DFU6	YGHX_ECOLI	C6EHZ2	C6EHZ2_ECOBD	A
Q9S4W2	YUBM_ECOLI	C6EJX0	C6EJX0_ECOBD	A
Q79E92	YKGN_ECOLI	C6EDB9	C6EDB9_ECOBD	A
P16917	RHSB_ECOLI	C6EF92	C6EF92_ECOBD	A
P38392	SIEB_ECOLI	C6EFN0	C6EFN0_ECOBD	B
P09153	TFAE_ECOLI	C6EIR2	C6EIR2_ECOBD	A
P77634	YBCM_ECOLI	C6EKE7	C6EKE7_ECOBD	A
P77368	YBCL_ECOLI	C6EKE8	C6EKE8_ECOBD	G
