Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Corbin2003 Duplicates	Fountoulakis2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Pan2010 Duplicates	Thein2010 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates	Manddalo2011 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	Mobole Element	Accession	
P32677	1																																						1	1																																						A	YIJO_ECOLI	0		
P32680	1					1		1			1																			1			1					1	7	1					1		1			1																			1			1					1	A	YJAG_ECOLI	0	P32680	
P32681	1							1	1																					1			1					1	6	1							1	1																					1			1					1	I	YJAH_ECOLI	0	P32681	
P32684	1							1																					1	1			1					1	6	1							1																					1	1			1					1	A	RLUF_ECOLI	0	P32684	
P32687	1																																						1	1																																						I	YJBF_ECOLI	0		
P32689	1								1							1																	1						4	1								1							2																	1						E	YJBH_ECOLI	0		
P32695	1							1								1								1					1	1			1					1	8	1							1								1								1					1	1			1					1	A	DUSA_ECOLI	0	P32695	
P32700	1																																						1	1																																						B	YJCB_ECOLI	0		
P32712	1																																						1	1																																						I	NRFG_ECOLI	0		
P32714	1															1																	1						3	1															1																	1						I	MDTP_ECOLI	0		
P32715	1								1							1																							3	1								1							1																							B	MDTO_ECOLI	0		
P33011	1																												1	1			1					1	5	1																												1	1			1					1	B	YEEA_ECOLI	0	P33011	
P33012	1							1																									1						3	1							1																									1						A	GYRI_ECOLI	0		
P33018	1					1		1																									1						4	1					1		1																									1						A	SFGH2_ECOLI	0		
P33022	1															1																							2	1															1																							A	RIHB_ECOLI	0		
P33024	1							1	1																														3	1							1	1																														B	PSUT_ECOLI	0		
P33136	1			1		1	1	1			1	1				1									1				1	1			1					1	13	1			1		1	1	1			1	1				1									1				1	1			1					1	G	OPGG_ECOLI	0	P33136	
P33195	1					1		1	1		1					1				1									1	1			1					1	11	1					1		1	1		1					1				1									1	1			1					1	A	GCSP_ECOLI	0	P33195	
P33219	1					1																							1				1						4	1					1																							1				1						X	YEBF_ECOLI	0		
P33224	1			1				1	1							1													1	1			1						8	1			1				1	1							1													1	1			1						A	AIDB_ECOLI	0		
P33225	1								1							1																						1	4	1								1							1																						1	G	TORA_ECOLI	0	P33225	
P33226	1								1										1																			1	4	1								1										1																			1	B	TORC_ECOLI	0	P33226	
P33232	1			1			1	1	1	1	1	1	1			1								1					1	1			1	1				1	16	1			1			1	1	1	1	1	1	1			1								1					1	1			1	1				1	B	LLDD_ECOLI	0	P33232	
P33235	1								1						1	1	1						1							1									7	1								1						1	1	1						1							1									F4	FLGK_ECOLI	0		
P33355	1															1														1			1					1	5	1															1														1			1					1	A	YEHS_ECOLI	0	P33355	
P33358	1																												1	1			1					1	5	1																												1	1			1					1	B	MLRA_ECOLI	0	P33358	
P33360	1								1							1													1	1			1			1		1	8	1								1							1													1	1			1			1		1	F1	YEHX_ECOLI	0	P33360	
P33362	1					1						1			1	1	1										1						1					1	9	1					1						1			1	1	1										1						1					1	G	OSMF_ECOLI	0	P33362	
P33363	1			1			1	1				1				1								1		1			1	1			1					1	12	1			1			1	1				1				1								1		1			1	1			1					1	G	BGLX_ECOLI	0	P33363	
P33368	1							1								1																	1					1	5	1							1								1																	1					1	A	YOHF_ECOLI	0	P33368	
P33371	1								1							1																	1						4	1								1							1																	1						A	DUSC_ECOLI	0		
P33554	1																																						1	1																																						G	PPDA_ECOLI	0		
P33570	1			1		1		1								1													1	1			1			1		1	10	1			1		1		1								1													1	1			1			1		1	A	TKT2_ECOLI	0	P33570	
P33590	1								1			1				1																	1						5	1								1			1				1																	1						G	NIKA_ECOLI	0		
P33591	1																																						1	1																																						B	NIKB_ECOLI	0		
P33593	1								1						1	1	1					1	1						1	1									9	1								1						1	1	1					1	1						1	1									F1	NIKD_ECOLI	0		
P33594	1								1																														2	1								1																														F1	NIKE_ECOLI	0		
P33596	1															1																							2	1															1																							A	RECX_ECOLI	0		
P33599	1		1	1		1	1	1	1	1	1		1	1	1	1	1		1	1			1	1		1			1	1			1	1		1	1	1	26	1		1	1		1	1	1	1	1	1		1	1	1	1	1		1	1			2	1		1			1	1			1	1		1	1	1	F1	NUOCD_ECOLI	0	P33599	
P33602	1			1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			1	1		1			1	1			1	1				1	25	1			1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			1	3		1			1	1			1	1				1	F1	NUOG_ECOLI	0	P33602	
P33607	1					1		1							1		1						1	1		1			1	1			1					1	12	1					1		1							1		1						1	1		1			1	1			1					1	B	NUOL_ECOLI	0	P33607	
P33643	1			1				1	1																				1	1			1					1	8	1			1				1	2																				1	1			1					1	A	RLUD_ECOLI	0	P33643	
P33644	1							1								1																	1						4	1							1								1																	1						A	YFIH_ECOLI	0		
P33650	1																		1					1					1	1			1		1			1	8	1																		1					1					1	1			1		1			1	B	FEOB_ECOLI	0	P33650	
P33915	1								1																				1	1			1					1	6	1								1																				1	1			1					1	B	YEJE_ECOLI	0	P33915	
P33916	1								1										1					1					1	1			1					1	8	1								1										1					1					1	1			1					1	F1	YEJF_ECOLI	0	P33916	
P33919	1															1													1				1						4	1															1													1				1						A	YEJH_ECOLI	0		
P33920	1					1		1								1			1										1	1			1					1	9	1					1		1								1			1										1	1			1					1	A	NDPA_ECOLI	0	P33920	
P33927	1																												1	1			1					1	5	1																												1	1			1					1	B	CCMF_ECOLI	0	P33927	
P33934	1								1																				1				1						4	1								1																				1				1						B	NAPH_ECOLI	0		
P33937	1			1					1							1													1	1			1					1	8	1			1					1							1													1	1			1					1	G	NAPA_ECOLI	0	P33937	
P33940	1			1												1									1					1						1		1	7	1			1												1									1					1						1		1	B	MQO_ECOLI	0	P33940	
P34209	1					1		1								1													1	1			1					1	8	1					1		1								1													1	1			1					1	A	YDCF_ECOLI	0	P34209	
P34749	1																																1						2	1																																1						H	HOFQ_ECOLI	0		
P35340	1				1	1	1	1				1				1				1				1					1	1			1					1	13	1				1	1	1	1				1				1				1				1					1	1			1					1	A	AHPF_ECOLI	0	P35340	
P36547	1															1																							2	1															1																							A	EUTR_ECOLI	0		
P36548	1						1									1																	1					1	5	1						1									1																	1					1	G	AMIA_ECOLI	0	P36548	
P36553	1			1				1								1																							4	1			1				1								1																							A	HEM6_ECOLI	0		
P36562	1																																1						2	1																																1						A	COBT_ECOLI	0		
P36566	1															1														1			1					1	5	1															1														1			1					1	A	SMTA_ECOLI	0	P36566	
P36645	1															1																							2	1															2																							A	HOFB_ECOLI	0		
P36647	1																																						1	1																																						B	PPDD_ECOLI	0		
P36659	1			1		1	1	1	1											1									1	1			1					1	11	1			1		1	1	1	1											1									1	1			1					1	A	CBPA_ECOLI	0	P36659	
P36662	1																												1										2	1																												1										A	TORD_ECOLI	0		
P36672	1					1		1			1		1		1		1									1			1	1			1					1	12	1					1		1			1		1		1		1									1			1	1			1					1	B	PTTBC_ECOLI	0	P36672	
P36673	1															1																	1					1	4	1															1																	1					1	A	TRER_ECOLI	0	P36673	
P36680	1					1		1								1													1	1			1					1	8	1					1		1								1													1	1			1					1	A	YACF_ECOLI	0	P36680	
P36683	1			1	1	1	1	1			1	1				1		1	1						1				1	1			1			1		1	17	1			1	1	1	1	1			1	1				1		1	1						1				1	1			1			1		1	A	ACON2_ECOLI	0	P36683	
P36767	1			1		1		1	1							1													1	1			1					1	10	1			1		1		1	1							1													1	1			1					1	A	RDGC_ECOLI	0	P36767	
P36771	1			1																										1			1					1	5	1			1																										1			1					1	A	LRHA_ECOLI	0	P36771	
P36837	1								1																														2	1								1																														B	DTPB_ECOLI	0		
P36879	1						1	1	1		1	1			1	1	1		1				1						1	1			1					1	15	1						1	1	1		1	1			1	1	1		1				1						1	1			1					1	F1	YADG_ECOLI	0	P36879	
P36881	1															1																							2	1															1																							F1	YADI_ECOLI	0		
P36928	1							1			1					1			1										1	1			1					1	9	1							1			1					1			1										1	1			1					1	A	YEGD_ECOLI	0	P36928	
P36929	1							1	1		1					1													1	1			1					1	9	1							1	1		1					1													1	1			1					1	B	RSMB_ECOLI	0	P36929	
P36938	1			1			1		1			1				1				1									1	1			1					1	11	1			1			1		1			1				1				1									1	1			1					1	A	PGM_ECOLI	0	P36938	
P36979	1			1		1		1	1		1					1			1										1	1			1					1	12	1			1		1		1	1		1					1			1										1	1			1					1	A	RLMN_ECOLI	0	P36979	
P36999	1															1														1			1					1	5	1															1														1			1					1	A	RLMA_ECOLI	0	P36999	
P37013	1																																					1	2	1																																					1	A	NORR_ECOLI	0	P37013	
P37024	1								1							1													1	1			1					1	7	1								1							1													1	1			1					1	A	HRPB_ECOLI	0	P37024	
P37025	1																																1					1	3	1																																1					1	A	LIGT_ECOLI	0	P37025	
P37028	1															1														1			1					1	5	1															1														1			1					1	G	BTUF_ECOLI	0	P37028	
P37047	1															1			1														1					1	5	1															1			1														1					1	A	CDAR_ECOLI	0	P37047	
P37051	1					1		1								1													1	1			1					1	8	1					1		1								1													1	1			1					1	A	PURU_ECOLI	0	P37051	
P37095	1			1		1	1	1	1		1	1				1				1									1	1			1					1	14	1			1		1	1	1	1		1	1				1				1									1	1			1					1	A	PEPB_ECOLI	0	P37095	
P37127	1			1		1			1							1													1										6	1			1		1			1							1													1										A	AEGA_ECOLI	0		
P37128	1							1								1																	1					1	5	1							1								1																	1					1	A	NUDK_ECOLI	0	P37128	
P37146	1					1		1								1																	1						5	1					1		1								1																	1						B	RIR4_ECOLI	0		
P37177	1										1					1			1										1	1			1					1	8	1										1					1			1										1	1			1					1	F1	PT1P_ECOLI	0	P37177	
P37180	1															1																							2	1															1																							B	HYBB_ECOLI	0		
P37182	1															1																	1					1	4	1															1																	1					1	A	HYBD_ECOLI	0	P37182	
P37194	1		1			1		1		1	1	1		1				1	1	1		1		1					1	1	1		1	1			1	1	20	1		1			1		1		1	1	1		1				1	1	1		1		1					1	1	1		1	1			1	1	I	SLP_ECOLI	0	P37194	
P37195	1								1																				1	1			1						5	1								1																				1	1			1						A	DCTR_ECOLI	0		
P37306	1																																						1	1																																						A	ARCC_ECOLI	0		
P37313	1			1		1													1					1		1			1	1			1					1	10	1			1		1													1					1		1			1	1			1					1	F1	DPPF_ECOLI	0	P37313	
P37338	1															1																	1					1	4	1															1																	1					1	A	YGAE_ECOLI	0	P37338	
P37339	1								1							1								1					1	1			1					1	8	1								1							1								1					1	1			1					1	B	YGAF_ECOLI	0	P37339	
P37340	1					1																							1	1			1					1	6	1					1																							1	1			1					1	B	MDTK_ECOLI	0	P37340	
P37344	1			1												1																	1					1	5	1			1												1																	1					1	A	PSPF_ECOLI	0	P37344	
P37348	1																																1					1	3	1																																1					1	A	YECE_ECOLI	0	P37348	
P37353	1															1																	1						3	1															1																	1						A	MENE_ECOLI	0		
P37355	1											1																											2	1											1																											A	MENH_ECOLI	0		
P37387	1					1										1													1				1						5	1					1										1													1				1						G	XYLF_ECOLI	0		
P37440	1			1		1		1	1			1				1													1	1			1					1	11	1			1		1		1	1			1				1													1	1			1					1	A	UCPA_ECOLI	0	P37440	
P37590	1					1																							1				1						4	1					1																							1				1						A	PMRD_ECOLI	0		
P37595	1					1										1																	1						4	1					1										1																	1						A	IAAA_ECOLI	0		
P37596	1																																						1	1																																						A	NORW_ECOLI	0		
P37610	1															1																						1	3	1															1																						1	A	TAUD_ECOLI	0	P37610	
P37619	1																																						1	1																																						B	YHHQ_ECOLI	0		
P37623	1								1																													1	3	1								1																													1	A	ACPT_ECOLI	0	P37623	
P37624	1					1			1										1										1	1			1					1	8	1					1			1										1										1	1			1					1	B	YHIH_ECOLI	0	P37624	
P37631	1							1	1																								1						4	1							1	1																								1						B	YHIN_ECOLI	0		
P37634	1			1			1	1	1							1														1			1					1	9	1			1			1	1	1							1														1			1					1	A	YHIR_ECOLI	0	P37634	
P37636	1							1				1		1	1	1	1	1						1		1			1	1			1					1	14	1							1				1		1	1	1	1	1						1		1			1	1			1					1	E	MDTE_ECOLI	0	P37636	
P37637	1			1				1			1			1	1		1		1	1			1	1		1			1	1			1					1	16	1			1				1			1			1	1		1		1	1			1	1		1			1	1			1					1	B	MDTF_ECOLI	0	P37637	
P37640	1								1							1																						1	4	1								1							1																						1	A	YHJB_ECOLI	0	P37640	
P37641	1																																					1	2	1																																					1	B	YHJC_ECOLI	0	P37641	
P37642	1					1			1															1					1	1			1					1	8	1					1			1															1					1	1			1					1	B	YHJD_ECOLI	0	P37642	
P37646	1															1																				1			3	1															1																				1			A	YHJH_ECOLI	0		
P37647	1					1		1	1			1								1									1	1			1					1	10	1					1		1	1			1								1									1	1			1					1	A	KDGK_ECOLI	0	P37647	
P37648	1			1		1		1								1									1				1	1			1					1	10	1			1		1		1								1									1				1	1			1					1	G	YHJJ_ECOLI	0	P37648	
P37649	1								1							1			1										1	1			1					1	8	1								1							1			1										1	1			1					1	B	YHJK_ECOLI	0	P37649	
P37651	1															1																						1	3	1															1																						1	G	GUN_ECOLI	0	P37651	
P37652	1			1					1		1				1	1	1		1										1	1			1				1	1	13	1			1					1		1				1	1	1		1										1	1			1				1	1	B	BCSB_ECOLI	0	P37652	
P37660	1																																						1	1																																						B	YHJV_ECOLI	0		
P37661	1							1								1			1														1						5	1							1								1			1														1						B	EPTB_ECOLI	0		
P37664	1			1																																			2	1			1																																			A	YIAC_ECOLI	0		
P37666	1			1		1		1	1			1																	1	1			1					1	10	1			1		1		1	1			1																	1	1			1					1	A	GHRB_ECOLI	0	P37666	
P37686	1																												1										2	1																												1										A	ADH2_ECOLI	0		
P37689	1			1	1	1		1		1		1			1		1			1									1	1			1	1				1	15	1			1	1	1		1		1		1			1		1			1									1	1			1	1				1	A	GPMI_ECOLI	0	P37689	
P37690	1			1		1					1		1											1									1					1	8	1			1		1					1		1											1									1					1	G	YIBP_ECOLI	0	P37690	
P37691	1																																1					1	3	1																																1					1	G	YIBQ_ECOLI	0	P37691	
