Join Name	BL21Remv	K12Total	No files found in	BL21Remv Duplicates	K12Total Duplicates
P37682	1	1	2	1	1	C6EE91
P37683	1	1	2	1	1	C6EE90
P0ADK4	1	1	2	1	1	C6EE89
P0ADK6	1	1	2	2	1	C6EE81;C6EEK1
P11290	1	1	2	2	1	C6EDH4;C6EDG7
P0ACA1	1	1	2	1	1	C6EE83
P32106	1	1	2	1	1	C6EDJ7
P0AFV0	1	1	2	1	1	C6EDJ5
P32108	1	1	2	1	1	C6EDJ4
P0AGJ7	1	1	2	1	1	C6EDI3
P0ADK8	1	1	2	1	1	C6EDI9
P0AG27	1	1	2	1	1	C6EDH8
P37690	1	1	2	1	1	C6EDH6
P37691	1	1	2	1	1	C6EDH5
P23839	1	1	2	1	1	C6EDE7
P0AGM9	1	1	2	1	1	C6EDD5
P31433	1	1	2	1	1	C6EDD4
P31435	1	1	2	2	1	C6EDD2;C6EE94
P31437	1	1	2	1	1	C6EDB1
P0ADL3	1	1	2	1	1	C6EDA6
P31440	1	1	2	1	1	C6EDA5
P25531	1	1	2	1	1	C6EDF3
P0A8Y5	1	1	2	1	1	C6ED73
P09996	1	1	2	1	1	C6ECI1
P60872	1	1	2	1	1	C6ED85
P31443	1	1	2	1	1	C6ED94
P0ADL6	1	1	2	1	1	C6ED93
P0ADM0	1	1	2	1	1	C6ED92
P31446	1	1	2	1	1	C6ED91
P31447	1	1	2	1	1	C6ED90
P31448	1	1	2	1	1	C6ED89
P31449	1	1	2	1	1	C6ED88
P0ADM4	1	1	2	1	1	C6ED82
P31455	1	1	2	1	1	C6ED81
P0ADM6	1	1	2	1	1	C6ED74
P31463	1	1	2	1	1	C6EG92
P0ADM8	1	1	2	1	1	C6EG91
P0AGE6	1	1	2	1	1	C6EG90
P31466	1	1	2	1	1	C6EG89
P31467	1	1	2	1	1	C6EG88
P31470	1	1	2	1	1	C6EG85
P31471	1	1	2	1	1	C6EG84
P31475	1	1	2	1	1	C6EG47
P22787	1	1	2	1	1	C6EG44
P0ADN2	1	1	2	1	1	C6EG45
P27837	1	1	2	1	1	C6EG16
P23305	1	1	2	1	1	C6EG04
P27840	1	1	2	1	1	C6EFZ9
P27842	1	1	2	1	1	C6EFZ4
P0ADP2	1	1	2	1	1	C6EFZ2
P27848	1	1	2	1	1	C6EF85
P0ADP5	1	1	2	1	1	C6EF84
P0ADP7	1	1	2	1	1	C6EF62
P27862	1	1	2	1	1	C6EF50
P0ADP9	1	1	2	1	1	C6EF45
P32128	1	1	2	1	1	C6EF41
P32129	1	1	2	1	1	C6EF40
P0ACM9	1	1	2	1	1	C6EF29
P32134	1	1	2	1	1	C6EF28
P32135	1	1	2	1	1	C6EF27
P32136	1	1	2	1	1	C6EF25
P32137	1	1	2	1	1	C6EF24
P32138	1	1	2	1	1	C6EF23
P32139	1	1	2	1	1	C6EF22
P32140	1	1	2	1	1	C6EF21
P32141	1	1	2	1	1	C6EF20
P0A9V8	1	1	2	1	1	C6EF19
P32143	1	1	2	1	1	C6EF18
P32144	1	1	2	1	1	C6EF17
P0A8Y3	1	1	2	1	1	C6EF16
P0A8K8	1	1	2	1	1	C6EF15
P0ADQ2	1	1	2	1	1	C6EF13
P0ADQ5	1	1	2	1	1	C6EF11
P0AFU6	1	1	2	1	1	C6EF10
P32151	1	1	2	1	1	C6EF03
P32157	1	1	2	1	1	C6EEY7
P32160	1	1	2	1	1	C6EEX8
P0AF34	1	1	2	1	1	C6EEX7
P32162	1	1	2	1	1	C6EEX6
P32167	1	1	2	1	1	C6EE71
P0AF40	1	1	2	1	1	C6EE45
P0ABT8	1	1	2	1	1	C6EE65
P32668	1	1	2	1	1	C6EE64
P32677	1	1	2	2	1	C6EE55;C6EE95
P09163	1	1	2	1	1	C6EE11
P32680	1	1	2	1	1	C6EE19
P32681	1	1	2	1	1	C6EE17
P0AF43	1	1	2	1	1	C6EE04
P32687	1	1	2	1	1	C6EDZ7
P32688	1	1	2	1	1	C6EDZ6
P32689	1	1	2	1	1	C6EDZ5
P32690	1	1	2	1	1	C6EDY2
P68206	1	1	2	1	1	C6EDX5
P32693	1	1	2	1	1	C6EDX3
P32694	1	1	2	1	1	C6EDX2
P0AF48	1	1	2	1	1	C6ED68
P0AF50	1	1	2	1	1	C6ED67
P32700	1	1	2	1	1	C6ED64
P32701	1	1	2	1	1	C6ED63
P0AF52	1	1	2	1	1	C6ED60
P32703	1	1	2	1	1	C6ED59
P0AF54	1	1	2	1	1	C6ED57
P0AF56	1	1	2	1	1	C6ED47
P32717	1	1	2	1	1	C6ED40
P39267	1	1	2	1	1	C6ED14
P16694	1	1	2	1	1	C6ED15
P0ACU7	1	1	2	1	1	C6ECZ0
P39270	1	1	2	1	1	C6ED03
P0AF59	1	1	2	1	1	C6ECZ9
P39274	1	1	2	1	1	C6ECZ8
P0AF61	1	1	2	1	1	C6ECZ7
P39276	1	1	2	1	1	C6ECZ4
P0AF67	1	1	2	1	1	C6ECW0
P31806	1	1	2	1	1	C6ECW1
P39277	1	1	2	1	1	C6ECY4
P0AF70	1	1	2	1	1	C6ECY1
P39279	1	1	2	1	1	C6ECY0
P39280	1	1	2	1	1	C6ECX9
P39282	1	1	2	1	1	C6ECW7
P39285	1	1	2	1	1	C6ECW6
P39288	1	1	2	1	1	C6ECW2
P33222	1	1	2	1	1	C6ECG3
P37772	1	1	2	1	1	C6ECB8
P0AF76	1	1	2	1	1	C6ECG8
P39293	1	1	2	1	1	C6ECG6
P0AF80	1	1	2	1	1	C6ECG5
P39295	1	1	2	1	1	C6ECG4
P0AF82	1	1	2	1	1	C6ECG1
P39297	1	1	2	1	1	C6ECG0
P39298	1	1	2	1	1	C6ECF9
P0AF86	1	1	2	1	1	C6ECF0
P0A8X0	1	1	2	1	1	C6ECB5
P27250	1	1	2	1	1	C6EC82
P0AF90	1	1	2	1	1	C6EC96
P0AF93	1	1	2	1	1	C6ECA5
P39332	1	1	2	1	1	C6ECA2
P39333	1	1	2	1	1	C6ECA1
P39334	1	1	2	1	1	C6ECA0
P0AF96	1	1	2	1	1	C6EC99
P39337	1	1	2	1	1	C6EC95
P39338	1	1	2	1	1	C6EC94
P39342	1	1	2	1	1	C6EC88
P39352	1	1	2	1	1	C6EC79
P39353	1	1	2	1	1	C6EC78
P39354	1	1	2	1	1	C6EC76
P39367	1	1	2	1	1	C6EBS9
P39368	1	1	2	1	1	C6EBS8
P39370	1	1	2	1	1	C6EBS6
P24203	1	1	2	1	1	C6EBM8
P39374	1	1	2	1	1	C6EBQ7
P39376	1	1	2	1	1	C6EBQ2
P0AEH8	1	1	2	1	1	C6EBQ0
P39379	1	1	2	1	1	C6EBP9
P39381	1	1	2	1	1	C6EBP7
P39382	1	1	2	1	1	C6EBP6
P39383	1	1	2	1	1	C6EBP4
P39384	1	1	2	1	1	C6EBP3
P39385	1	1	2	1	1	C6EBP2
P0ADC8	1	1	2	2	1	C6EBM7;C6EK96
P39396	1	1	2	1	1	C6EBM6
P18390	1	1	2	1	1	C6EBL0
P0ADD2	1	1	2	1	1	C6EBK7
P0A8Y1	1	1	2	1	1	C6EBJ8
P37342	1	1	2	1	1	C6EBJ1
P0A9W3	1	1	2	1	1	C6EBI0
P39398	1	1	2	1	1	C6EBL3
P39400	1	1	2	1	1	C6EBL2
P0ADD5	1	1	2	1	1	C6EBK6
P0ADD7	1	1	2	1	1	C6EBK5
P39407	1	1	2	1	1	C6EBJ4
P39408	1	1	2	1	1	C6EBJ3
P39409	1	1	2	1	1	C6EBJ2
P39411	1	1	2	1	1	C6EBH7
P0ADD9	1	1	2	1	1	C6EBG9
P75675	1	1	2	1	1	C6EA52
P77601	1	1	2	1	1	C6ELT0
P75685	1	1	2	1	1	C6ELS9
P77212	1	1	2	1	1	C6ELS7
P77379	1	1	2	1	1	C6ELS6
P77252	1	1	2	1	1	C6ELS4
P77536	1	1	2	1	1	C6ELS3
P77433	1	1	2	1	1	C6ELS2
P77180	1	1	2	1	1	C6ELS1
P75687	1	1	2	1	1	C6ELS8
P0AAL9	1	1	2	1	1	C6EA35
P56257	1	1	2	1	1	C6ELT5
P77473	1	1	2	1	1	C6EL07
P0AAS0	1	1	2	1	1	C6EL06
P75713	1	1	2	1	1	C6EKV1
P77129	1	1	2	1	1	C6EKU7
P0AAS5	1	1	2	1	1	C6EKU6
P77688	1	1	2	1	1	C6EKW3
P75801	1	1	2	1	1	C6EIU9
P75804	1	1	2	1	1	C6EIU6
P0ACA7	1	1	2	1	1	C6EIU5
P0AB10	1	1	2	1	1	C6EI30
P75917	1	1	2	1	1	C6EHG8
P0A8D6	1	1	2	1	1	C6EHG7
P75919	1	1	2	1	1	C6EHG6
P75992	1	1	2	1	1	C6EGU9
P75994	1	1	2	1	1	C6EGU7
P0AB46	1	1	2	1	1	C6EGU4
P76011	1	1	2	2	1	C6EC36;C6EGS2
P0ACV8	1	1	2	1	1	C6EFT7
P0AEB5	1	1	2	1	1	C6EFQ1
P64445	1	1	2	1	1	C6EFQ0
P76091	1	1	2	1	1	C6EEV4
P76092	1	1	2	1	1	C6EEV3
P76093	1	1	2	1	1	C6EEV2
P64448	1	1	2	1	1	C6EEW2
P76112	1	1	2	1	1	C6EER5
P76113	1	1	2	1	1	C6EER4
P76115	1	1	2	1	1	C6EER2
P76116	1	1	2	1	1	C6EER1
P76117	1	1	2	1	1	C6EEQ8
P76118	1	1	2	1	1	C6EEQ7
P64459	1	1	2	1	1	C6EES7
P76146	1	1	2	1	1	C6EEK3
P76147	1	1	2	1	1	C6EDW7
P76148	1	1	2	1	1	C6EDW6
P76149	1	1	2	1	1	C6EDW4
P77309	1	1	2	1	1	C6EDW3
P76150	1	1	2	1	1	C6EDW2
P76138	1	1	2	1	1	C6EEL2
P76169	1	1	2	1	1	C6EDR6
P76170	1	1	2	1	1	C6EDR5
P67553	1	1	2	1	1	C6EDR3
P76172	1	1	2	1	1	C6EDR2
P77374	1	1	2	1	1	C6EDR1
P77783	1	1	2	1	1	C6EDR0
P0AAJ1	1	1	2	1	1	C6EDQ9
P76173	1	1	2	1	1	C6EDQ8
P77559	1	1	2	1	1	C6EDQ3
P43531	1	1	2	1	1	C6EDQ2
P76193	1	1	2	1	1	C6ECS7
P77739	1	1	2	1	1	C6ECN3
P76208	1	1	2	1	1	C6ECN2
P77247	1	1	2	1	1	C6ECN1
P76222	1	1	2	1	1	C6ECK4
P76223	1	1	2	1	1	C6ECK3
P76224	1	1	2	1	1	C6ECK2
P76909	1	1	2	1	1	C6ECK1
P78067	1	1	2	1	1	C6ECK0
P76226	1	1	2	1	1	C6ECJ9
P76227	1	1	2	1	1	C6ECJ7
P76228	1	1	2	1	1	C6ECJ5
P76257	1	1	2	1	1	C6EC23
P0AEB7	1	1	2	1	1	C6EC22
P64490	1	1	2	1	1	C6EC21
P76261	1	1	2	1	1	C6EC16
P0AEC0	1	1	2	1	1	C6EC15
P64493	1	1	2	1	1	C6EC38
P67338	1	1	2	1	1	C6EC20
P0AA57	1	1	2	1	1	C6EBY8
P76280	1	1	2	1	1	C6EBY6
P67601	1	1	2	1	1	C6EC10
P64508	1	1	2	1	1	C6EC06
P76344	1	1	2	1	1	C6EB93
P64517	1	1	2	1	1	C6EBA9
P64519	1	1	2	1	1	C6EBB2
P76356	1	1	2	1	1	C6EB78
P0AD17	1	1	2	1	1	C6EAH6
P33366	1	1	2	1	1	C6EAH5
P33368	1	1	2	1	1	C6EAH4
P60632	1	1	2	1	1	C6EAH1
P0AD19	1	1	2	1	1	C6EAH0
P33941	1	1	2	1	1	C6E9Y8
P0AA93	1	1	2	1	1	C6EL88
P0AE39	1	1	2	1	1	C6EL87
P77396	1	1	2	1	1	C6EL86
P77585	1	1	2	1	1	C6EL84
P76524	1	1	2	1	1	C6EL83
O32528	1	1	2	1	1	C6EL92
P76539	1	1	2	1	1	C6EKS0
P64542	1	1	2	2	1	C6EBG4;C6EL78
P76559	1	1	2	1	1	C6EKP6
P76561	1	1	2	1	1	C6EKN8
P76562	1	1	2	1	1	C6EKN7
P64429	1	1	2	1	1	C6EKN6
P0AD47	1	1	2	1	1	C6EKG4
P76584	1	1	2	1	1	C6EKG3
P77360	1	1	2	1	1	C6EKG2
P77509	1	1	2	1	1	C6EKG0
P77269	1	1	2	1	1	C6EKF9
P76585	1	1	2	1	1	C6EKF8
P76586	1	1	2	1	1	C6EKF7
P0ADR0	1	1	2	1	1	C6EJT7
P77475	1	1	2	1	1	C6EJT6
P0AE42	1	1	2	1	1	C6EJV9
P65367	1	1	2	1	1	C6EJ82
Q46919	1	1	2	1	1	C6EJ80
P77031	1	1	2	1	1	C6EJ98
Q46808	1	1	2	1	1	C6EIN3
Q46809	1	1	2	1	1	C6EIN2
Q46939	1	1	2	1	1	C6EIP9
P63340	1	1	2	1	1	C6EIP8
Q46941	1	1	2	1	1	C6EIP7
P67153	1	1	2	1	1	C6EIK9
P67603	1	1	2	1	1	C6EIK8
P64562	1	1	2	1	1	C6EIJ4
Q46831	1	1	2	1	1	C6EIE3
P46879	1	1	2	1	1	C6EIH0
P0A8W5	1	1	2	1	1	C6EIG3
P67244	1	1	2	1	1	C6EHZ0
Q46855	1	1	2	1	1	C6EHY4
Q46856	1	1	2	1	1	C6EHY3
Q46858	1	1	2	1	1	C6EHY0
P65298	1	1	2	1	1	C6EHX9
P0A8Z7	1	1	2	1	1	C6EHW2
P0ADU7	1	1	2	1	1	C6EHW0
Q46868	1	1	2	1	1	C6EHV1
P76655	1	1	2	1	1	C6EHU9
P77616	1	1	2	1	1	C6EHU8
P76656	1	1	2	1	1	C6EHU7
P76657	1	1	2	1	1	C6EHU5
P0AA63	1	1	2	1	1	C6EHP8
P42615	1	1	2	1	1	C6EHP7
P42616	1	1	2	1	1	C6EHP6
P42620	1	1	2	1	1	C6EHP1
Q46871	1	1	2	1	1	C6EHS6
P64588	1	1	2	1	1	C6EHS5
Q47710	1	1	2	1	1	C6EHP3
P42913	1	1	2	1	1	C6EH83
P42914	1	1	2	1	1	C6EH82
P42915	1	1	2	1	1	C6EH81
P43319	1	1	2	1	1	C6EH80
P67087	1	1	2	1	1	C6EH79
P45464	1	1	2	1	1	C6EH78
P45465	1	1	2	1	1	C6EH77
P64596	1	1	2	1	1	C6EH75
P45468	1	1	2	1	1	C6EH74
P45469	1	1	2	1	1	C6EH73
P0A9W6	1	1	2	1	1	C6EH37
P0ADV7	1	1	2	1	1	C6EH35
P64604	1	1	2	1	1	C6EH34
P64606	1	1	2	1	1	C6EH33
P45394	1	1	2	1	1	C6EH31
P64610	1	1	2	1	1	C6EH20
P0A9W9	1	1	2	1	1	C6EGI7
P45795	1	1	2	1	1	C6EGI6
P45771	1	1	2	1	1	C6EGI3
P45750	1	1	2	1	1	C6EFI4
P45751	1	1	2	1	1	C6EFI3
P64634	1	1	2	1	1	C6EFI2
P45753	1	1	2	1	1	C6EFI1
P64636	1	1	2	1	1	C6EFH6
P46856	1	1	2	1	1	C6EFD1
P46857	1	1	2	1	1	C6EFC8
P56256	1	1	2	1	1	C6EEA6
P39309	1	1	2	1	1	C6ECD9
P39310	1	1	2	1	1	C6ECD8
P39314	1	1	2	1	1	C6ECD4
P39315	1	1	2	1	1	C6ECD3
P0ACN2	1	1	2	1	1	C6ECD2
P39187	1	1	2	1	1	C6ECC9
P0ADE2	1	1	2	1	1	C6ECC8
P0AE45	1	1	2	1	1	C6ECC7
P0ADE4	1	1	2	1	1	C6ECC5
P39321	1	1	2	1	1	C6ECC4
P0AE48	1	1	2	1	1	C6ECC3
P39325	1	1	2	1	1	C6ECC1
Q6BEX0	1	1	2	1	1	C6ECC0
P76692	1	1	2	1	1	C6EFE7
P0ADS2	1	1	2	1	1	C6EIJ8
P0AF36	1	1	2	1	1	C6EEX0
P77173	1	1	2	1	1	C6EL66
P75757	1	1	2	1	1	C6EJJ2
P64423	1	1	2	1	1	C6EFP1
P0ACS5	1	1	2	1	1	C6EGH4
P39172	1	1	2	1	1	C6EBX0
P0A9X1	1	1	2	1	1	C6EBW9
P0AAA9	1	1	2	1	1	C6EE16
P14375	1	1	2	1	1	C6EE14
P0A8H3	1	1	2	1	1	C6EHV4
P0AC51	1	1	2	1	1	C6EDX4
P67729	1	1	2	1	1	C6EL79
P37017	1	1	2	1	1	C6EAS0
P42619	1	1	2	1	1	C6EHP2
P32176	1	1	2	1	1	C6EF05
P39328	1	1	2	1	1	C6ECB9
P0A8H6	1	1	2	1	1	C6EF36
P21513	1	1	2	1	1	C6EHC9
P07012	1	1	2	1	1	C6EIL7
P77091	1	1	2	2	1	C6EKB6;C6EJB1
P0AB49	1	1	2	1	1	C6EGR1
P0ADB7	1	1	2	1	1	C6ECX6
P0AF45	1	1	2	1	1	C6EDZ8
P33218	1	1	2	1	1	C6EBY3
P64627	1	1	2	1	1	C6EFK7
P0AAV6	1	1	2	1	1	C6EJJ1
P76474	1	1	2	1	1	C6E9U1
P15030	1	1	2	1	1	C6EC67
P31442	1	1	2	1	1	C6ED95
P04128	1	1	2	1	1	C6EBR9
P58035	1	1	2	1	1	C6EC54
P0ADA7	1	1	2	1	1	C6EFV1
P14377	1	1	2	1	1	C6EE15
P0A905	1	1	2	1	1	C6EDK4
Q6BEX5	1	1	2	1	1	C6ED32
P0ACW2	1	1	2	1	1	C6EEW6
P76500	1	1	2	1	1	C6ELB9
Q2EES6	1	1	2	1	1	C6EAI4
Q2EEU2	1	1	2	1	1	C6EBS7
P0ACY6	1	1	2	1	1	C6EC42
P0C018	1	1	2	1	1	C6EGG2
P45532	1	1	2	1	1	C6EGB9
P0A8B5	1	1	2	1	1	C6EKZ3
P0A7P5	1	1	2	1	1	C6EGA1
Q2EET2	1	1	2	1	1	C6EKN9
P39336	1	1	2	1	1	C6EC98
P0ABL8	1	1	2	1	1	C6EA00
P0AG96	1	1	2	1	1	C6EE38
P76090	1	1	2	1	1	C6EEV5
P0ADX5	1	1	2	1	1	C6EFL4
P42905	1	1	2	1	1	C6EH93
P58034	1	1	2	1	1	C6EGU5
P46187	1	1	2	1	1	C6EK17
P0AEH5	1	1	2	1	1	C6E9T3
P0ABM5	1	1	2	1	1	C6EA02
P0ABP3	1	1	2	1	1	C6EK71
P0AD40	1	1	2	1	1	C6EL68
P32685	1	1	2	1	1	C6EE01
P76298	1	1	2	1	1	C6EBU8
P45425	1	1	2	1	1	C6EH10
P64432	1	1	2	1	1	C6EJY1
P64592	1	1	2	1	1	C6EHN8
P0AGM2	1	1	2	1	1	C6EDE4
P0AEM4	1	1	2	1	1	C6EHE2
P03825	1	1	2	1	1	C6EGE4
P17583	1	1	2	1	1	C6ELN9
P33669	1	1	2	1	1	C6EKW4
P60844	1	1	2	1	1	C6EIA6
P64619	1	1	2	1	1	C6EGJ7
P0AFT8	1	1	2	1	1	C6EA27
Q6BF87	1	1	2	2	1	C6EGP9;C6EGQ0
P0AFR9	1	1	2	1	1	C6EES0
P13458	1	1	2	1	1	C6ELI7
P23482	1	1	2	1	1	C6EKM9
P0A8R4	1	1	2	1	1	C6EGB6
P64512	1	1	2	1	1	C6EC04
P0AGI1	1	1	2	2	1	C6EG52;C6EJ66
P0A7M6	1	1	2	1	1	C6EGF4
P18393	1	1	2	1	1	C6EKB0
P11557	1	1	2	1	1	C6EFI8
P24183	1	1	2	1	1	C6EEP3
P77315	1	1	2	1	1	C6EKG1
P76501	1	1	2	1	1	C6ELB8
P06609	1	1	2	1	1	C6ECP6
P0ADX7	1	1	2	1	1	C6EFC6
P56100	1	1	2	1	1	C6EJK3
P29131	1	1	2	1	1	C6EE76
P36560	1	1	2	1	1	C6EDQ1
P23876	1	1	2	1	1	C6EKA5
P76499	1	1	2	1	1	C6ELC0
P45955	1	1	2	1	1	C6EJJ5
P06972	1	1	2	1	1	C6EAD1
P0ADN6	1	1	2	1	1	C6EG06
P77717	1	1	2	1	1	C6EL10
P0A7Q1	1	1	2	1	1	C6ECP0
P0A8K5	1	1	2	1	1	C6EA95
P68699	1	1	2	1	1	C6EG66
P0A8C8	1	1	2	1	1	C6EG99
P0AFE4	1	1	2	1	1	C6E9S3
P26602	1	1	2	1	1	C6EDY1
O32583	1	1	2	1	1	C6EE27
P75962	1	1	2	1	1	C6EGW9
P64585	1	1	2	1	1	C6EHP4
P0A6M2	1	1	2	1	1	C6EGT2
P33361	1	1	2	1	1	C6EAI1
P37305	1	1	2	1	1	C6EEC3
P15029	1	1	2	1	1	C6EC68
P55914	1	1	2	1	1	C6EBK2
P64581	1	1	2	1	1	C6EHP5
P45566	1	1	2	1	1	C6EGK3
P77306	1	1	2	1	1	C6EHU4
P37147	1	1	2	1	1	C6ECY5
P0AFI9	1	1	2	1	1	C6EKL8
P52067	1	1	2	1	1	C6EKY5
P67127	1	1	2	1	1	C6EJ36
P0ABE5	1	1	2	1	1	C6EEU4
P0A843	1	1	2	1	1	C6EK66
P33347	1	1	2	1	1	C6EAJ4
Q6BF16	1	1	2	2	1	C6ED77;C6EF67
P16926	1	1	2	1	1	C6EGL1
Q6BF25	1	1	2	2	1	C6EEE4;C6EEE2
P36675	1	1	2	1	1	C6EGH5
P64496	1	1	2	1	1	C6EC34
P0ABD8	1	1	2	1	1	C6EGK5
P0AF73	1	1	2	1	1	C6ECH3
P0ADW3	1	1	2	1	1	C6EGZ9
P0AD10	1	1	2	1	1	C6EBF7
P39832	1	1	2	1	1	C6EBW8
P0AC92	1	1	2	1	1	C6EHL6
A5A614	1	1	2	1	1	C6EFU9
P39180	1	1	2	1	1	C6EDI7
Q47377	1	1	2	1	1	C6E9U2
P56976	1	1	2	1	1	C6EDM2
P37019	1	1	2	1	1	C6EAC9
P06966	1	1	2	1	1	C6EDS4
P06965	1	1	2	1	1	C6EJG8
P0AA86	1	1	2	1	1	C6EA05
P24077	1	1	2	1	1	C6EKA4
P07658	1	1	2	2	1	C6ED45;C6ED46
P22586	1	1	2	1	1	C6EBB8
P0AC07	1	1	2	1	1	C6EBB6
P77609	1	1	2	1	1	C6EL71
P75885	1	1	2	1	1	C6EHM0
P0AC96	1	1	2	1	1	C6EFD9
P0CF79	1	1	2	1	1	C6EC72
P37769	1	1	2	1	1	C6ECE0
P22729	1	1	2	1	1	C6EFB8
P77184	1	1	2	1	1	C6EJ11
P77432	1	1	2	1	1	C6EJ68
P32710	1	1	2	1	1	C6ED51
P37057	1	1	2	1	1	C6EIQ9
P76082	1	1	2	1	1	C6ECE2
P76161	1	1	2	1	1	C6EJG3
P27128	1	1	2	1	1	C6EDG2
P27129	1	1	2	1	1	C6EDG6
P27243	1	1	2	1	1	C6EDG8
P27240	1	1	2	1	1	C6EDG5
Q2EEQ2	1	1	2	1	1	C6ELT4
P37745	1	1	2	1	1	C6EAR9
P77611	1	1	2	1	1	C6EDL7
C1P5Z7	1	1	2	1	1	C6EAY5
P0AGE4	1	1	2	1	1	C6EHQ5
P33227	1	1	2	1	1	C6EIR1
P37750	1	1	2	1	1	C6EB47
P31058	1	1	2	1	1	C6EAS2
P77300	1	1	2	1	1	C6EF65
P46121	1	1	2	1	1	C6EJP1
P24244	1	1	2	1	1	C6EHM8
P58094	1	1	2	1	1	C6EFW0
P37751	1	1	2	1	1	C6EB51
P76498	1	1	2	1	1	C6ELC1
P65290	1	1	2	1	1	C6EKK4
Q46909	1	1	2	1	1	C6EJA1
P0ADW8	1	1	2	1	1	C6EGB4
Q2M7R5	1	1	2	1	1	C6EDJ0
A5A625	1	1	2	1	1	C6EDJ6
Q2M7X4	1	1	2	1	1	C6EDA8
P58036	1	1	2	1	1	C6ED70
A5A628	1	1	2	1	1	C6EDZ4
P64646	1	1	2	1	1	C6ECZ6
C1P5Z8	1	1	2	1	1	C6ELT2
Q47272	1	1	2	1	1	C6EKE1
Q47268	1	1	2	1	1	C6EKE6
A5A607	1	1	2	1	1	C6EJF5
P75974	1	1	2	1	1	C6EJG9
Q7DFV3	1	1	2	1	1	C6EGU3
P0CB62	1	1	2	1	1	C6EFW1
C1P5Z9	1	1	2	1	1	C6EFU7
Q2EER5	1	1	2	1	1	C6EFQ5
P76106	1	1	2	1	1	C6EES6
A5A616	1	1	2	1	1	C6EDV2
P76136	1	1	2	1	1	C6EEL7
Q2EES0	1	1	2	1	1	C6EKD3
Q2EES1	1	1	2	1	1	C6ECN7
Q2MB16	1	1	2	1	1	C6EC03
A5A619	1	1	2	1	1	C6E9Z1
C1P612	1	1	2	1	1	C6EJ95
C1P614	1	1	2	1	1	C6EIM0
P58037	1	1	2	1	1	C6EFC9
Q2M7M3	1	1	2	1	1	C6EEB8
C1P620	1	1	2	1	1	C6EF34
A5A630	1	1	2	1	1	C6ED41
A8DYQ1	1	1	2	1	1	C6EC77
Q2M5U1	1	1	2	1	1	C6EBJ5
Q9JMS3	1	1	2	1	1	C6EDC0
Q9S4W2	1	1	2	1	1	C6EJX0
P39221		1	1		1	YABQ_ECOLI
P21420		1	1		1	NMPC_ECOLI
P39347		1	1		1	INTB_ECOLI
P39349		1	1		1	YJGX_ECOLI
P39391		1	1		1	YJIT_ECOLI
P39393		1	1		1	YJIV_ECOLI
P75978		1	1		1	YMFN_ECOLI
P76066		1	1		1	YDAW_ECOLI
P76119		1	1		1	YNCI_ECOLI
P76205		1	1		1	ARPB_ECOLI
Q46786		1	1		1	YGEF_ECOLI
Q46791		1	1		1	YGEK_ECOLI
P0AD35		1	1		1	YFDO_ECOLI
P0CD93		1	1		1	YMJD_ECOLI
P24211		1	1		1	RHSE_ECOLI
P30192		1	1		1	YCHG_ECOLI
P31061		1	1		1	NOHA_ECOLI
P31452		1	1		1	PTXC_ECOLI
P32109		1	1		1	YIBJ_ECOLI
P39220		1	1		1	YABP_ECOLI
P39355		1	1		1	YJHE_ECOLI
P39369		1	1		1	YJHR_ECOLI
P39387		1	1		1	YJIP_ECOLI
P39901		1	1		1	YBFI_ECOLI
P45421		1	1		1	YHCE_ECOLI
P0CF86		1	1		1	YFJU_ECOLI
P56259		1	1		1	YIFN_ECOLI
P58095		1	1		1	YPJI_ECOLI
P75681		1	1		1	FBPB_ECOLI
P75697		1	1		1	YAIX_ECOLI
P75704		1	1		1	YKIA_ECOLI
P75718		1	1		1	REND_ECOLI
Q7DFV4		1	1		1	YMDE_ECOLI
P75980		1	1		1	YMFO_ECOLI
P75981		1	1		1	YMFP_ECOLI
P76000		1	1		1	YCGI_ECOLI
P76069		1	1		1	YDAY_ECOLI
P76137		1	1		1	YDET_ECOLI
P76164		1	1		1	YDFW_ECOLI
P76321		1	1		1	YEDN_ECOLI
P76323		1	1		1	INTG_ECOLI
P76335		1	1		1	YEDS_ECOLI
P76349		1	1		1	YEEL_ECOLI
P76359		1	1		1	YEEP_ECOLI
P76508		1	1		1	YFDL_ECOLI
P76509		1	1		1	YFDM_ECOLI
P76611		1	1		1	PINH_ECOLI
P76616		1	1		1	YGAQ_ECOLI
P77087		1	1		1	YLCE_ECOLI
P77169		1	1		1	YAGJ_ECOLI
P77326		1	1		1	TFAS_ECOLI
P77354		1	1		1	YAFU_ECOLI
P77460		1	1		1	YBCY_ECOLI
P77528		1	1		1	YBCD_ECOLI
P77551		1	1		1	RZPR_ECOLI
P77759		1	1		1	YLBH_ECOLI
P77779		1	1		1	YBFO_ECOLI
Q2EEP9		1	1		1	YAFF_ECOLI
Q2EES3		1	1		1	YOEF_ECOLI
Q2EET0		1	1		1	YPDJ_ECOLI
Q46790		1	1		1	PBL_ECOLI
Q46793		1	1		1	YGEN_ECOLI
Q46795		1	1		1	YGEO_ECOLI
Q47688		1	1		1	YKFC_ECOLI
Q79E92		1	1		1	YKGN_ECOLI
P75680		1	1		1	INSO1_ECOLI
Q47718		1	1		1	INSO2_ECOLI
P28697		1	1		1	HTGA_ECOLI
P0CF60		1	1		1	INSD8_ECOLI
P0ADF0		1	1		1	LPFS_ECOLI
