Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID	Merge ID	Pan2010	Thein2010	Taoka2004	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Huang2006	Ji2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Iwasaki2010	Wickstrom2010	# Studies	DB_NoveV12 Duplicates	P0AFG8	P0A910	P00350	P0AG44	P0A9P0	P08660	P17583	P0A6F5	P0A6H8	P0AC47	P06129	P0ADT8	P02925	P0A910	C1P619	P0ACV0	Q46798	P00561	P00350
P76146	0	1	1	1	0	3	B		2	2	2		P76146	0	0	0	0	B				P76146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76170	1	1	1	1	1	5	F3	1	2	2	2	P76170	P76170	1	0	1	2	F3	54.08		P76170	P76170	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	F3		P76170	P76170												P76170	P76170		P76170	
P76172	0	1	1	1	0	3	G		2	2	2		P76172	0	0	0	0	G				P76172	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	G			P76172															P76172	
P76173	0	1	1	1	0	3	B		2	2	2		P76173	0	0	0	0	B				P76173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76175	0	1	1	1	0	3	B		0	2			P76175	0	0	0	0	B				P76175	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B											P76175								
P76177	1	1	1	1	1	5	G	1	2	2	2	P76177	P76177	1	0	1	2	G	172.75		P76177	P76177	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	G		P76177	P76177				P76177								P76177	P76177		P76177	
P76180	0	1	1	1	0	3	B		2	2	2		P76180	0	0	0	0	B				P76180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76185	1	1	1	1	1	5	B	1	0	0	0	P76185	P76185	1	0	1	2	B	1.61		P76185	P76185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	B															P76185	P76185			
P76186	0	1	1	1	0	3	B		2	2	2		P76186	0	0	0	0	B				P76186	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	B							P76186				P76186							P76186	
P76190	0	1	1	1	0	3	G		2	2	2		P76190	0	0	0	0	G				P76190	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P76190												
P76194	0	1	1	1	0	3	F1		2	2			P76194	0	0	0	0	F1				P76194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F1							P76194											P76194	
P76219	0	1	1	1	0	3	B		0	2			P76219	0	0	0	0	B				P76219	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P76219												
P76220	1	1	1	1	0	4	E	1	0	0	0		P76220	1	0	0	1	E				P76220	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	E							P76220								P76220	P76220		P76220	
P76223	0	1	1	1	1	4	G		2	2	0	P76223	P76223	0	0	1	1	G			P76223	P76223	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	G			P76223												P76223			P76223	
P76224	0	1	1	1	0	3	B		0	0	0		P76224	0	0	0	0	B				P76224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76226	0	1	1	1	0	3	B		2	2	2		P76226	0	0	0	0	B				P76226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76227	0	1	1	1	0	3	G		2	2	0		P76227	0	0	0	0	G				P76227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P76227	
P76228	0	1	1	1	0	3	B		2	0	0		P76228	0	0	0	0	B				P76228	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P76228												
P76230	0	1	1	1	0	3	B		0	0	0		P76230	0	0	0	0	B				P76230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76237	1	1	1	1	1	5	B	1	2	2	2	P76237	P76237	1	0	1	2	B	1.31		P76237	P76237	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P76237	P76237				P76237		P76237						P76237	P76237		P76237	
P76242	0	1	1	1	0	3	B		2	2	2		P76242	0	0	0	0	B				P76242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76250	0	1	1	1	1	4	B		0	2	2	P76250	P76250	0	0	1	1	B			P76250	P76250	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B							P76250											P76250	
P76296	0	1	1	1	0	3	G		0	0	0		P76296	0	0	0	0	G				P76296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P76298	0	1	1	1	1	4	B		2	0	0	P76298	P76298	0	0	1	1	B			P76298	P76298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	B							P76298									P76298		P76298	
P76299	0	1	1	1	0	3	B		2	2			P76299	0	0	0	0	B				P76299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B			P76299																
P76308	0	1	1	1	0	3	I		2	2			P76308	0	0	0	0	I				P76308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	I																P76308			
P76330	1	1	1	1	0	4	B	1	0	1			P76330	1	0	0	1	B	0.93			P76330	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P76330						P76330	P76330		P76330	
P76334	0	1	1	1	0	3	B		2	0	0		P76334	0	0	0	0	B				P76334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76342	0	1	1	1	0	3	F2		0	2	0		P76342	0	0	0	0	F2				P76342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	F2																		P76342	
P76345	0	1	1	1	1	4	B		1	0	0	P76345	P76345	0	0	1	1	B			P76345	P76345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76347	0	1	1	1	0	3	H		0	0	0		P76347	0	0	0	0	H				P76347	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	H							P76347												
P76352	0	1	1	1	0	3	B		0	0	0		P76352	0	0	0	0	B				P76352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76372	1	1	1	1	1	5	B	1	2	2	2	P76372	P76372	1	0	1	2	B	626.95		P76372	P76372	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	9	B		P76372	P76372		P76372	P76372			P76372	P76372					P76372	P76372		P76372	
P76399	1	1	1	1	1	5	B	1	2	2	2	P76399	P76399	1	0	1	2	B	1.07		P76399	P76399	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	6	B		P76399					P76399				P76399				P76399	P76399		P76399	
P76417	0	1	1	1	0	3	B		2	2	2		P76417	0	0	0	0	B				P76417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76423	0	1	1	1	0	3	B		2	2	2		P76423	0	0	0	0	B				P76423	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B		P76423																	
P76460	0	1	1	1	0	3	B		0	0	0		P76460	0	0	0	0	B				P76460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76464	0	0	0	0	0	0	G						P76464	0	0	0	0	G				P76464	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	G							P76464								P76464			P76464	
P76469	0	1	1	1	0	3	B		2	2	2		P76469	0	0	0	0	B				P76469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76470	0	1	1	1	0	3	B		0	0	0		P76470	0	0	0	0	B				P76470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76471	1	1	1	1	1	5	H	1	0	0	0	P76471	P76471	1	0	1	2	H			P76471	P76471	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	4	H		P76471							P76471						P76471	P76471			
P76474	0	1	1	1	0	3	B		0	2			P76474	0	0	0	0	B				P76474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76498	0	1	1	1	0	3	G		2	2	2		P76498	0	0	0	0	G				P76498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P76499	0	1	1	1	0	3	G		0	0	0		P76499	0	0	0	0	G				P76499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P76499	
P76500	0	1	1	1	0	3	G		2	0	2		P76500	0	0	0	0	G				P76500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P76501	0	1	1	1	0	3	G		1	0			P76501	0	0	0	0	G				P76501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	G															P76501				
P76520	0	1	1	1	0	3	G		2	0	0		P76520	0	0	0	0	G				P76520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P76520	
P76521	0	1	1	1	0	3	B		2	2	2		P76521	0	0	0	0	B				P76521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76538	0	1	1	1	0	3	B		2	2	2		P76538	0	0	0	0	B				P76538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76551	0	1	1	1	0	3	B		0	0	0		P76551	0	0	0	0	B				P76551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76562	0	1	1	1	0	3	B		2	0	0		P76562	0	1	0	1	B		0.0010795		P76562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P76562	
P76573	0	1	1	1	0	3	G		0	0	0		P76573	0	0	0	0	G				P76573	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P76573											P76573	
P76655	0	1	1	1	0	3	H		0	0	2		P76655	0	0	0	0	H				P76655	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	H							P76655		P76655									P76655	
P76656	0	1	1	1	0	3	G		0	2			P76656	0	0	0	0	G				P76656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P76657	0	1	1	1	0	3	B		2	2	2		P76657	0	0	0	0	B				P76657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76773	0	1	1	1	0	3	H		0	0	0		P76773	0	0	0	0	H				P76773	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	H							P76773												
P76909	0	1	1	1	1	4	F1		2	0	0	P76909	P76909	0	0	1	1	F1			P76909	P76909	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	F1							P76909											P76909	
P77031	0	1	1	1	0	3	B		0	0	0		P77031	0	0	0	0	B				P77031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77091	0	0	0	0	0	0	B						P77091	0	0	0	0	B				P77091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P77091	
P77156	0	1	1	1	0	3	B		0	0	0		P77156	0	0	0	0	B				P77156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77165	0	1	1	1	0	3	G		0	0	0		P77165	0	0	0	0	G				P77165	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P77165											P77165	
P77172	0	1	1	1	0	3	B		0	0	0		P77172	0	0	0	0	B				P77172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P77172			P77172	
P77179	0	1	1	1	1	4	B		2	2	2	P77179	P77179	0	0	1	1	B			P77179	P77179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77180	0	1	1	1	0	3	B		0	0	0		P77180	0	0	0	0	B				P77180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77188	0	1	1	1	0	3	G		0	0	0		P77188	0	0	0	0	G				P77188	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P77188												
P77196	0	1	1	1	0	3	G		0	0	0		P77196	0	0	0	0	G				P77196	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	G							P77196				P77196							P77196	
P77211	0	1	1	1	0	3	I		0	0	0		P77211	0	0	0	0	I				P77211	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	I		P77211							P77211										
P77219	0	1	1	1	0	3	B		0	0	0		P77219	0	0	0	0	B				P77219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77231	0	1	1	1	0	3	B		0	0	0		P77231	0	1	0	1	B		0.00019368		P77231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77245	0	1	1	1	0	3	B		2	2	2		P77245	0	0	0	0	B				P77245	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P77245												
P77249	0	1	1	1	0	3	G		0	0	0		P77249	0	0	0	0	G				P77249	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P77249												
P77256	0	1	1	1	0	3	G		0	0	0		P77256	0	0	0	0	G				P77256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P77256	
P77263	0	1	1	1	0	3	G		2	0	0		P77263	0	0	0	0	G				P77263	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P77263												
P77268	0	1	1	1	0	3	F1		0	0	0		P77268	0	0	0	0	F1				P77268	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	F1			P77268				P77268											P77268	
P77272	0	1	1	1	1	4	B		2	0	2	P77272	P77272	0	0	1	1	B			P77272	P77272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	B															P77272	P77272			
P77288	0	1	1	1	0	3	G		2	0			P77288	0	0	0	0	G				P77288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P77294	0	1	1	1	0	3	G		0	0	0		P77294	0	0	0	0	G				P77294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P77306	0	1	1	1	0	3	B		2	2	2		P77306	0	0	0	0	B				P77306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P77306	
P77307	1	1	1	1	1	5	B	1	2	2	2	P77307	P77307	1	0	1	2	B	1.54		P77307	P77307	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	5	B							P77307				P77307				P77307	P77307		P77307	
P77308	0	1	1	1	0	3	B		0	0	0		P77308	0	0	0	0	B				P77308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77309	0	1	1	1	0	3	B		0	0	0		P77309	0	0	0	0	B				P77309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77315	0	1	1	1	0	3	B		2	0	0		P77315	0	0	0	0	B				P77315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	B											P77315								
P77316	0	1	1	1	0	3	B		2	1			P77316	0	0	0	0	B				P77316	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	B			P77316				P77316											P77316	
P77318	1	1	1	1	1	5	G	1	2	2	2	P77318	P77318	1	0	1	2	G	35.73		P77318	P77318	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	G			P77318				P77318									P77318		P77318	
P77324	0	1	1	1	0	3	G		0	0	0		P77324	0	0	0	0	G				P77324	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	G							P77324								P77324			P77324	
P77329	0	1	1	1	0	3	B		0	0	0		P77329	0	0	0	0	B				P77329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	B																		P77329	
P77333	0	1	1	1	1	4	B		2	2		P77333	P77333	0	0	1	1	B			P77333	P77333	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	B							P77333											P77333	
P77339	0	1	1	1	0	3	I		0	0	0		P77339	0	0	0	0	I				P77339	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	I							P77339												
P77348	0	1	1	1	1	4	G		2	2	2	P77348	P77348	0	0	1	1	G			P77348	P77348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	G															P77348			P77348	
P77374	0	1	1	1	0	3	F2		0	0	2		P77374	0	0	0	0	F2				P77374	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	F2			P77374				P77374								P77374	P77374		P77374	
P77375	0	1	1	1	0	3	G		2	2	0		P77375	0	0	0	0	G				P77375	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P77375												
P77379	0	1	1	1	0	3	B		2	0			P77379	0	0	0	0	B				P77379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77389	0	1	1	1	0	3	B		2	0	0		P77389	0	0	0	0	B				P77389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77397	0	1	1	1	0	3	B		2	2			P77397	0	0	0	0	B				P77397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77400	0	1	1	1	0	3	B		2	0			P77400	0	0	0	0	B				P77400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P77400			P77400	
P77409	0	1	1	1	0	3	B		0	0	0		P77409	0	0	0	0	B				P77409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77416	0	1	1	1	0	3	B		0	0	0		P77416	0	0	0	0	B				P77416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77437	0	1	1	1	0	3	B		0	0	0		P77437	0	0	0	0	B				P77437	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P77437												
P77439	0	1	1	1	0	3	F1		0	0	0		P77439	0	0	0	0	F1				P77439	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	F1			P77439												P77439			P77439	
P77463	0	1	1	1	0	3	B		0	0	0		P77463	0	0	0	0	B				P77463	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P77463												
P77468	0	1	1	1	0	3	H		0	0	0		P77468	0	0	0	0	H				P77468	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	H							P77468												
P77485	1	1	1	1	1	5	B	1	0	0	0	P77485	P77485	1	1	1	3	B	1.43	0.00086893	P77485	P77485	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P77485		P77485						P77485	P77485		P77485	
P77489	0	1	1	1	0	3	G		0	0	0		P77489	0	0	0	0	G				P77489	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	4	G			P77489				P77489								P77489			P77489	
P77504	0	1	1	1	0	3	B		0	0	0		P77504	0	0	0	0	B				P77504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	B							P77504								P77504	P77504		P77504	
P77506	0	1	1	1	0	3	B		2	2	0		P77506	0	0	0	0	B				P77506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77519	0	1	1	1	0	3	G		0	0	0		P77519	0	0	0	0	G				P77519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P77529	1	1	1	1	1	5	B	1	2	2		P77529	P77529	1	0	1	2	B	1.63		P77529	P77529	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	7	B		P77529	P77529						P77529		P77529				P77529	P77529		P77529	
P77541	0	0	1	1	0	2	B			0			P77541	0	0	0	0	B				P77541	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	B							P77541									P77541		P77541	
P77549	0	1	1	1	0	3	B		0	0	0		P77549	0	0	0	0	B				P77549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77554	0	1	1	1	0	3	G		0	0	0		P77554	0	0	0	0	G				P77554	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P77554											P77554	
P77562	1	1	1	1	1	5	I	1	0	0	0	P77562	P77562	1	0	1	2	I			P77562	P77562	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	I		P77562							P77562						P77562	P77562		P77562	
P77588	0	1	1	1	0	3	G		0	0	0		P77588	0	0	0	0	G				P77588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P77589	0	1	1	1	0	3	B		0	0	0		P77589	0	0	0	0	B				P77589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P77589			P77589	
P77599	0	1	1	1	0	3	G		2	0	0		P77599	0	0	0	0	G				P77599	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	G							P77599								P77599				
P77610	0	1	1	1	0	3	B		0	0	0		P77610	0	0	0	0	B				P77610	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P77610												
P77611	1	1	1	1	1	5	F1	1	2	0		P77611	P77611	1	1	1	3	F1		0.0035848	P77611	P77611	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	6	F1		P77611				P77611						P77611			P77611	P77611		P77611	
P77616	0	1	1	1	0	3	H		2	0	0		P77616	0	0	0	0	H				P77616	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	H							P77616												
P77622	0	1	1	1	0	3	F1		2	2	0		P77622	0	0	0	0	F1				P77622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F1																			
P77694	0	1	1	1	0	3	H		2	2	2		P77694	0	0	0	0	H				P77694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H																			
P77716	0	1	1	1	0	3	B		0	0	0		P77716	0	0	0	0	B				P77716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77717	1	1	1	1	1	5	I	1	2	2	0	P77717	P77717	1	0	1	2	I	238.33		P77717	P77717	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	5	I			P77717												P77717	P77717	P77717	P77717	
P77733	0	1	1	1	0	3	B		0	0	0		P77733	0	0	0	0	B				P77733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P77747	0	1	1	1	0	3	H		0	0	0		P77747	0	0	0	0	H				P77747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	H		P77747																	
P77754	0	1	1	1	0	3	G		2	2	2		P77754	0	1	0	1	G		6.5538e-005		P77754	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P77754											P77754	
P77783	0	1	1	1	0	3	F2		0	0	0		P77783	0	0	0	0	F2				P77783	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	5	F2			P77783				P77783		P77783						P77783			P77783	
P77789	0	1	1	1	0	3	F4		0	0	0		P77789	0	0	0	0	F4				P77789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F4																			
P77795	0	1	1	1	0	3	F1		2	2			P77795	0	0	0	0	F1				P77795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	F1															P77795			P77795	
P77802	0	1	1	1	0	3	G		0	0	0		P77802	0	0	0	0	G				P77802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	G															P77802			P77802	
Q06067	0	1	1	1	0	3	B		2	2	2		Q06067	0	0	0	0	B				Q06067	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	B							Q06067								Q06067				
Q2EES1	0	0	0	0	0	0	B						Q2EES1	0	0	0	0	B				Q2EES1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
Q2EES6	0	0	0	0	0	0	B						Q2EES6	0	0	0	0	B				Q2EES6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
Q2EET2	0	0	0	0	0	0	B						Q2EET2	0	0	0	0	B				Q2EET2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															Q2EET2			Q2EET2	
Q2M5U1	0	0	0	0	0	0	B						Q2M5U1	0	0	0	0	B				Q2M5U1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
Q2M7M3	0	0	0	0	0	0	I						Q2M7M3	0	0	0	0	I				Q2M7M3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	I							Q2M7M3								Q2M7M3				
Q2M7X4	0	0	0	0	0	0	G						Q2M7X4	0	0	0	0	G				Q2M7X4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		Q2M7X4	
Q2MB16	1	0	0	0	1	2	B	1				Q2MB16	Q2MB16	1	0	1	2	B	1.93		Q2MB16	Q2MB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															Q2MB16	Q2MB16		Q2MB16	
Q46798	1	1	1	1	1	5	I	1	2	0		Q46798	Q46798	1	1	1	3	I		0.00013829	Q46798	Q46798	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	6	I		Q46798					Q46798								Q46798	Q46798	Q46798	Q46798	
Q46831	0	1	1	1	0	3	B		2	2	2		Q46831	0	0	0	0	B				Q46831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
Q46832	0	1	1	1	0	3	B		2	0	2		Q46832	0	0	0	0	B				Q46832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
Q46834	0	1	1	1	0	3	G		0	0	0		Q46834	0	0	0	0	G				Q46834	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							Q46834											Q46834	
Q46835	0	1	1	1	0	3	I		0	0	0		Q46835	0	1	0	1	I		0.00070262		Q46835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I																			
Q46836	0	1	1	1	0	3	B		0	0	0		Q46836	0	0	0	0	B				Q46836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
