Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	Abundance Level
P33361	0	1	1	1	0	0	0	3	B	YEHY_ECOLI			2	0	2				P
P33366	0	1	1	1	0	0	1	4	B	YOHD_ECOLI			2	2				B	P
P33369	0	1	1	1	0	0	0	3	I	MDTQ_ECOLI			0	0	0				A
P33634	0	1	1	1	0	0	0	3	B	YFIE_ECOLI			2	2					P
P33668	0	1	1	1	0	0	0	3	I	YBBC_ECOLI			2	0	0				P
P33913	0	1	1	1	0	0	1	4	G	YEJA_ECOLI			2	2				G	P
P33931	0	1	1	1	1	0	1	5	F1	CCMA_ECOLI			2	0	2	0		F1	P
P33941	0	1	1	1	0	0	1	4	B	YOJI_ECOLI			2	0	0			B	P
P36554	0	1	1	1	0	0	0	3	B	MDTD_ECOLI			2	0	0				P
P36560	0	1	1	1	1	0	0	4	G	ASR_ECOLI			2	2	2	0			P
P36561	0	1	1	1	0	0	1	4	B	COBS_ECOLI			2	2				B	P
P36646	0	1	1	1	0	0	0	3	B	HOFC_ECOLI			2	2					P
P36649	1	1	1	1	0	1	1	6	G	CUEO_ECOLI	0.47	2	2	2	2			G	P
P36655	0	1	1	1	0	0	1	4	B	DSBD_ECOLI			2	2	2			B	P
P36678	0	1	1	1	1	0	0	4	B	GSPM_ECOLI			0	0		0			A
P36682	0	1	1	1	0	0	0	3	G	YACH_ECOLI			0	0	2				P
P37001	0	1	1	1	0	0	1	4	H	CRCA_ECOLI			0	0				H	A
P37002	0	1	1	1	0	0	1	4	B	CRCB_ECOLI			2	2	2			B	P
P37016	0	1	1	1	0	0	0	3	G	YADK_ECOLI			0	0	0				A
P37017	0	1	1	1	0	0	0	3	G	YADL_ECOLI			0	0	0				A
P37018	0	1	1	1	0	0	0	3	G	YADM_ECOLI			0	0	0				A
P37019	0	1	1	1	0	0	1	4	B	CLCA_ECOLI			2	2	2			B	P
P37050	0	1	1	1	0	0	0	3	G	YADN_ECOLI			0	0	0				A
P37056	0	1	1	1	0	0	0	3	I	YAEF_ECOLI			0	0	0				A
P37147	0	1	1	1	0	0	1	4	B	FXSA_ECOLI			2	2	0			B	P
P37188	1	1	1	1	0	1	1	6	F1	PTKB_ECOLI	36.48	2	2	2	2		3.608141692	F1	P
P37197	0	1	1	1	0	0	0	3	E	YHJA_ECOLI			0	0	2				P
P37305	0	0	0	0	0	0	0	0	B	HOKA_ECOLI									E
P37327	0	1	1	1	0	0	1	4	B	YFDC_ECOLI			0	1				B	A
P37349	1	1	1	1	0	1	1	6	F1	DHAM_ECOLI	0.23	2	2	2	2			F1	P
P37443	0	1	1	1	0	0	0	3	B	YCAI_ECOLI			0	0	0				A
P37597	0	1	1	1	0	0	1	4	B	YDHC_ECOLI			2	2				B	P
P37614	0	1	1	1	0	0	0	3	B	YHHL_ECOLI			2	2					P
P37615	0	1	1	1	0	0	1	4	B	YHHM_ECOLI			2	2	2			B	P
P37617	1	1	1	1	0	1	1	6	B	ATZN_ECOLI	0.53	2	2	2	2			B	P
P37621	0	1	1	1	0	0	0	3	B	YHHS_ECOLI			2	2	2				P
P37626	1	1	1	1	0	1	1	6	B	YHII_ECOLI	1	2	2	2	2		2.331102553	B	P
P37630	0	1	1	1	0	0	0	3	B	YHIM_ECOLI			0	0	0				A
P37643	0	1	1	1	0	0	0	3	B	YHJE_ECOLI			2	0	0				P
P37645	0	1	1	1	0	0	1	4	B	YHJG_ECOLI			0	0	0			B	A
P37650	0	1	1	1	0	1	1	5	G	BCSC_ECOLI			2	2	2			G	P
P37653	0	1	1	1	0	0	0	3	B	BCSA_ECOLI			0	0					A
P37657	0	1	1	1	0	1	0	4	B	YHJS_ECOLI			2	2	2				P
P37659	1	1	1	1	0	1	1	6	B	YHJU_ECOLI	0.66	2	2	0				B	P
P37662	0	1	1	1	0	0	0	3	B	YHJX_ECOLI			2	0					P
P37663	0	1	1	1	0	0	0	3	H	YHJY_ECOLI			0	0	0				A
P37665	1	1	1	1	0	0	1	5	I	YIAD_ECOLI		2	2	0	0			I	P
P37669	0	1	1	1	0	0	0	3	B	YIAH_ECOLI			0	0	0				A
P37674	0	1	1	1	0	0	0	3	B	YIAM_ECOLI			0	0	0				A
P37675	0	1	1	1	0	0	0	3	B	YIAN_ECOLI			0	0	0				A
P37676	0	1	1	1	0	0	0	3	G	YIAO_ECOLI			0	0	0				A
P37681	0	1	1	1	0	0	0	3	F3	YIAT_ECOLI			0	0	0				A
P37682	0	1	1	1	0	0	0	3	B	YIAU_ECOLI			2	2	1				P
P37683	0	1	1	1	0	1	0	4	B	YIAV_ECOLI			2	2					P
P37744	1	1	1	1	0	0	1	5	B	RMLA1_ECOLI	2.05	2	2	2	2			B	P
P37751	0	1	1	1	0	1	1	5	F1	YEFI_ECOLI			2	2	2			F1	P
P37772	0	1	1	1	0	0	0	3	B	YJFF_ECOLI			0	0	0				A
P37774	0	1	1	1	0	1	1	5	F1	YECC_ECOLI			2	2	2			F1	P
P37902	0	1	1	1	0	1	1	5	G	GLTI_ECOLI			2	2	2		3.714863441	G	P
P37909	0	1	1	1	0	0	0	3	G	YBGD_ECOLI			0	0	0				A
P38052	0	1	1	1	0	0	0	3	G	SFMF_ECOLI			0	0	0				A
P38097	0	1	1	1	1	1	1	6	B	YEGE_ECOLI			2	2	2	0	0.924697288	B	P
P38101	0	1	1	1	0	0	0	3	B	EAMB_ECOLI			0	0	0				A
P38105	0	1	1	1	1	0	0	4	B	RSPB_ECOLI			0	0	0	0			A
P38134	0	1	1	1	0	0	1	4	B	ETK_ECOLI			2	2	2			B	P
P39099	1	1	1	1	0	0	1	5	G	DEGQ_ECOLI	0.27	2	2	2				G	P
P39172	1	1	1	1	0	0	1	5	G	ZNUA_ECOLI	0.86	2	2	2	2			G	P
P39196	0	1	1	1	0	0	0	3	B	LPLT_ECOLI			2	0	0				P
P39263	0	1	1	1	0	0	0	3	B	YFCC_ECOLI			1	0					A
P39264	0	1	1	1	0	0	0	3	G	FIMI_ECOLI			2	2	2				P
P39265	0	1	1	1	0	0	0	3	G	ALSB_ECOLI			2	2	2				P
P39270	0	1	1	1	0	0	1	4	B	YJDF_ECOLI			2	2	2			B	P
P39277	0	1	1	1	0	0	0	3	B	YJEH_ECOLI			2	2					P
P39282	0	1	1	1	0	0	0	3	B	YJEM_ECOLI			0	0					A
P39295	0	1	1	1	0	0	0	3	B	YJFM_ECOLI			0	0	0				A
P39297	0	1	1	1	0	0	1	4	I	BSMA_ECOLI			2	2	2			I	P
P39310	1	1	1	1	0	0	1	5	B	YTFB_ECOLI	2.11	2	2	2	2			B	P
P39328	0	1	1	1	0	0	0	3	B	YTFT_ECOLI			2	2	0				P
P39338	0	1	1	1	0	0	0	3	B	YJGN_ECOLI			0	0					A
P39344	0	1	1	1	0	0	0	3	B	IDNT_ECOLI			2	2	2				P
P39346	0	1	1	1	0	0	0	3	B	IDND_ECOLI			0	2	2				P
P39352	0	1	1	1	0	0	0	3	B	YJHB_ECOLI			2	2	2				P
P39365	0	1	1	1	0	0	1	4	B	SGCC_ECOLI			2	2	2			B	P
P39371	0	1	1	1	0	1	0	4	G	NANM_ECOLI			0	0	2		0.32352863		P
P39376	0	1	1	1	0	1	0	4	B	YJIE_ECOLI			2	0	0		0.511068788		P
P39379	0	1	1	1	0	0	0	3	B	YJIH_ECOLI			2	2	2				P
P39381	0	1	1	1	0	0	0	3	B	YJIJ_ECOLI			0	0	0				A
P39382	0	1	1	1	0	0	1	4	B	YJIK_ECOLI			0	2	0			B	P
P39385	0	1	1	1	0	1	1	5	B	YJIN_ECOLI			2	2			0.51544387	B	P
P39386	0	1	1	1	0	0	0	3	B	MDTM_ECOLI			0	0	0				A
P39396	1	1	1	1	0	1	1	6	B	YJIY_ECOLI		2	2	2	2		0.133024553	B	P
P39398	0	1	1	1	0	0	0	3	B	YJJL_ECOLI			2	2	2				P
P39400	0	1	1	1	0	0	0	3	B	YJJN_ECOLI			2	2	2				P
P39401	1	1	1	1	0	0	1	5	B	OPGB_ECOLI	1.71	2	2	2	2			B	P
P39414	0	1	1	1	0	0	0	3	B	TTDT_ECOLI			0	0	0				A
P39451	0	1	1	1	0	0	1	4	B	ADHP_ECOLI			2	2	2			B	P
P39830	0	1	1	1	0	0	1	4	B	YBAL_ECOLI			2	2	2			B	P
P39832	0	1	1	1	0	0	0	3	B	ZNUB_ECOLI			2	2	2				P
P39834	0	1	1	1	0	0	0	3	G	YGIL_ECOLI			0	0	0				A
P39835	0	1	1	1	0	0	1	4	B	GNTT_ECOLI			2	2	2			B	P
P40120	1	1	1	1	0	0	1	5	G	OPGD_ECOLI	0.36	2	2	2	0			G	P
P40876	0	1	1	1	0	0	0	3	G	YCBF_ECOLI			2	0	2				P
P41036	1	1	1	1	0	0	0	4	B	NANT_ECOLI	0	2	0	0	2				P
P41441	0	1	1	1	1	0	1	5	B	GSPF_ECOLI			0	0	0	0		B	A
P41442	0	1	1	1	1	0	0	4	B	GSPG_ECOLI			0	0	0	0			A
P41443	0	1	1	1	1	0	0	4	G	GSPH_ECOLI			0	0	0	0			A
P42615	0	1	1	1	0	0	0	3	B	YQJB_ECOLI			2	2	2				P
P42619	0	1	1	1	0	0	0	3	B	YQJF_ECOLI			0	0	0				A
P42628	0	1	1	1	0	0	1	4	B	YHAO_ECOLI			2	2	2			B	P
P42630	0	1	1	1	0	0	0	3	B	TDCG_ECOLI			0	0	2				P
P42905	0	1	1	1	1	0	0	4	B	PTPC2_ECOLI			0	0	0	0			A
P42910	0	1	1	1	1	0	0	4	B	PTPC1_ECOLI			0	0	0	0			A
P42912	0	1	1	1	1	0	0	4	B	AGAI_ECOLI			2	0	2	0			P
P42913	0	1	1	1	0	0	0	3	G	YRAH_ECOLI			2	2	2				P
P42914	0	1	1	1	0	0	0	3	G	YRAI_ECOLI			0	0	0				A
P42915	0	1	1	1	0	0	0	3	H	YRAJ_ECOLI			2	2	2				P
P43319	0	1	1	1	0	0	0	3	G	YRAK_ECOLI			0	1	0				A
P43340	0	1	1	1	0	1	0	4	B	YCAK_ECOLI			0	0	0		0.024043001		L
P43672	1	1	1	1	0	1	1	6	F1	UUP_ECOLI	0.63	2	2	2			2.063967028	F1	P
P43676	0	1	1	1	1	0	0	4	B	PITB_ECOLI			0	0	0	0			A
P45394	0	1	1	1	0	0	0	3	B	YRBG_ECOLI			2	2	2				P
P45425	1	1	1	1	0	0	0	4	B	NANK_ECOLI		2	0	0	2				P
P45428	0	1	1	1	0	0	0	3	B	DCUD_ECOLI			0	0	0				A
P45464	1	1	1	1	0	1	1	6	I	YRAM_ECOLI	0.91	2	2	0	0		2.493939623	I	P
P45508	0	1	1	1	0	0	0	3	H	YFAL_ECOLI			2	2	2				P
P45522	0	1	1	1	0	0	1	4	B	KEFB_ECOLI			2	0				B	P
P45523	1	1	1	1	0	1	1	6	G	FKBA_ECOLI	1.02	2	2	2	2		12.01148278	G	P
P45539	0	1	1	1	0	0	0	3	B	FRLA_ECOLI			0	0	0				A
P45546	0	1	1	1	0	0	0	3	B	YHFT_ECOLI			1	2	2				P
P45566	0	1	1	1	0	0	1	4	B	YHDT_ECOLI			2	0	0			B	P
P45568	1	1	1	1	0	0	1	5	B	DXR_ECOLI	1	2	2	2	2			B	P
P45570	0	1	1	1	0	0	0	3	B	YBCI_ECOLI			0	0	0				A
P45750	0	1	1	1	0	0	0	3	B	YRFA_ECOLI			2	0					P
P45756	0	1	1	1	0	0	0	3	B	GSPA_ECOLI			0	0	0				A
P45757	0	1	1	1	0	0	0	3	B	GSPC_ECOLI			0	0					A
P45758	0	1	1	1	0	0	0	3	G	GSPD_ECOLI			0	0	0				A
P45759	0	1	1	1	0	0	0	3	F1	GSPE_ECOLI			0	0	0				A
P45760	0	1	1	1	0	0	0	3	G	GSPI_ECOLI			0	0	0				A
P45761	0	1	1	1	0	0	0	3	G	GSPJ_ECOLI			0	0	0				A
P45762	0	1	1	1	0	0	0	3	G	GSPK_ECOLI			0	0	0				A
P45763	0	1	1	1	0	0	0	3	B	GSPL_ECOLI			0	0	0				A
P45804	0	1	1	1	0	0	0	3	B	YHGE_ECOLI			2	2	2				P
P45955	1	1	1	1	0	1	1	6	G	YBGF_ECOLI	1.51	2	2	2	2		3.069854747	G	P
P46119	0	1	1	1	0	0	0	3	B	YBJC_ECOLI			2	2	2				P
P46122	0	1	1	1	0	0	1	4	I	YAJI_ECOLI			0	0	0			I	A
P46125	0	1	1	1	0	0	0	3	B	YEDI_ECOLI			2	2	2				P
P46133	0	1	1	1	0	0	0	3	B	ABGT_ECOLI			0	0	0				A
P46144	0	1	1	1	0	1	0	4	B	YEDJ_ECOLI			2	0	0		4.808055464		P
P46187	0	1	1	1	0	0	1	4	B	RSEC_ECOLI			2	2	2			B	P
P46474	0	1	1	1	0	0	1	4	H	YHDP_ECOLI			2	2	2			H	P
P46481	0	1	1	1	0	0	0	3	B	AAEB_ECOLI			0	0	0				A
P46923	0	1	1	1	0	0	0	3	G	TORZ_ECOLI			0	0	0				A
P52067	0	1	1	1	0	0	1	4	B	FSR_ECOLI			2	2				B	P
P52094	0	1	1	1	0	0	1	4	B	HISQ_ECOLI			2	2	2			B	P
P52101	0	1	1	1	0	0	1	4	B	YFHK_ECOLI			2	2	2			B	P
P52600	0	1	1	1	1	0	0	4	B	EMRY_ECOLI			2	2	2	0			P
P52613	0	1	1	1	1	0	0	4	F1	FLIJ_ECOLI			2	2	2	0			P
P52644	0	1	1	1	1	1	1	6	I	HSLJ_ECOLI			2	2	2	0	5.522329556	I	P
P54745	0	1	1	1	0	0	0	3	B	HRSA_ECOLI			2	0	0				P
P55140	0	1	1	1	0	0	0	3	B	YGCG_ECOLI			2	0	0				P
P55734	0	1	1	1	0	1	1	5	B	YGAP_ECOLI			2	2	2			B	P
P55914	0	0	0	0	0	0	0	0	B	YJJZ_ECOLI									E
P56100	0	0	0	0	0	0	0	0	B	YBGT_ECOLI									E
P56258	0	1	0	0	0	0	1	2	F1	WECF_ECOLI			2					F1	P
P56579	0	1	1	1	0	0	0	3	B	PTHC_ECOLI			2	2	2				P
P56580	0	1	1	1	0	0	0	3	B	PTHB_ECOLI			0	0	2				P
P56976	0	0	0	0	0	0	0	0	B	BLR_ECOLI									E
P58034	0	0	0	0	0	0	0	0	B	YMGF_ECOLI									E
P58035	0	0	0	0	0	0	0	0	F1	SGCB_ECOLI									E
P60632	0	1	1	1	0	0	1	4	B	YOHJ_ECOLI			2	0	0			B	P
P60844	0	1	1	1	1	0	0	4	B	AQPZ_ECOLI			2	0		0			P
P60872	0	1	1	1	0	0	0	3	B	YIDE_ECOLI			1	0	2				P
P62723	0	1	1	1	0	0	1	4	B	YEIH_ECOLI			2	0	0			B	P
P63235	0	1	1	1	1	0	0	4	B	GADC_ECOLI			2	2		0			P
P64429	0	1	1	1	0	0	1	4	B	YPFJ_ECOLI			2	2	2			B	P
P64432	0	1	1	1	0	0	1	4	B	YPJD_ECOLI			2	2	2			B	P
P64442	0	1	1	1	0	0	0	3	B	YCEO_ECOLI			0	0	0				A
P64448	0	1	1	1	0	0	1	4	I	YNBE_ECOLI			2	2	2			I	P
P64451	1	1	1	1	0	0	1	5	I	YDCL_ECOLI	2	2	2	2	2			I	P
P64453	0	1	1	1	0	0	0	3	B	YDCX_ECOLI			2	2	2				P
P64459	0	1	1	1	0	0	0	3	G	YNCJ_ECOLI			0	0	0				A
P64471	0	1	1	1	0	0	0	3	B	YDHI_ECOLI			2	0	2				P
P64493	0	1	1	1	0	0	1	4	I	YOAF_ECOLI			2	2	2			I	P
P64499	1	1	1	1	0	0	1	5	B	YEBO_ECOLI	0.64	2	2	2	2			B	P
P64506	0	1	1	1	0	0	1	4	G	YEBY_ECOLI			2	2	2			G	P
P64512	0	1	1	1	0	0	0	3	G	MGRB_ECOLI			2	2	2				P
P64536	0	1	1	1	0	0	0	3	B	YEIS_ECOLI			2	0					P
P64542	0	1	1	1	0	0	0	3	G	YPEC_ECOLI			0	0	0				A
P64545	0	1	1	1	0	0	1	4	B	YFGG_ECOLI			2	2	2			B	P
P64564	1	1	1	1	0	0	1	5	B	YGGT_ECOLI	0.47	2	2	2	2			B	P
P64572	0	1	1	1	0	0	0	3	B	YGHR_ECOLI			0	0	0				A
P64581	1	1	1	1	0	1	1	6	B	YQJD_ECOLI	3.84	2	2	2	2		8.881260121	B	P
P64585	0	1	1	1	0	0	1	4	B	YQJE_ECOLI			2	2	2			B	P
P64592	0	1	1	1	0	0	0	3	B	YHAI_ECOLI			0	0	0				A
P64596	1	1	1	1	0	0	1	5	I	YRAP_ECOLI	1.72	2	2	2	2			I	P
P64602	1	1	1	1	0	1	1	6	F1	MLAB_ECOLI		2	2	2	2			F1	P
P64614	0	1	1	1	0	0	0	3	G	YHCN_ECOLI			2	0	2				P
P64619	0	1	1	1	0	0	0	3	B	YHDU_ECOLI			0	2	2				P
P64622	0	1	1	1	0	0	0	3	I	YHDV_ECOLI			2	2	2				P
P64627	0	1	1	1	0	0	0	3	I	YHFL_ECOLI			2	2	2				P
P64631	0	1	1	1	0	0	1	4	B	YHFU_ECOLI			0	2	2			B	P
P64634	0	1	1	1	0	0	0	3	B	YRFC_ECOLI			0	0	0				A
P64646	0	0	0	0	0	0	0	0	B	YJDO_ECOLI									E
P65290	0	1	1	1	0	0	0	3	I	YFGH_ECOLI			0	0	0				A
P65292	0	1	1	1	0	0	1	4	I	YGDI_ECOLI			2	2	2			I	P
P65294	0	1	1	1	0	0	1	4	I	YGDR_ECOLI			2	2	2			I	P
P67127	0	1	1	1	0	0	0	3	B	YGDQ_ECOLI			0	0	0				A
P67143	0	1	1	1	0	0	0	3	B	YHGN_ECOLI			2	2	2				P
P67729	0	1	1	1	0	0	0	3	B	YFEO_ECOLI			2	0	0				P
P68699	1	1	1	1	0	0	1	5	B	ATPL_ECOLI	3.68	2	2	2	2			B	P
P69210	0	1	1	1	0	0	0	3	B	MDTI_ECOLI			2	2	2				P
P69212	0	1	1	1	0	0	0	3	B	MDTJ_ECOLI			2	2	2				P
P69367	0	1	1	1	0	0	0	3	B	MDTH_ECOLI			0	0	0				A
P69411	1	1	1	1	0	0	1	5	I	RCSF_ECOLI	0.67	2	2	2	2			I	P
P69428	1	1	1	1	0	1	1	6	B	TATA_ECOLI	7.19	2	2	2	2			B	P
P69432	0	1	1	1	0	0	0	3	B	PGAD_ECOLI			0	2	0				P
P69434	0	1	1	1	0	1	0	4	H	PGAA_ECOLI			2	2					P
P69681	0	1	1	1	0	0	0	3	B	AMTB_ECOLI			0	2	0				P
P69741	1	1	1	1	0	0	1	5	F2	MBHT_ECOLI	2.28	2	2	2	2			F2	P
P69776	1	1	1	1	0	0	1	5	I	LPP_ECOLI	17.76	2	2	2	2			I	P
P69795	0	1	1	1	1	0	0	4	F1	PTQB_ECOLI			2	2	2	0			P
P69797	1	1	1	1	0	1	1	6	F1	PTNAB_ECOLI	13.08	2	2	2	2			F1	P
P69808	0	1	1	1	0	0	0	3	G	PTFB1_ECOLI			0	0	0				A
P69811	1	1	1	1	0	0	1	5	F1	PTFAH_ECOLI	0.32	2	2	2	2			F1	P
P69816	0	1	1	1	0	1	0	4	F1	PTFB2_ECOLI			2	2	2				P
P69820	0	1	1	1	0	0	0	3	F1	ULAC_ECOLI			1	2	2				P
P69824	0	1	1	1	1	0	0	4	F1	PTMA_ECOLI			0	2		0			P
P69826	0	1	1	1	1	0	0	4	B	PTMCB_ECOLI			0	0	0	0			A
P69828	1	1	1	1	0	1	1	6	F1	PTKA_ECOLI	24.44	2	2	2	2		3.850556796	F1	P
P69831	1	1	1	1	0	0	1	5	B	PTKC_ECOLI	12.75	2	2	2	2			B	P
P69856	0	1	1	1	0	0	0	3	G	NANC_ECOLI			0	0	2				P
P69937	0	1	1	1	1	0	0	4	B	SUGE_ECOLI			0	0		0			A
P71238	0	1	1	1	0	0	0	3	B	WCAD_ECOLI			0	0	0				A
P75620	0	1	1	1	0	0	0	3	F1	YAAY_ECOLI			0	1	2				P
P75685	0	1	1	1	0	0	0	3	B	YKGB_ECOLI			2	0	0				P
P75687	0	1	1	1	0	0	0	3	G	YKGI_ECOLI			0	0	0				A
P75691	1	1	1	1	0	0	1	5	B	YAHK_ECOLI	2.42	2	2	2				B	P
P75693	0	1	1	1	0	0	0	3	B	YAHN_ECOLI			0	2	0				P
P75694	0	1	1	1	0	0	0	3	G	YAHO_ECOLI			0	2	0				P
P75712	0	1	1	1	0	0	0	3	B	ALLP_ECOLI			0	0	0				A
P75715	0	1	1	1	0	0	0	3	G	SFMH_ECOLI			0	0	0				A
P75737	0	1	1	1	0	0	0	3	I	YBFP_ECOLI			0	0	0				A
P75747	0	1	1	1	0	0	0	3	B	ABRB_ECOLI			2	1	2				P
P75748	0	1	1	1	0	0	0	3	G	YBGO_ECOLI			0	0	0				A
P75749	0	1	1	1	0	0	1	4	G	YBGP_ECOLI			0	0	0			G	A
P75750	1	1	1	1	0	0	0	4	H	YBGQ_ECOLI		2	0	0					P
P75757	0	1	1	1	0	0	0	3	B	ZITB_ECOLI			2	2	0				P
P75769	0	1	1	1	0	0	0	3	B	YBHM_ECOLI			0	0	0				A
P75770	0	1	1	1	0	0	0	3	B	YBHN_ECOLI			0	0	0				A
P75777	0	1	1	1	0	0	1	4	B	YBHG_ECOLI			2	2	2			B	P
P75783	0	1	1	1	0	0	1	4	B	YBIO_ECOLI			2	2	2			B	P
P75788	0	1	1	1	0	0	0	3	B	YBIR_ECOLI			2	2	0				P
P75798	0	1	1	1	0	0	1	4	B	GSIC_ECOLI			2	2				B	P
P75810	0	1	1	1	0	0	0	3	B	YBJJ_ECOLI			2	0	0				P
P75818	1	1	1	1	0	1	1	6	I	YBJP_ECOLI	3.63	2	2	2			2.59390804	I	P
P75826	0	1	1	1	0	0	1	4	B	YBJE_ECOLI			2	0				B	P
P75831	0	1	1	1	0	0	1	4	B	MACB_ECOLI			2	2	2			B	P
P75835	0	1	1	1	0	0	0	3	B	YCAM_ECOLI			0	2	0				P
P75851	0	1	1	1	0	0	0	3	B	SSUC_ECOLI			0	0	0				A
P75855	0	1	1	1	0	0	0	3	G	YCBQ_ECOLI			0	1					A
P75856	0	1	1	1	0	0	0	3	G	YCBR_ECOLI			0	0	0				A
P75857	0	1	1	1	0	0	0	3	H	YCBS_ECOLI			0	0	0				A
P75858	0	1	1	1	0	0	0	3	G	YCBT_ECOLI			0	0	0				A
P75859	0	1	1	1	0	0	0	3	G	YCBU_ECOLI			0	0	0				A
P75860	0	1	1	1	0	0	0	3	G	YCBV_ECOLI			0	0	0				A
P75882	0	1	1	1	0	0	0	3	G	GFCD_ECOLI			0	0	0				A
P75883	0	1	1	1	0	0	0	3	G	GFCC_ECOLI			0	0	0				A
P75884	0	1	1	1	0	0	0	3	I	GFCB_ECOLI			2	0					P
P75885	0	1	1	1	0	0	0	3	B	GFCA_ECOLI			2	2	2				P
P75892	0	1	1	1	0	0	0	3	B	RUTG_ECOLI			0	0	0				A
P75905	0	1	1	1	0	0	0	3	B	PGAC_ECOLI			0	2	0				P
P75906	0	1	1	1	0	0	0	3	I	PGAB_ECOLI			0	2	0				P
P75908	0	1	1	1	0	0	0	3	B	YCDT_ECOLI			2	2					P
P75917	0	1	1	1	0	0	0	3	G	YMDA_ECOLI			1	2	2				P
P75925	0	1	1	1	0	0	1	4	B	C56I_ECOLI			0	0	0			B	A
P75933	0	1	1	1	1	0	0	4	G	FLGA_ECOLI			2	2	2	0			P
P75937	0	1	1	1	0	0	0	3	F4	FLGE_ECOLI			2	2	2				P
P75955	0	1	1	1	0	0	0	3	B	YCFT_ECOLI			0	0	0				A
P75958	1	1	1	1	0	0	1	5	B	LOLE_ECOLI	1.15	2	2	2	2			B	P
P75961	0	1	1	1	0	0	0	3	B	YCFZ_ECOLI			0	0	0				A
P75962	0	1	1	1	0	0	0	3	B	YMFA_ECOLI			2	0					P
P76002	0	1	1	1	0	0	1	4	G	YCGK_ECOLI			2	2	2			G	P
P76007	0	1	1	1	0	0	1	4	B	CVRA_ECOLI			2	2				B	P
P76011	0	1	1	1	0	0	0	3	B	YMGE_ECOLI			2	0	0				P
P76017	0	1	1	1	0	1	0	4	H	YCGV_ECOLI			2	2	2		0.076572078		P
P76037	0	1	1	1	0	0	0	3	B	PUUP_ECOLI			0	0	0				A
P76042	0	1	1	1	0	0	0	3	I	YCJN_ECOLI			2	2	0				P
P76043	0	1	1	1	0	0	0	3	B	YCJQ_ECOLI			0	0	0				A
P76045	0	1	1	1	0	0	0	3	H	OMPG_ECOLI			0	0					A
P76076	0	1	1	1	0	0	0	3	G	YDBL_ECOLI			2	2	2				P
P76090	0	1	1	1	0	0	0	3	B	YNBA_ECOLI			0	0	0				A
P76091	0	1	1	1	0	0	1	4	B	YNBB_ECOLI			0	0	0			B	A
P76093	0	1	1	1	0	0	0	3	B	YNBD_ECOLI			0	0	0				A
P76097	0	1	1	1	0	1	0	4	B	YDCJ_ECOLI			2	2	2				P
P76103	0	1	1	1	0	0	0	3	B	YDCO_ECOLI			0	2	0				P
P76108	0	1	1	1	0	0	0	3	G	YDCS_ECOLI			0	2	0				P
P76111	0	1	1	1	0	0	0	3	B	YDCZ_ECOLI			2	2	2				P
P76115	0	1	1	1	0	0	1	4	H	YNCD_ECOLI			2	0	0			H	P
P76116	1	1	1	1	0	0	1	5	G	YNCE_ECOLI	1	2	2	2	2			G	P
P76118	0	1	1	1	0	0	0	3	B	YNCH_ECOLI			0	0	0				A
P76128	0	1	1	1	0	1	0	4	G	DDPA_ECOLI			0	2	0				P
P76136	0	1	1	1	0	0	0	3	B	YNEN_ECOLI			0	0	0				A
P76142	0	1	1	1	0	0	0	3	G	LSRB_ECOLI			2	2	0				P
P76146	0	1	1	1	0	0	0	3	B	YNEE_ECOLI			2	2	2				P
P76170	1	1	1	1	0	0	1	5	F3	YNFB_ECOLI	4.35	2	2	2	2			F3	P
P76172	0	1	1	1	0	0	0	3	G	YNFD_ECOLI			2	2	2				P
P76173	0	1	1	1	0	0	1	4	B	YNFH_ECOLI			2	2	2			B	P
P76175	0	1	1	1	0	0	0	3	B	CLCB_ECOLI			0	2					P
P76177	1	1	1	1	0	0	1	5	G	YDGH_ECOLI	2.85	2	2	2	2			G	P
P76180	0	1	1	1	0	0	0	3	B	YDGK_ECOLI			2	2	2				P
P76185	0	1	1	1	0	0	1	4	B	YDHJ_ECOLI			0	0	0			B	A
P76186	0	1	1	1	0	0	0	3	B	YDHK_ECOLI			2	2	2				P
P76190	0	1	1	1	0	0	0	3	G	YDHO_ECOLI			2	2	2				P
P76194	0	1	1	1	0	0	0	3	F1	SUFE_ECOLI			2	2					P
P76219	0	1	1	1	0	0	0	3	B	YDJX_ECOLI			0	2					P
P76220	0	1	1	1	0	0	0	3	E	YDJY_ECOLI			0	0	0				A
P76223	0	1	1	1	0	0	1	4	G	YNJB_ECOLI			2	2	0			G	P
P76224	0	1	1	1	0	0	0	3	B	YNJC_ECOLI			0	0	0				A
P76226	0	1	1	1	0	0	0	3	B	YNJF_ECOLI			2	2	2				P
P76227	0	1	1	1	0	0	0	3	G	YNJH_ECOLI			2	2	0				P
P76228	0	1	1	1	0	0	0	3	B	YNJI_ECOLI			2	0	0				P
P76230	0	1	1	1	0	0	0	3	B	YDJK_ECOLI			0	0	0				A
P76237	0	1	1	1	0	0	1	4	B	YEAJ_ECOLI			2	2	2			B	P
