Gene Name	Ordered Locus Name	VALUE	ABS_CALL	DETECTION P-VALUE	NORMALIZED BY GLOBAL INTENSITY (EXPRESSED AS PARTS PER MILLION)
yhaV	b3130	288,756	P	0,000327479	79
yhbC	b3170	1732,81	P	0,000327479	476
yhbE	b3184	459,287	P	0,000892689	126
yhbG	b3201	1649,06	P	0,000327479	453
yhbH	b3203	3941,06	P	0,000327479	1083
yhbJ	b3205	1482,59	P	0,000327479	407
yhbL	b3209	761,564	P	0,00049077	209
yhbM	b3163	4457,36	P	0,000612512	1225
yhbN	b3200	1396,47	P	0,000327479	384
yhbO	b3153	79,3969	A	0,0698779	22
yhbP	b3154	308,683	P	0,00175518	85
yhbQ	b3155	226,445	P	0,0391461	62
yhbS	b3156	390,453	P	0,036797	107
yhbT	b3157	1146,25	P	0,00049077	315
yhbU	b3158	77,7489	A	0,0990615	21
yhbV	b3159	30,8015	A	0,432352	8
yhbW	b3160	891,797	P	0,034572	245
yhbX	b3173	82,9575	A	0,0957232	23
yhbY	b3180	1139,63	P	0,000603158	313
yhbZ	b3183	849,581	P	0,015454	233
yhcA	b3215	14,3603	A	0,769849	4
yhcB	b3233	1531,95	P	0,000327479	421
yhcC	b3211	168,363	P	0,0421419	46
yhcD	b3216	90,4969	P	0,00782678	25
yhcE	b3217	106,015	P	0,00165093	29
yhcF	b3219	95,7828	A	0,140265	26
yhcG	b3220	103,698	P	0,0234132	28
yhcH	b3221	28,8086	A	0,366636	8
yhcI	b3222	112,434	A	0,296809	31
yhcJ	b3223	359,483	P	0,00795322	99
yhcK	b3226	955,525	P	0,000892689	263
yhcL	b3227	64,1452	A	0,167138	18
yhcM	b3232	291,078	P	0,00550396	80
yhcN	b3238	696,486	P	0,000603158	191
yhcO	b3239	4,23518	A	0,611787	1
yhcP	b3240	50,6417	A	0,0778177	14
yhcQ	b3241	80,9044	A	0,296809	22
yhcR	b3242	154,933	P	0,00094359	43
yhcS	b3243	300,269	P	0,000734887	83
yhdA	b3252	185,921	P	0,00459071	51
yhdE	b3248	726,904	P	0,00049077	200
yhdG	b3260	2217,03	P	0,000402638	609
yhdH	b3253	706,311	P	0,000493549	194
yhdJ	b3262	12,0622	A	0,75224	3
yhdM	b3292	235,595	P	0,00108112	65
yhdN	b3293	433,371	P	0,000892689	119
yhdP	b3245	263,561	P	0,0044925	72
yhdR	b3246	291,895	A	0,181343	80
yhdT	b3257	224,518	P	0,0373677	62
yhdU	b3263	21,4564	A	0,24776	6
yhdV	b3267	127,704	P	0,034572	35
yhdW	b3268	56,5431	A	0,181744	16
yhdX	b3269	3,5625	A	0,944116	1
yhdY	b3270	43,9573	A	0,304618	12
yhdZ	b3271	4,57459	A	0,802877	1
yheA	b3337	188,641	P	0,0178004	52
yheB	b3338	163,621	A	0,110449	45
yheD	b3323	48,5136	A	0,266065	13
yheE	b3324	8,91041	A	0,437646	2
yheF	b3325	22,9819	A	0,5	6
yheG	b3326	111,946	A	0,0990615	31
yheH	b3330	15,1186	A	0,486063	4
yheI	b3331	5,99878	A	0,929927	2
yheJ	b3332	39,0095	A	0,197123	11
yheK	b3333	59,8339	A	0,254899	16
yheL	b3343	813,368	P	0,000327479	224
yheM	b3344	1023,57	P	0,000761638	281
yheN	b3345	1134,22	P	0,00782678	312
yheO	b3346	1576	P	0,00049077	433
yheR	b3351	336,614	P	0,00143241	93
yheS	b3352	849,452	P	0,000493549	233
yheT	b3353	551,94	P	0,00143241	152
yheU	b3354	650,413	P	0,000761638	179
yhfA	b3356	1264,22	P	0,00049077	347
yhfC	b3364	376,94	P	0,000402638	104
yhfG	b3362	11,356	A	0,364945	3
yhfK	b3358	303,944	P	0,00188612	84
yhfL	b3369	37,9389	P	0,0267372	10
yhfM	b3370	4,36824	A	0,944116	1
yhfN	b3371	18,9195	A	0,801637	5
yhfO	b3372	24,6704	A	0,567648	7
yhfP	b3373	244,911	A	0,11649	67
yhfQ	b3374	148,585	A	0,197123	41
yhfR	b3375	350,795	P	0,000327479	96
yhfS	b3376	299,03	P	0,0115479	82
yhfT	b3377	119,538	M	0,0547106	33
yhfU	b3378	40,704	A	0,376576	11
yhfV	b3379	11,43	A	0,562354	3
yhfW	b3380	88,5048	P	0,036797	24
yhfX	b3381	49,3118	A	0,197123	14
yhfY	b3382	109,616	A	0,110665	30
yhfZ	b3383	128,341	A	0,135974	35
yhgA	b3411	140,167	P	0,000327479	39
yhgE	b3402	137,184	P	0,0044925	38
yhgF	b3407	1215,01	P	0,0072983	334
yhgG	b3410	155,147	A	0,153312	43
yhgH	b3413	1319,81	P	0,000327479	363
yhgI	b3414	2514,57	P	0,000327479	691
yhgJ	b3419	182,45	P	0,0129214	50
yhgN	b3434	126,245	P	0,000402638	35
yhhA	b3448	286,046	A	0,0957232	79
yhhF	b3465	358,701	P	0,000892689	99
yhhG	b3481	224,803	P	0,000327479	62
yhhH	b3483	27,4936	P	0,000327479	8
yhhI	b3484	12,2823	A	0,640625	3
yhhJ	b3485	298,448	P	0,0304463	82
yhhK	b3459	611,769	P	0,00529677	168
yhhL	b3466	157,467	P	0,0391461	43
yhhM	b3467	182,209	P	0,00782678	50
yhhN	b3468	485,538	P	0,00269283	133
yhhP	b3470	430,033	P	0,0129214	118
yhhQ	b3471	65,3098	A	0,0778177	18
yhhS	b3473	317,338	P	0,00049077	87
yhhT	b3474	115,792	P	0,00269283	32
yhhU	b3475	664,277	P	0,000892689	183
yhhW	b3439	200,145	P	0,00459071	55
yhhX	b3440	1448,36	P	0,00049077	398
yhhY	b3441	134,087	P	0,00622665	37
yhhZ	b3442	0,986307	A	0,859735	0
yhiD	b3508	35,1381	A	0,127994	10
yhiE	b3512	38,4503	P	0,0204441	11
yhiF	b3507	32,2965	A	0,181744	9
yhiH	b3486	169,535	A	0,105738	47
yhiI	b3487	629,903	P	0,00175518	173
yhiJ	b3488	14,9924	P	0,036797	4
yhiK	b3489	10,6096	A	0,633364	3
yhiL	b3490	4,76006	A	0,437646	1
yhiM	b3491	28,3923	A	0,181744	8
yhiN	b3492	174,736	P	0,036797	48
yhiO	b3494	94,0246	P	0,0497698	26
yhiP	b3496	478,809	P	0,00130539	132
yhiQ	b3497	343,754	P	0,0129214	94
yhiR	b3499	621,457	P	0,000734887	171
yhiS	b3504	0,854277	A	0,872006	0
yhiU	b3513	103,086	A	0,324781	28
yhiV	b3514	88,5256	P	0,0178004	24
yhiW	b3515	105,215	P	0,0177324	29
yhiX	b3516	56,0674	A	0,116442	15
yhjA	b3518	69,676	A	0,153312	19
yhjB	b3520	104,904	P	0,0234132	29
yhjC	b3521	171,052	P	0,034572	47
yhjD	b3522	128,063	P	0,00529677	35
yhjE	b3523	105,504	P	0,00269283	29
yhjG	b3524	143,355	A	0,165268	39
yhjH	b3525	3785,76	P	0,00049077	1040
yhjJ	b3527	528,733	P	0,000761638	145
yhjK	b3529	286,098	P	0,00379911	79
yhjL	b3530	151,783	P	0,00459071	42
yhjM	b3531	108,399	A	0,150145	30
yhjN	b3532	77,5571	A	0,304618	21
yhjO	b3533	86,6964	A	0,150145	24
yhjQ	b3534	88,5838	P	0,0196216	24
yhjR	b3535	484,801	P	0,00108112	133
yhjS	b3536	1219,07	P	0,000402638	335
yhjT	b3537	504,728	P	0,000327479	139
yhjU	b3538	156,575	P	0,034572	43
yhjV	b3539	107,381	P	0,00130539	30
yhjW	b3546	164,107	P	0,0442012	45
yhjX	b3547	959,78	P	0,000603158	264
yhjY	b3548	33,3668	A	0,432352	9
yi21	b0360	565,685	P	0,03125	155
yi21	b3044	2322,22	P	0,03125	638
yi21	b4272	2133,58	P	0,03125	586
yi22	b0361	1113,21	P	0,015625	306
yi22	b1402	949,186	P	0,00288579	261
yi22	b2860	989,727	P	0,00195313	272
yi41	b4278	135,761	P	0,0204441	37
yi5A	b3557	75,1052	M	0,0620214	21
yi81	b0016	979,017	P	0,00110886	269
yi82	b0017	331,412	P	0,000488281	91
yi91a	b0255	244,185	A	0,197123	67
yi91b	b4283	88,7884	A	0,0778177	24
yiaA	b3562	25,2148	P	0,036797	7
yiaB	b3563	2,4714	A	0,783687	1
yiaC	b3550	480,013	P	0,00320325	132
yiaD	b3552	273,601	P	0,0391461	75
yiaE	b3553	1461,79	P	0,000327479	402
yiaF	b3554	1068,92	P	0,00049077	294
yiaG	b3555	62,6243	A	0,213264	17
yiaH	b3561	7,34587	A	0,818256	2
yiaI	b3573	95,2189	A	0,216313	26
yiaJ	b3574	395,01	P	0,00315926	109
yiaK	b3575	9,17846	A	0,654528	3
yiaL	b3576	8,92769	A	0,733935	2
yiaM	b3577	9,65734	A	0,733935	3
yiaN	b3578	3,9392	A	0,802877	1
yiaO	b3579	64,2682	A	0,58986	18
yiaT	b3584	11,2695	A	0,41014	3
yiaU	b3585	161,65	P	0,0133783	44
yiaV	b3586	109,875	P	0,0115479	30
yiaW	b3587	14,1639	A	0,48748	4
yiaY	b3589	128,245	A	0,413046	35
yibA	b3594	21,6176	P	0,0133783	6
yibD	b3615	45,2412	P	0,0277665	12
yibF	b3592	548,505	P	0,00928336	151
yibG	b3596	3,91867	A	0,846688	1
yibH	b3597	149,504	P	0,0234132	41
yibI	b3598	22,5889	A	0,462489	6
yibJ	b3595	7,51097	A	0,675219	2
yibK	b3606	496,976	P	0,0072983	137
yibL	b3602	542,457	P	0,000493549	149
yibN	b3611	2267,19	P	0,00049077	623
yibO	b3612	1226,89	P	0,000327479	337
yibP	b3613	571,181	P	0,00529677	157
yibQ	b3614	199,109	P	0,034572	55
yicC	b3644	1185,52	P	0,00108112	326
yicE	b3654	65,0423	A	0,5	18
yicF	b3647	52,2808	A	0,070073	14
yicG	b3646	421,838	P	0,000892689	116
yicH	b3655	575,821	P	0,000327479	158
yicI	b3656	111,527	P	0,0480985	31
yicJ	b3657	76,947	A	0,216313	21
yicK	b3659	4,13627	A	0,695382	1
yicL	b3660	136,138	M	0,0625767	37
yicM	b3662	88,3641	A	0,0957232	24
yicN	b3663	184,038	P	0,0109718	51
yicO	b3664	84,4406	A	0,318883	23
yicP	b3665	93,5932	P	0,0391461	26
yidA	b3697	1293,65	P	0,000327479	356
yidB	b3698	156,662	P	0,0133783	43
yidC	b3705	911,362	P	0,000493549	250
yidE	b3685	281,112	M	0,0620214	77
yidF	b3674	35,4842	A	0,28503	10
yidG	b3675	66,2032	P	0,00655181	18
yidH	b3676	155,866	P	0,00143241	43
yidI	b3677	95,9973	A	0,11649	26
yidJ	b3678	85,9138	A	0,0864242	24
yidK	b3679	13,2193	A	0,745101	4
yidL	b3680	58,4784	M	0,0558844	16
yidP	b3684	92,549	A	0,197123	25
yidQ	b3688	1071,99	P	0,000327479	295
yidR	b3689	271,298	P	0,00459071	75
yidS	b3690	129,366	P	0,0115479	36
yidW	b3695	138,47	M	0,0620214	38
yidX	b3696	64,5673	A	0,105738	18
yidY	b3710	107,224	P	0,0421419	29
yidZ	b3711	111,18	P	0,0234132	31
yieC	b3720	32,9502	A	0,110449	9
yieE	b3712	637,959	P	0,000892689	175
yieF	b3713	501,692	P	0,000892689	138
yieG	b3714	344,74	P	0,00260662	95
yieH	b3715	333,567	P	0,0133783	92
yieI	b3716	46,2764	P	0,000402638	13
yieJ	b3717	138,804	P	0,00225703	38
yieK	b3718	20,2588	A	0,275462	6
yieL	b3719	9,21851	A	0,922182	3
yieM	b3745	228,827	P	0,00459071	63
yieN	b3746	289,614	P	0,00459071	80
yieO	b3754	109,951	P	0,000612512	30
yieP	b3755	1152,07	P	0,000761638	317
yifA	b3762	229,135	P	0,00143241	63
yifB	b3765	97,5803	P	0,0177324	27
yifE	b3764	886,323	P	0,0044925	244
yifK	b3795	1162,06	P	0,000327479	319
yifN	b3777	140,649	P	0,00185087	39
yigA	b3810	1378,29	P	0,000327479	379
yigB	b3812	792,988	P	0,000603158	218
yigC	b3843	1698,29	P	0,000603158	467
yigE	b3815	77,3281	A	0,275462	21
yigF	b3817	10,3662	A	0,213264	3
yigG	b3818	10,2039	A	0,703191	3
yigI	b3820	151,855	M	0,0558844	42
yigJ	b3823	234,657	P	0,00529677	64
yigK	b3824	187,694	P	0,00315926	52
yigL	b3826	904,719	P	0,0072983	249
yigM	b3827	107,463	P	0,0391461	30
yigN	b3832	267,034	P	0,000734887	73
yigP	b3834	1142,16	P	0,000402638	314
yigR	b3835	842,025	P	0,000603158	231
yigU	b3839	702,532	P	0,000402638	193
yigW	b3840	390,318	P	0,00049077	107
yigW	b3841	325,276	P	0,00185087	89
yigZ	b3848	962,514	P	0,000603158	265
yihA	b3865	1202,13	P	0,00049077	330
yihD	b3858	1524,06	P	0,00130539	419
yihE	b3859	948,328	P	0,000327479	261
yihF	b3861	75,6307	P	0,00993898	21
yihG	b3862	64,4868	P	0,00175518	18
yihI	b3866	429,624	P	0,00157146	118
yihK	b3871	2875,38	P	0,00108112	790
yihL	b3872	99,1251	P	0,0044925	27
yihM	b3873	83,2834	P	0,015454	23
yihN	b3874	4,59358	A	0,894262	1
yihO	b3876	32,7632	A	0,0864242	9
yihP	b3877	14,8986	A	0,71497	4
yihQ	b3878	117,631	A	0,0990615	32
yihR	b3879	6,78801	A	0,88351	2
yihS	b3880	29,4685	A	0,611787	8
yihT	b3881	119,389	P	0,00993898	33
yihU	b3882	13,3334	A	0,818256	4
yihV	b3883	86,3456	A	0,153312	24
yihW	b3884	331,598	P	0,000603158	91
yihX	b3885	1390,86	P	0,00049077	382
yihZ	b3887	1250,66	P	0,00175518	344
yiiD	b3888	538,89	P	0,000402638	148
yiiE	b3889	52,0414	P	0,0391461	14
yiiF	b3890	53,7382	A	0,153312	15
yiiG	b3896	32,6897	A	0,140265	9
yiiL	b3901	3,9283	A	0,859735	1
yiiM	b3910	458,664	P	0,000402638	126
yiiP	b3915	1189,13	P	0,000892689	327
yiiQ	b3920	577,533	P	0,00094359	159
yiiR	b3921	171,965	P	0,00622665	47
yiiS	b3922	305,153	P	0,0204441	84
yiiT	b3923	525,506	P	0,00529677	144
yiiU	b3928	1003,52	P	0,0044925	276
yiiX	b3937	60,1423	A	0,364945	17
yijC	b3963	1413,48	P	0,000402638	388
yijD	b3964	1040,86	P	0,00379911	286
yijE	b3943	250,521	A	0,140265	69
yijF	b3944	106,947	A	0,318883	29
yijI	b3948	5,14251	A	0,990061	1
yijO	b3954	312,632	P	0,00108112	86
yijP	b3955	1531,6	P	0,00049077	421
yjaA	b4011	26,9595	P	0,0267372	7
yjaB	b4012	76,3059	P	0,0442012	21
yjaD	b3996	587,978	P	0,000327479	162
yjaE	b3995	392,513	P	0,000761638	108
yjaG	b3999	1034,7	P	0,000402638	284
yjaH	b4001	510,902	P	0,00108112	140
yjaI	b4002	72,0842	A	0,070073	20
yjbA	b4030	212,536	P	0,000892689	58
yjbB	b4020	104,162	A	0,0864242	29
yjbC	b4022	227,945	P	0,00320325	63
yjbD	b4023	779,6	P	0,00049077	214
yjbE	b4026	15,2357	A	0,872006	4
yjbF	b4027	173,54	A	0,122747	48
yjbG	b4028	44,5394	A	0,58986	12
yjbH	b4029	95,1319	A	0,345472	26
yjbI	b4038	2,57043	A	0,633364	1
yjbJ	b4045	166,244	P	0,00188612	46
yjbK	b4046	528,815	P	0,000603158	145
yjbL	b4047	3,37907	A	0,818256	1
yjbM	b4048	20,2032	P	0,0234132	6
yjbN	b4049	241,941	P	0,00550396	66
yjbO	b4050	124,988	P	0,0072983	34
yjbQ	b4056	775,19	P	0,000327479	213
yjbR	b4057	710,199	P	0,000327479	195
yjcB	b4060	209,805	P	0,00381521	58
yjcC	b4061	78,4735	A	0,266065	22
yjcD	b4064	167,901	P	0,00852936	46
yjcE	b4065	644,327	P	0,000327479	177
yjcF	b4066	0,593128	A	0,998695	0
yjcG	b4067	118,378	P	0,00214285	33
yjcH	b4068	20,5085	A	0,388782	6
yjcO	b4078	97,2263	A	0,324781	27
yjcP	b4080	35,5914	A	0,71497	10
yjcQ	b4081	287,769	P	0,0480985	79
yjcR	b4082	82,542	A	0,318883	23
yjcS	b4083	247,615	P	0,015454	68
yjcT	b4084	129,872	P	0,0480985	36
yjcU	b4085	149,919	A	0,165268	41
yjcV	b4086	123,081	M	0,0547106	34
yjcW	b4087	73,5479	P	0,036797	20
yjcX	b4088	124,747	P	0,00260662	34
yjcZ	b4110	2446,57	P	0,00188612	672
yjdA	b4109	4395,59	P	0,000402638	1208
yjdB	b4114	43,2051	A	0,150145	12
yjdC	b4135	1092,8	P	0,000327479	300
yjdE	b4115	130,324	P	0,000402638	36
yjdF	b4121	108,437	P	0,00214285	30
yjdG	b4124	236,489	P	0,00214285	65
yjdH	b4125	218,313	P	0,000327479	60
yjdI	b4126	157,502	A	0,230151	43
yjdJ	b4127	141,355	P	0,0178004	39
yjdK	b4128	3,9753	A	0,213264	1
yjdL	b4130	128,558	P	0,0133783	35
yjeA	b4155	179,105	P	0,0115479	49
yjeB	b4178	806,561	P	0,0044925	222
yjeE	b4168	488,297	P	0,00225703	134
yjeF	b4167	515,301	P	0,00094359	142
yjeH	b4141	355,835	P	0,0072983	98
yjeI	b4144	1224,98	P	0,000327479	337
yjeJ	b4145	71,631	P	0,0267372	20
yjeK	b4146	511,578	P	0,00143241	141
yjeM	b4156	23,7792	A	0,324781	7
yjeN	b4157	7,5039	A	0,802877	2
yjeO	b4158	120,347	P	0,0044925	33
yjeP	b4159	228,16	P	0,015454	63
yjeQ	b4161	1183,03	P	0,00175518	325
yjeR	b4162	421,994	P	0,00852936	116
yjeS	b4166	259,698	P	0,0133783	71
yjeT	b4176	92,4025	A	0,197123	25
yjfA	b4223	79,5144	A	0,235169	22
yjfC	b4186	74,2728	P	0,0442012	20
yjfF	b4231	103,243	A	0,11649	28
yjfG	b4233	747,713	P	0,000402638	205
yjfH	b4180	213,994	M	0,0625767	59
yjfI	b4181	26,8763	P	0,0072983	7
yjfJ	b4182	75,8727	A	0,324781	21
yjfK	b4183	54,836	A	0,140265	15
yjfL	b4184	28,1223	A	0,105738	8
yjfM	b4185	35,4859	A	0,5	10
yjfN	b4188	125,7	A	0,34162	35
yjfO	b4189	144,859	P	0,000603158	40
yjfP	b4190	436,017	P	0,0497698	120
yjfQ	b4191	270,737	P	0,000612512	74
yjfR	b4192	31,1646	A	0,364945	9
yjfY	b4199	45,7149	A	0,181343	13
yjfZ	b4204	9,71074	A	0,71497	3
yjgA	b4234	715,457	P	0,000327479	197
yjgB	b4269	189,078	P	0,0234132	52
yjgD	b4255	2515,2	P	0,00157146	691
yjgF	b4243	3247,69	P	0,00049077	893
yjgG	b4247	11,0307	A	0,0864242	3
yjgH	b4248	88,1065	P	0,0421419	24
yjgI	b4249	77,6337	A	0,635055	21
yjgJ	b4251	137,012	M	0,0558844	38
yjgK	b4252	227,788	P	0,00379911	63
yjgL	b4253	7,96487	A	0,388213	2
yjgN	b4257	6,53004	A	0,45478	2
yjgP	b4261	478,969	P	0,00381521	132
yjgQ	b4262	189,622	P	0,00529677	52
yjgR	b4263	214,573	P	0,0072983	59
yjgW	b4274	91,0266	M	0,0625767	25
yjgX	b4275	122,922	P	0,00073689	34
yjgY	b4276	54,8778	A	0,216384	15
yjgZ	b4277	76,3757	A	0,0778177	21
yjhA	b4311	1,96586	A	0,789211	1
yjhB	b4279	26,5332	P	0,0239949	7
yjhC	b4280	47,6082	P	0,0391461	13
yjhD	b4281	53,4841	P	0,0072983	15
yjhE	b4282	14,4954	A	0,0698779	4
yjhF	b4296	75,8602	P	0,00928336	21
yjhG	b4297	55,5875	A	0,197123	15
yjhH	b4298	174,568	P	0,0277665	48
yjhI	b4299	25,083	A	0,635055	7
yjhP	b4306	150,485	P	0,0151637	41
yjhQ	b4307	10,8636	A	0,703191	3
yjhR	b4308	11,0608	A	0,28503	3
yjhS	b4309	4,93666	A	0,900939	1
yjhT	b4310	27,7745	A	0,0778177	8
yjhU	b4295	661,69	P	0,00108112	182
yjiA	b4352	494,141	P	0,000892689	136
yjiC	b4325	7,56894	A	0,567648	2
yjiD	b4326	45,5849	A	0,11649	13
yjiE	b4327	123,046	P	0,0239949	34
yjiG	b4329	139,763	P	0,00550396	38
yjiH	b4330	91,0116	P	0,036797	25
yjiI	b4331	250,749	P	0,00157146	69
yjiJ	b4332	95,5722	A	0,122747	26
yjiK	b4333	12,8462	A	0,41014	4
yjiL	b4334	28,4395	A	0,537511	8
yjiM	b4335	151,254	P	0,0421419	42
yjiN	b4336	239,53	P	0,00130539	66
yjiO	b4337	96,563	A	0,0698779	27
yjiP	b4338	65,5729	A	0,366636	18
yjiQ	b4339	128,746	P	0,00269283	35
yjiR	b4340	154,213	A	0,150145	42
yjiS	b4341	69,2413	A	0,197123	19
yjiT	b4342	173,158	P	0,034572	48
yjiU	b4343	72,2428	P	0,0239949	20
yjiW	b4347	66,2959	A	0,213264	18
yjiX	b4353	617,49	P	0,00094359	170
yjiY	b4354	244,881	P	0,00143241	67
yjiZ	b4356	286,934	P	0,000612512	79
yjjA	b4360	287,144	P	0,0206634	79
yjjB	b4363	68,1367	P	0,0421419	19
yjjG	b4374	225,981	P	0,0115479	62
yjjI	b4380	93,8666	A	0,0980255	26
yjjJ	b4385	145,495	M	0,0625767	40
yjjK	b4391	1201,33	P	0,00130539	330
yjjM	b4357	82,4224	P	0,036797	23
yjjN	b4358	63,7085	P	0,00157146	18
yjjP	b4364	140,45	P	0,034572	39
yjjQ	b4365	2,99539	A	0,437646	1
yjjT	b4371	423,101	P	0,00188612	116
yjjU	b4377	1665,97	P	0,000327479	458
yjjV	b4378	668,061	P	0,000402638	184
yjjW	b4379	73,1891	A	0,198363	20
yjjX	b4394	291,173	P	0,036797	80
yjjY	b4402	405,771	P	0,000734887	112
ykfA	b0253	64,9047	A	0,304618	18
ykfB	b0250	860,897	P	0,000612512	237
ykfC	b0258	213,03	A	0,0864242	59
ykfD	b0260	209,833	P	0,00550396	58
ykfE	b0220	405,612	P	0,00269283	111
ykfF	b0249	229,736	P	0,00622665	63
ykfG	b0247	36,6284	A	0,611787	10
ykgA	b0300	102,846	P	0,000106835	28
ykgB	b0301	114,272	P	0,00852936	31
ykgC	b0304	10,1905	A	0,65838	3
ykgD	b0305	156,987	P	0,00993898	43
ykgE	b0306	541,527	P	0,000493549	149
ykgF	b0307	133,527	P	0,0206634	37
ykgG	b0308	321,349	P	0,000734887	88
ykgH	b0310	56,1074	A	0,135974	15
ykgI	b0303	2,93228	A	0,846688	1
ykgJ	b0288	41,235	P	0,0421419	11
ykgK	b0294	11,9227	A	0,230151	3
ykgL	b0295	23,9135	A	0,167138	7
ykgM	b0296	3,78472	A	0,695382	1
ylaB	b0457	108,298	P	0,0177324	30
ylaC	b0458	942,982	P	0,000761638	259
ylaD	b0459	209,672	P	0,00269283	58
ylbA	b0515	141,393	P	0,00657518	39
ylbB	b0516	251,676	P	0,00381521	69
ylbC	b0517	3,31014	A	0,58986	1
ylbE	b0519	5,56201	A	0,922182	2
ylbF	b0520	115,847	P	0,0391461	32
ylcA	b0571	179,918	A	0,122747	49
ylcB	b0572	31,3745	A	0,167138	9
ylcC	b0573	5,25451	A	0,818256	1
ylcD	b0574	171,094	P	0,0497698	47
ylcE	b0563	61,2506	A	0,366636	17
yleA	b0661	614,844	P	0,000402638	169
yleB	b0662	404,956	P	0,000493549	111
yliG	b0835	187,448	A	0,197123	52
yliI	b0837	316,4	A	0,153312	87
yliJ	b0838	750,971	P	0,000612512	206
yljA	b0881	1562,55	P	0,000327479	429
ymbA	b0952	237,912	P	0,00379911	65
ymcA	b0984	97,8158	A	0,0778177	27
ymcB	b0985	36,4407	A	0,296809	10
ymcC	b0986	85,0916	P	0,0442012	23
ymcD	b0987	201,346	P	0,0178004	55
ymdC	b1046	78,3873	P	0,00108112	22
ymdD	b1047	92,7011	P	0,0109718	25
ymfA	b1122	74,7237	P	0,0442012	21
ymfC	b1135	355,781	P	0,000734887	98
ymfD	b1137	18,0836	A	0,304581	5
ymfE	b1138	33,758	P	0,0072983	9
ymfH	b1142	55,1145	A	0,165268	15
ymfI	b1143	244,235	P	0,000327479	67
ymfJ	b1144	44,2289	A	0,0864242	12
ymfL	b1147	16,1509	A	0,802877	4
ymfM	b1148	38,0955	A	0,105738	10
ymfN	b1149	32,8146	A	0,388213	9
ymfO	b1151	50,1456	A	0,364945	14
ymfR	b1150	56,3471	A	0,324781	15
ymgA	b1165	73,9112	P	0,00379911	20
ymgB	b1166	22,7747	P	0,00157146	6
ymgC	b1167	15,5957	M	0,0558844	4
ymgE	b1195	7,1761	A	0,695382	2
ymjA	b1295	212,638	P	0,0044925	58
ynaE	b1375	24,9155	P	0,0320196	7
ynaF	b1376	35,8371	A	0,181343	10
ynaJ	b1332	7,62432	A	0,24776	2
ynbD	b1411	71,8034	A	0,0957232	20
ynbE	b1382	120,644	P	0,000327479	33
ynbF	b1389	70,4091	P	0,0204441	19
yncB	b1449	86,3273	A	0,0778177	24
yneB	b1517	32,6832	A	0,567648	9
yneH	b1524	301,446	P	0,00269283	83
yneJ	b1526	47,9078	A	0,45478	13
ynfC	b1585	180,006	P	0,000734887	49
ynfL	b1595	247,31	P	0,00130539	68
ynfM	b1596	565,643	P	0,000892689	155
ynhA	b1679	110,832	P	0,00550396	30
ynhC	b1681	197,667	A	0,181343	54
ynhD	b1682	76,769	P	0,00655181	21
ynhE	b1683	160,548	P	0,0239949	44
ynhG	b1678	206,768	P	0,00260662	57
yniC	b1727	416,182	P	0,00269283	114
ynjA	b1753	180,105	A	0,105738	49
yoaE	b1816	114,658	A	0,110449	32
yoaF	b1793	346,814	P	0,000603158	95
yoaG	b1796	193,938	P	0,00459071	53
yodB	b1974	24,9458	M	0,0558844	7
yohC	b2135	67,0147	A	0,364945	18
yohD	b2136	320,975	P	0,000892689	88
yohF	b2137	68,2126	A	0,296809	19
yohG	b2138	109,202	A	0,24776	30
yohH	b2139	23,3249	A	0,462489	6
yohI	b2140	200,208	A	0,11649	55
yohJ	b2141	1925,2	P	0,00529677	529
yohK	b2142	1109,45	P	0,000327479	305
yohL	b2105	218,4	A	0,11649	60
yohM	b2106	10,6855	A	0,654528	3
yojH	b2210	2610,06	P	0,000402638	717
yojI	b2211	96,1736	P	0,00993898	26
yojL	b2214	330,827	P	0,0178004	91
yojN	b2216	2773,46	P	0,000603158	762
ypfH	b2473	308,523	P	0,000892689	85
ypfI	b2474	361,505	P	0,00379911	99
yphA	b2543	113,654	M	0,0625767	31
yphB	b2544	169,37	A	0,105738	47
yphC	b2545	163,545	M	0,0558844	45
yphD	b2546	177,074	P	0,00529677	49
yphE	b2547	21,5747	A	0,818657	6
yphF	b2548	63,0749	A	0,110449	17
yphG	b2549	174,421	A	0,105738	48
yphH	b2550	118,782	P	0,0044925	33
ypjA	b2647	100,031	A	0,0650668	27
ypjE	b2612	287,38	P	0,0239949	79
ypjF	b2646	3,46894	A	0,95023	1
yqaB	b2690	376,643	P	0,00459071	104
yqcB	b2791	259,912	P	0,0044925	71
yqcD	b2794	617,779	P	0,000327479	170
yqcE	b2775	28,9418	A	0,41014	8
yqeA	b2874	82,4054	A	0,0957232	23
yqeF	b2844	118,674	A	0,165268	33
yqeH	b2846	24,4207	A	0,167138	7
yqeI	b2847	32,0598	P	0,00657518	9
yqeJ	b2848	7,91719	A	0,11649	2
yqeK	b2849	1,61332	A	0,703191	0
yqfB	b2900	593,947	P	0,000493549	163
yqfE	b2915	126,948	A	0,216313	35
yqgA	b2966	190,899	P	0,0204441	52
yqgB	b2939	763,57	P	0,000402638	210
yqgC	b2940	137,767	P	0,0497698	38
yqgD	b2941	14,8099	A	0,0990615	4
yqgE	b2948	794,514	P	0,000603158	218
yqgF	b2949	584,62	P	0,000327479	161
yqhA	b3002	415,948	P	0,000761638	114
yqhC	b3010	252,521	P	0,0206634	69
yqhD	b3011	722,966	P	0,000402638	199
