From	To	To
CP001396	C4ZS55	C4ZS55_ECOBW
CP001396	C4ZTX9	C4ZTX9_ECOBW
CP001396	C4ZVX8	C4ZVX8_ECOBW
CP001396	C4ZX88	C4ZX88_ECOBW
CP001396	C4ZY28	C4ZY28_ECOBW
CP001396	C4ZZM5	C4ZZM5_ECOBW
CP001396	C5A1A2	C5A1A2_ECOBW
CP001396	C4ZR60	C4ZR60_ECOBW
CP001396	C4ZSX1	C4ZSX1_ECOBW
CP001396	C4ZUU6	C4ZUU6_ECOBW
CP001396	C4ZWN1	C4ZWN1_ECOBW
CP001396	C4ZXY9	C4ZXY9_ECOBW
CP001396	C5A045	C5A045_ECOBW
CP001396	C5A168	C5A168_ECOBW
CP001396	C4ZQ20	C4ZQ20_ECOBW
CP001396	C4ZRG3	C4ZRG3_ECOBW
CP001396	C4ZT51	C4ZT51_ECOBW
CP001396	C4ZV43	C4ZV43_ECOBW
CP001396	C4ZWT9	C4ZWT9_ECOBW
CP001396	C4ZYP4	C4ZYP4_ECOBW
CP001396	C4ZYU9	C4ZYU9_ECOBW
CP001396	C5A0S2	C5A0S2_ECOBW
CP001396	C4ZT37	C4ZT37_ECOBW
CP001396	C4ZUU4	C4ZUU4_ECOBW
CP001396	C4ZW21	C4ZW21_ECOBW
CP001396	C4ZXZ1	C4ZXZ1_ECOBW
CP001396	C4ZZE7	C4ZZE7_ECOBW
CP001396	C5A194	C5A194_ECOBW
CP001396	C4ZRL8	C4ZRL8_ECOBW
CP001396	C4ZQ74	C4ZQ74_ECOBW
CP001396	C4ZRY4	C4ZRY4_ECOBW
CP001396	C4ZSY7	C4ZSY7_ECOBW
CP001396	C4ZUI2	C4ZUI2_ECOBW
CP001396	C4ZVT5	C4ZVT5_ECOBW
CP001396	C4ZXP0	C4ZXP0_ECOBW
CP001396	C4ZZG0	C4ZZG0_ECOBW
CP001396	C4ZQ06	C4ZQ06_ECOBW
CP001396	C4ZRR5	C4ZRR5_ECOBW
CP001396	C4ZT32	C4ZT32_ECOBW
CP001396	C4ZVA5	C4ZVA5_ECOBW
CP001396	C4ZWP1	C4ZWP1_ECOBW
CP001396	C4ZXV7	C4ZXV7_ECOBW
CP001396	C4ZZR2	C4ZZR2_ECOBW
CP001396	C4ZRY1	C4ZRY1_ECOBW
CP001396	C4ZTQ3	C4ZTQ3_ECOBW
CP001396	C4ZVK9	C4ZVK9_ECOBW
CP001396	C4ZXE0	C4ZXE0_ECOBW
CP001396	C4ZZK1	C4ZZK1_ECOBW
CP001396	C5A0V5	C5A0V5_ECOBW
CP001396	C4ZQQ2	C4ZQQ2_ECOBW
CP001396	C4ZRY6	C4ZRY6_ECOBW
CP001396	C4ZUA0	C4ZUA0_ECOBW
CP001396	C4ZVY2	C4ZVY2_ECOBW
CP001396	C4ZXL0	C4ZXL0_ECOBW
CP001396	C4ZZ51	C4ZZ51_ECOBW
CP001396	C5A0V4	C5A0V4_ECOBW
CP001396	C4ZQ29	C4ZQ29_ECOBW
CP001396	C4ZS89	C4ZS89_ECOBW
CP001396	C4ZU35	C4ZU35_ECOBW
CP001396	C4ZVH7	C4ZVH7_ECOBW
CP001396	C4ZX59	C4ZX59_ECOBW
CP001396	C4ZYX0	C4ZYX0_ECOBW
CP001396	C5A0U0	C5A0U0_ECOBW
CP001396	C4ZPU8	C4ZPU8_ECOBW
CP001396	C4ZPU8	C4ZPU8_ECOBW
CP001396	C4ZPU2	C4ZPU2_ECOBW
CP001396	C4ZPU2	C4ZPU2_ECOBW
CP001396	C4ZPU2	C4ZPU2_ECOBW
CP001396	C5A1D2	C5A1D2_ECOBW
CP001396	C4ZQ73	C4ZQ73_ECOBW
CP001396	C4ZS28	C4ZS28_ECOBW
CP001396	C4ZTN7	C4ZTN7_ECOBW
CP001396	C4ZVR2	C4ZVR2_ECOBW
CP001396	C4ZX38	C4ZX38_ECOBW
CP001396	C4ZZK2	C4ZZK2_ECOBW
CP001396	C4ZQN8	C4ZQN8_ECOBW
CP001396	C4ZSB8	C4ZSB8_ECOBW
CP001396	C4ZU05	C4ZU05_ECOBW
CP001396	C4ZV38	C4ZV38_ECOBW
CP001396	C4ZWU4	C4ZWU4_ECOBW
CP001396	C4ZYJ9	C4ZYJ9_ECOBW
CP001396	C5A0H8	C5A0H8_ECOBW
CP001396	C4ZQ85	C4ZQ85_ECOBW
CP001396	C4ZRT5	C4ZRT5_ECOBW
CP001396	C4ZTT3	C4ZTT3_ECOBW
CP001396	C4ZVQ5	C4ZVQ5_ECOBW
CP001396	C4ZXL3	C4ZXL3_ECOBW
CP001396	C4ZZB1	C4ZZB1_ECOBW
CP001396	C5A141	C5A141_ECOBW
CP001396	C4ZQK5	C4ZQK5_ECOBW
CP001396	C4ZR88	C4ZR88_ECOBW
CP001396	C4ZT00	C4ZT00_ECOBW
CP001396	C4ZV47	C4ZV47_ECOBW
CP001396	C4ZWR4	C4ZWR4_ECOBW
CP001396	C4ZXR9	C4ZXR9_ECOBW
CP001396	C4ZZU5	C4ZZU5_ECOBW
CP001396	C4ZRE4	C4ZRE4_ECOBW
CP001396	C4ZTI2	C4ZTI2_ECOBW
CP001396	C4ZUX6	C4ZUX6_ECOBW
CP001396	C4ZW53	C4ZW53_ECOBW
CP001396	C4ZXS7	C4ZXS7_ECOBW
CP001396	C4ZZL4	C4ZZL4_ECOBW
CP001396	C5A144	C5A144_ECOBW
CP001396	C4ZR25	C4ZR25_ECOBW
CP001396	C4ZSY5	C4ZSY5_ECOBW
CP001396	C4ZV73	C4ZV73_ECOBW
CP001396	C4ZWX3	C4ZWX3_ECOBW
CP001396	C4ZYI2	C4ZYI2_ECOBW
CP001396	C5A0E5	C5A0E5_ECOBW
CP001396	C4ZR76	C4ZR76_ECOBW
CP001396	C4ZST8	C4ZST8_ECOBW
CP001396	C4ZUI5	C4ZUI5_ECOBW
CP001396	C4ZVV5	C4ZVV5_ECOBW
CP001396	C4ZXK4	C4ZXK4_ECOBW
CP001396	C4ZZL1	C4ZZL1_ECOBW
CP001396	C5A176	C5A176_ECOBW
CP001396	C4ZRE3	C4ZRE3_ECOBW
CP001396	C4ZT01	C4ZT01_ECOBW
CP001396	C4ZUX5	C4ZUX5_ECOBW
CP001396	C4ZWK3	C4ZWK3_ECOBW
CP001396	C4ZXF9	C4ZXF9_ECOBW
CP001396	C4ZYJ4	C4ZYJ4_ECOBW
CP001396	C5A023	C5A023_ECOBW
CP001396	C4ZQB6	C4ZQB6_ECOBW
CP001396	C4ZRZ4	C4ZRZ4_ECOBW
CP001396	C4ZTP3	C4ZTP3_ECOBW
CP001396	C4ZVP3	C4ZVP3_ECOBW
CP001396	C4ZX30	C4ZX30_ECOBW
CP001396	C4ZYQ9	C4ZYQ9_ECOBW
CP001396	C5A0P4	C5A0P4_ECOBW
CP001396	C4ZQT8	C4ZQT8_ECOBW
CP001396	C4ZS82	C4ZS82_ECOBW
CP001396	C4ZTM6	C4ZTM6_ECOBW
CP001396	C4ZVR7	C4ZVR7_ECOBW
CP001396	C4ZXG9	C4ZXG9_ECOBW
CP001396	C4ZZM0	C4ZZM0_ECOBW
CP001396	C5A1B8	C5A1B8_ECOBW
CP001396	C4ZTS2	C4ZTS2_ECOBW
CP001396	C4ZVE0	C4ZVE0_ECOBW
CP001396	C4ZWV7	C4ZWV7_ECOBW
CP001396	C4ZYM2	C4ZYM2_ECOBW
CP001396	C5A015	C5A015_ECOBW
CP001396	C4ZQ95	C4ZQ95_ECOBW
CP001396	C4ZSB1	C4ZSB1_ECOBW
CP001396	C4ZQP9	C4ZQP9_ECOBW
CP001396	C4ZSF9	C4ZSF9_ECOBW
CP001396	C4ZTJ7	C4ZTJ7_ECOBW
CP001396	C4ZV54	C4ZV54_ECOBW
CP001396	C4ZWL9	C4ZWL9_ECOBW
CP001396	C4ZYG4	C4ZYG4_ECOBW
CP001396	C5A0B2	C5A0B2_ECOBW
CP001396	C4ZQG6	C4ZQG6_ECOBW
CP001396	C4ZSD3	C4ZSD3_ECOBW
CP001396	C4ZTY6	C4ZTY6_ECOBW
CP001396	C4ZVT2	C4ZVT2_ECOBW
CP001396	C4ZX50	C4ZX50_ECOBW
CP001396	C4ZYR9	C4ZYR9_ECOBW
CP001396	C5A0D9	C5A0D9_ECOBW
CP001396	C4ZQG2	C4ZQG2_ECOBW
CP001396	C4ZSQ0	C4ZSQ0_ECOBW
CP001396	C4ZUK4	C4ZUK4_ECOBW
CP001396	C4ZWG6	C4ZWG6_ECOBW
CP001396	C4ZXX5	C4ZXX5_ECOBW
CP001396	C5A030	C5A030_ECOBW
CP001396	C5A1F3	C5A1F3_ECOBW
CP001396	C4ZR86	C4ZR86_ECOBW
CP001396	C4ZT33	C4ZT33_ECOBW
CP001396	C4ZUX0	C4ZUX0_ECOBW
CP001396	C4ZWJ8	C4ZWJ8_ECOBW
CP001396	C4ZY99	C4ZY99_ECOBW
CP001396	C4ZZS1	C4ZZS1_ECOBW
CP001396	C5A1D3	C5A1D3_ECOBW
CP001396	C4ZQQ7	C4ZQQ7_ECOBW
CP001396	C4ZT59	C4ZT59_ECOBW
CP001396	C4ZUP5	C4ZUP5_ECOBW
CP001396	C4ZW59	C4ZW59_ECOBW
CP001396	C4ZY43	C4ZY43_ECOBW
CP001396	C4ZZS3	C4ZZS3_ECOBW
CP001396	C5A1F0	C5A1F0_ECOBW
CP001396	C4ZTV4	C4ZTV4_ECOBW
CP001396	C4ZTV4	C4ZTV4_ECOBW
CP001396	C5A0Z8	C5A0Z8_ECOBW
CP001396	C4ZRA0	C4ZRA0_ECOBW
CP001396	C4ZT55	C4ZT55_ECOBW
CP001396	C4ZUX1	C4ZUX1_ECOBW
CP001396	C4ZWQ7	C4ZWQ7_ECOBW
CP001396	C4ZYI3	C4ZYI3_ECOBW
CP001396	C5A0N5	C5A0N5_ECOBW
CP001396	C4ZQ21	C4ZQ21_ECOBW
CP001396	C4ZRH8	C4ZRH8_ECOBW
CP001396	C4ZTC6	C4ZTC6_ECOBW
CP001396	C4ZUQ3	C4ZUQ3_ECOBW
CP001396	C4ZW11	C4ZW11_ECOBW
CP001396	C4ZXT4	C4ZXT4_ECOBW
CP001396	C4ZZI9	C4ZZI9_ECOBW
CP001396	C5A196	C5A196_ECOBW
CP001396	C4ZR18	C4ZR18_ECOBW
CP001396	C4ZSG9	C4ZSG9_ECOBW
CP001396	C4ZV22	C4ZV22_ECOBW
CP001396	C4ZX02	C4ZX02_ECOBW
CP001396	C4ZYG3	C4ZYG3_ECOBW
CP001396	C5A0F5	C5A0F5_ECOBW
CP001396	C4ZS22	C4ZS22_ECOBW
CP001396	C4ZTY8	C4ZTY8_ECOBW
CP001396	C4ZWA7	C4ZWA7_ECOBW
CP001396	C4ZXC4	C4ZXC4_ECOBW
CP001396	C4ZZ63	C4ZZ63_ECOBW
CP001396	C5A125	C5A125_ECOBW
CP001396	C4ZQJ3	C4ZQJ3_ECOBW
CP001396	C4ZSG0	C4ZSG0_ECOBW
CP001396	C4ZUF5	C4ZUF5_ECOBW
CP001396	C4ZVK3	C4ZVK3_ECOBW
CP001396	C4ZWY1	C4ZWY1_ECOBW
CP001396	C4ZYQ1	C4ZYQ1_ECOBW
CP001396	C5A0G2	C5A0G2_ECOBW
CP001396	C4ZQ58	C4ZQ58_ECOBW
CP001396	C4ZRU2	C4ZRU2_ECOBW
CP001396	C4ZUB2	C4ZUB2_ECOBW
CP001396	C4ZWD3	C4ZWD3_ECOBW
CP001396	C4ZY21	C4ZY21_ECOBW
CP001396	C4ZZK4	C4ZZK4_ECOBW
CP001396	C4ZQJ6	C4ZQJ6_ECOBW
CP001396	C4ZS79	C4ZS79_ECOBW
CP001396	C4ZTR3	C4ZTR3_ECOBW
CP001396	C4ZVC8	C4ZVC8_ECOBW
CP001396	C4ZWV2	C4ZWV2_ECOBW
CP001396	C4ZYR3	C4ZYR3_ECOBW
CP001396	C5A0L2	C5A0L2_ECOBW
CP001396	C4ZQP0	C4ZQP0_ECOBW
CP001396	C4ZS40	C4ZS40_ECOBW
CP001396	C4ZTW2	C4ZTW2_ECOBW
CP001396	C4ZVQ0	C4ZVQ0_ECOBW
CP001396	C4ZX62	C4ZX62_ECOBW
CP001396	C4ZY13	C4ZY13_ECOBW
CP001396	C4ZZL3	C4ZZL3_ECOBW
CP001396	C5A183	C5A183_ECOBW
CP001396	C4ZR17	C4ZR17_ECOBW
CP001396	C4ZSV8	C4ZSV8_ECOBW
CP001396	C4ZUT8	C4ZUT8_ECOBW
CP001396	C4ZWK5	C4ZWK5_ECOBW
CP001396	C4ZXX3	C4ZXX3_ECOBW
CP001396	C5A035	C5A035_ECOBW
CP001396	C5A158	C5A158_ECOBW
CP001396	C4ZQ18	C4ZQ18_ECOBW
CP001396	C4ZRF6	C4ZRF6_ECOBW
CP001396	C4ZT28	C4ZT28_ECOBW
CP001396	C4ZV34	C4ZV34_ECOBW
CP001396	C4ZWN9	C4ZWN9_ECOBW
CP001396	C4ZYL1	C4ZYL1_ECOBW
CP001396	C4ZYU7	C4ZYU7_ECOBW
CP001396	C5A0M3	C5A0M3_ECOBW
CP001396	C4ZT07	C4ZT07_ECOBW
CP001396	C4ZUU2	C4ZUU2_ECOBW
CP001396	C4ZW15	C4ZW15_ECOBW
CP001396	C4ZXU9	C4ZXU9_ECOBW
CP001396	C4ZZE4	C4ZZE4_ECOBW
CP001396	C5A173	C5A173_ECOBW
CP001396	C4ZRE8	C4ZRE8_ECOBW
CP001396	C4ZQ27	C4ZQ27_ECOBW
CP001396	C4ZRU0	C4ZRU0_ECOBW
CP001396	C4ZSY2	C4ZSY2_ECOBW
CP001396	C4ZUI1	C4ZUI1_ECOBW
CP001396	C4ZVS2	C4ZVS2_ECOBW
CP001396	C4ZXM2	C4ZXM2_ECOBW
CP001396	C4ZZE6	C4ZZE6_ECOBW
CP001396	C4ZPZ1	C4ZPZ1_ECOBW
CP001396	C4ZRF7	C4ZRF7_ECOBW
CP001396	C4ZT29	C4ZT29_ECOBW
CP001396	C4ZV75	C4ZV75_ECOBW
CP001396	C4ZWM3	C4ZWM3_ECOBW
CP001396	C4ZXT5	C4ZXT5_ECOBW
CP001396	C4ZZM3	C4ZZM3_ECOBW
CP001396	C4ZRW7	C4ZRW7_ECOBW
CP001396	C4ZTM5	C4ZTM5_ECOBW
CP001396	C4ZVH0	C4ZVH0_ECOBW
CP001396	C4ZXC0	C4ZXC0_ECOBW
CP001396	C4ZZJ9	C4ZZJ9_ECOBW
CP001396	C5A0U9	C5A0U9_ECOBW
CP001396	C4ZQL2	C4ZQL2_ECOBW
CP001396	C4ZRX9	C4ZRX9_ECOBW
CP001396	C4ZU81	C4ZU81_ECOBW
CP001396	C4ZVX2	C4ZVX2_ECOBW
CP001396	C4ZXH6	C4ZXH6_ECOBW
CP001396	C4ZZ36	C4ZZ36_ECOBW
CP001396	C5A0N9	C5A0N9_ECOBW
CP001396	C4ZQ08	C4ZQ08_ECOBW
CP001396	C4ZS36	C4ZS36_ECOBW
CP001396	C4ZU29	C4ZU29_ECOBW
CP001396	C4ZVF6	C4ZVF6_ECOBW
CP001396	C4ZX58	C4ZX58_ECOBW
CP001396	C4ZYW0	C4ZYW0_ECOBW
CP001396	C5A0N6	C5A0N6_ECOBW
CP001396	C5A151	C5A151_ECOBW
CP001396	C4ZRF0	C4ZRF0_ECOBW
CP001396	C4ZTB0	C4ZTB0_ECOBW
CP001396	C4ZV77	C4ZV77_ECOBW
CP001396	C4ZWS5	C4ZWS5_ECOBW
CP001396	C4ZYU8	C4ZYU8_ECOBW
CP001396	C4ZQA1	C4ZQA1_ECOBW
CP001396	C4ZRM1	C4ZRM1_ECOBW
CP001396	C4ZTJ6	C4ZTJ6_ECOBW
CP001396	C4ZUT9	C4ZUT9_ECOBW
CP001396	C4ZW77	C4ZW77_ECOBW
CP001396	C4ZY49	C4ZY49_ECOBW
CP001396	C4ZZN8	C4ZZN8_ECOBW
CP001396	C5A1E8	C5A1E8_ECOBW
CP001396	C4ZRB3	C4ZRB3_ECOBW
CP001396	C4ZT16	C4ZT16_ECOBW
CP001396	C4ZV94	C4ZV94_ECOBW
CP001396	C4ZX72	C4ZX72_ECOBW
CP001396	C4ZYS1	C4ZYS1_ECOBW
CP001396	C5A0P3	C5A0P3_ECOBW
CP001396	C4ZS94	C4ZS94_ECOBW
CP001396	C4ZUA9	C4ZUA9_ECOBW
CP001396	C4ZWG8	C4ZWG8_ECOBW
CP001396	C4ZXI3	C4ZXI3_ECOBW
CP001396	C4ZZB0	C4ZZB0_ECOBW
CP001396	C5A1E2	C5A1E2_ECOBW
CP001396	C4ZR12	C4ZR12_ECOBW
CP001396	C4ZSQ3	C4ZSQ3_ECOBW
CP001396	C4ZUQ4	C4ZUQ4_ECOBW
CP001396	C4ZVS7	C4ZVS7_ECOBW
CP001396	C4ZXD7	C4ZXD7_ECOBW
CP001396	C4ZYZ0	C4ZYZ0_ECOBW
CP001396	C5A0Q3	C5A0Q3_ECOBW
CP001396	C4ZQF1	C4ZQF1_ECOBW
CP001396	C4ZSA3	C4ZSA3_ECOBW
CP001396	C4ZUJ3	C4ZUJ3_ECOBW
CP001396	C4ZWG5	C4ZWG5_ECOBW
CP001396	C4ZY56	C4ZY56_ECOBW
CP001396	C4ZZU6	C4ZZU6_ECOBW
CP001396	C4ZQQ6	C4ZQQ6_ECOBW
CP001396	C4ZSE3	C4ZSE3_ECOBW
CP001396	C4ZTT4	C4ZTT4_ECOBW
CP001396	C4ZVG9	C4ZVG9_ECOBW
CP001396	C4ZWY6	C4ZWY6_ECOBW
CP001396	C4ZZ07	C4ZZ07_ECOBW
CP001396	C5A0T3	C5A0T3_ECOBW
CP001396	C4ZQW4	C4ZQW4_ECOBW
CP001396	C4ZSB7	C4ZSB7_ECOBW
CP001396	C4ZTZ3	C4ZTZ3_ECOBW
CP001396	C4ZW01	C4ZW01_ECOBW
CP001396	C4ZY75	C4ZY75_ECOBW
CP001396	C4ZZN3	C4ZZN3_ECOBW
CP001396	C4ZRE5	C4ZRE5_ECOBW
CP001396	C4ZTC0	C4ZTC0_ECOBW
CP001396	C4ZV48	C4ZV48_ECOBW
CP001396	C4ZWN8	C4ZWN8_ECOBW
CP001396	C4ZY79	C4ZY79_ECOBW
CP001396	C5A0C9	C5A0C9_ECOBW
CP001396	C5A186	C5A186_ECOBW
CP001396	C4ZQA8	C4ZQA8_ECOBW
CP001396	C4ZRI3	C4ZRI3_ECOBW
CP001396	C4ZT85	C4ZT85_ECOBW
CP001396	C4ZV96	C4ZV96_ECOBW
CP001396	C4ZWY7	C4ZWY7_ECOBW
CP001396	C4ZZB5	C4ZZB5_ECOBW
CP001396	C5A0W5	C5A0W5_ECOBW
CP001396	C4ZT60	C4ZT60_ECOBW
CP001396	C4ZUW9	C4ZUW9_ECOBW
CP001396	C4ZW68	C4ZW68_ECOBW
CP001396	C4ZY10	C4ZY10_ECOBW
CP001396	C4ZZN4	C4ZZN4_ECOBW
CP001396	C5A1C4	C5A1C4_ECOBW
CP001396	C4ZQ01	C4ZQ01_ECOBW
CP001396	C4ZRS9	C4ZRS9_ECOBW
CP001396	C4ZQC2	C4ZQC2_ECOBW
CP001396	C4ZS62	C4ZS62_ECOBW
CP001396	C4ZT74	C4ZT74_ECOBW
CP001396	C4ZUP0	C4ZUP0_ECOBW
CP001396	C4ZW16	C4ZW16_ECOBW
CP001396	C4ZY33	C4ZY33_ECOBW
CP001396	C4ZZJ5	C4ZZJ5_ECOBW
CP001396	C4ZQ32	C4ZQ32_ECOBW
CP001396	C4ZS01	C4ZS01_ECOBW
CP001396	C4ZT79	C4ZT79_ECOBW
CP001396	C4ZVD6	C4ZVD6_ECOBW
CP001396	C4ZWX5	C4ZWX5_ECOBW
CP001396	C4ZY47	C4ZY47_ECOBW
CP001396	C4ZZY6	C4ZZY6_ECOBW
CP001396	C4ZSD1	C4ZSD1_ECOBW
CP001396	C4ZTX4	C4ZTX4_ECOBW
CP001396	C4ZVP9	C4ZVP9_ECOBW
CP001396	C4ZXJ4	C4ZXJ4_ECOBW
CP001396	C4ZZN5	C4ZZN5_ECOBW
CP001396	C5A129	C5A129_ECOBW
CP001396	C4ZQW1	C4ZQW1_ECOBW
CP001396	C4ZS64	C4ZS64_ECOBW
CP001396	C4ZUM6	C4ZUM6_ECOBW
CP001396	C4ZW48	C4ZW48_ECOBW
CP001396	C4ZXN8	C4ZXN8_ECOBW
CP001396	C4ZZ75	C4ZZ75_ECOBW
CP001396	C5A120	C5A120_ECOBW
CP001396	C4ZQ86	C4ZQ86_ECOBW
CP001396	C4ZSF2	C4ZSF2_ECOBW
CP001396	C4ZU80	C4ZU80_ECOBW
CP001396	C4ZVP4	C4ZVP4_ECOBW
CP001396	C4ZXE1	C4ZXE1_ECOBW
CP001396	C4ZZ04	C4ZZ04_ECOBW
CP001396	C5A0X0	C5A0X0_ECOBW
CP001396	C5A1A1	C5A1A1_ECOBW
CP001396	C4ZPY7	C4ZPY7_ECOBW
CP001396	C4ZS00	C4ZS00_ECOBW
CP001396	C4ZTK2	C4ZTK2_ECOBW
CP001396	C4ZVP7	C4ZVP7_ECOBW
CP001396	C4ZWY4	C4ZWY4_ECOBW
CP001396	C4ZZC0	C4ZZC0_ECOBW
CP001396	C4ZQL5	C4ZQL5_ECOBW
CP001396	C4ZS50	C4ZS50_ECOBW
CP001396	C4ZTW7	C4ZTW7_ECOBW
CP001396	C4ZV12	C4ZV12_ECOBW
CP001396	C4ZWK6	C4ZWK6_ECOBW
CP001396	C4ZYF6	C4ZYF6_ECOBW
CP001396	C5A065	C5A065_ECOBW
CP001396	C4ZPZ9	C4ZPZ9_ECOBW
CP001396	C4ZRM9	C4ZRM9_ECOBW
CP001396	C4ZTK9	C4ZTK9_ECOBW
CP001396	C4ZVM5	C4ZVM5_ECOBW
CP001396	C4ZXG8	C4ZXG8_ECOBW
CP001396	C4ZZ76	C4ZZ76_ECOBW
CP001396	C5A109	C5A109_ECOBW
CP001396	C4ZQF9	C4ZQF9_ECOBW
CP001396	C4ZSR4	C4ZSR4_ECOBW
CP001396	C4ZUY8	C4ZUY8_ECOBW
CP001396	C4ZWM2	C4ZWM2_ECOBW
CP001396	C4ZXR0	C4ZXR0_ECOBW
CP001396	C4ZZM7	C4ZZM7_ECOBW
CP001396	C4ZRC8	C4ZRC8_ECOBW
CP001396	C4ZT50	C4ZT50_ECOBW
CP001396	C4ZUV0	C4ZUV0_ECOBW
CP001396	C4ZW37	C4ZW37_ECOBW
CP001396	C4ZXP3	C4ZXP3_ECOBW
CP001396	C4ZZE8	C4ZZE8_ECOBW
CP001396	C5A117	C5A117_ECOBW
CP001396	C4ZQZ6	C4ZQZ6_ECOBW
CP001396	C4ZSS3	C4ZSS3_ECOBW
CP001396	C4ZUZ3	C4ZUZ3_ECOBW
CP001396	C4ZWP3	C4ZWP3_ECOBW
CP001396	C4ZYD0	C4ZYD0_ECOBW
CP001396	C5A0A8	C5A0A8_ECOBW
CP001396	C4ZR01	C4ZR01_ECOBW
CP001396	C4ZSM4	C4ZSM4_ECOBW
CP001396	C4ZU56	C4ZU56_ECOBW
CP001396	C4ZVQ1	C4ZVQ1_ECOBW
CP001396	C4ZXF5	C4ZXF5_ECOBW
CP001396	C4ZZF3	C4ZZF3_ECOBW
CP001396	C5A122	C5A122_ECOBW
CP001396	C4ZRA5	C4ZRA5_ECOBW
CP001396	C4ZSL9	C4ZSL9_ECOBW
CP001396	C4ZUN0	C4ZUN0_ECOBW
CP001396	C4ZW94	C4ZW94_ECOBW
CP001396	C4ZXD0	C4ZXD0_ECOBW
CP001396	C4ZYH7	C4ZYH7_ECOBW
CP001396	C4ZZZ4	C4ZZZ4_ECOBW
CP001396	C4ZQ67	C4ZQ67_ECOBW
CP001396	C4ZRS6	C4ZRS6_ECOBW
CP001396	C4ZTK0	C4ZTK0_ECOBW
CP001396	C4ZVC9	C4ZVC9_ECOBW
CP001396	C4ZWZ2	C4ZWZ2_ECOBW
CP001396	C4ZYL2	C4ZYL2_ECOBW
CP001396	C5A0L9	C5A0L9_ECOBW
CP001396	C4ZQJ0	C4ZQJ0_ECOBW
CP001396	C4ZRY3	C4ZRY3_ECOBW
CP001396	C4ZTC7	C4ZTC7_ECOBW
CP001396	C4ZVK5	C4ZVK5_ECOBW
CP001396	C4ZXA8	C4ZXA8_ECOBW
CP001396	C4ZZH3	C4ZZH3_ECOBW
CP001396	C5A185	C5A185_ECOBW
CP001396	C4ZTN1	C4ZTN1_ECOBW
CP001396	C4ZVC3	C4ZVC3_ECOBW
CP001396	C4ZWJ4	C4ZWJ4_ECOBW
CP001396	C4ZY80	C4ZY80_ECOBW
CP001396	C4ZZV2	C4ZZV2_ECOBW
CP001396	C4ZQ70	C4ZQ70_ECOBW
CP001396	C4ZS68	C4ZS68_ECOBW
CP001396	C4ZQK7	C4ZQK7_ECOBW
CP001396	C4ZSD4	C4ZSD4_ECOBW
CP001396	C4ZTD6	C4ZTD6_ECOBW
CP001396	C4ZV08	C4ZV08_ECOBW
CP001396	C4ZWG1	C4ZWG1_ECOBW
CP001396	C4ZYC8	C4ZYC8_ECOBW
CP001396	C4ZZZ7	C4ZZZ7_ECOBW
CP001396	C4ZQD0	C4ZQD0_ECOBW
CP001396	C4ZSA0	C4ZSA0_ECOBW
CP001396	C4ZTU5	C4ZTU5_ECOBW
CP001396	C4ZVL0	C4ZVL0_ECOBW
CP001396	C4ZX12	C4ZX12_ECOBW
CP001396	C4ZYL5	C4ZYL5_ECOBW
CP001396	C5A080	C5A080_ECOBW
CP001396	C4ZQ79	C4ZQ79_ECOBW
CP001396	C4ZSM9	C4ZSM9_ECOBW
CP001396	C4ZU36	C4ZU36_ECOBW
CP001396	C4ZW84	C4ZW84_ECOBW
CP001396	C4ZXW0	C4ZXW0_ECOBW
CP001396	C4ZZY1	C4ZZY1_ECOBW
CP001396	C5A1C6	C5A1C6_ECOBW
CP001396	C4ZR52	C4ZR52_ECOBW
CP001396	C4ZSZ3	C4ZSZ3_ECOBW
CP001396	C4ZUU7	C4ZUU7_ECOBW
CP001396	C4ZWG9	C4ZWG9_ECOBW
CP001396	C4ZY11	C4ZY11_ECOBW
CP001396	C4ZZI3	C4ZZI3_ECOBW
CP001396	C5A199	C5A199_ECOBW
CP001396	C4ZQJ9	C4ZQJ9_ECOBW
CP001396	C4ZST7	C4ZST7_ECOBW
CP001396	C4ZT26	C4ZT26_ECOBW
CP001396	C4ZUI6	C4ZUI6_ECOBW
CP001396	C4ZVZ1	C4ZVZ1_ECOBW
CP001396	C4ZXV2	C4ZXV2_ECOBW
CP001396	C4ZZG5	C4ZZG5_ECOBW
CP001396	C5A161	C5A161_ECOBW
CP000948	B1XHL4	AAEX_ECODH
CP000948	B1XF88	ADD_ECODH
CP000948	B1XC50	APAH_ECODH
CP000948	B1XBC5	ARLY_ECODH
CP000948	B1X893	CCME_ECODH
CP000948	B1XF57	CLCB_ECODH
CP000948	B1XFC2	FETP_ECODH
CP000948	B1XFK5	GPMB_ECODH
CP000948	B1XG57	HLDE_ECODH
CP000948	B1XG19	IHFA_ECODH
CP000948	B1XBK3	ISPZ_ECODH
CP000948	B1X850	KCY_ECODH
CP000948	B1XC48	KEFC_ECODH
CP000948	B1X6K1	KEFG_ECODH
CP000948	B1X980	LIGB_ECODH
CP000948	B1XBF2	LSPA_ECODH
CP000948	B1XEA3	LSRD_ECODH
CP000948	B1XEA6	LSRG_ECODH
CP000948	B1X9G6	MDTG_ECODH
CP000948	B1XA98	MURR_ECODH
CP000948	B1XHJ6	NANE_ECODH
CP000948	B1X8Z8	NUOCD_ECODH
CP000948	B1XF04	NUSB_ECODH
CP000948	B1XAP5	PTH_ECODH
CP000948	B1XGX9	RBFA_ECODH
CP000948	B1XB68	RHAM_ECODH
