Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK1298:JW1296:b1303	pspF	DNA-binding transcriptional activator	 	1369626	1368649	Chromosome Escherichia coli W3110	
ECK1299:JW1297:b1304	pspA	regulatory protein for phage-shock-protein operon	 	1369793	1370461	Chromosome Escherichia coli W3110	
ECK1301:JW1299:b1306	pspC	transcriptional activator	 	1370739	1371098	Chromosome Escherichia coli W3110	
ECK1303:JW1301:b1308	pspE	thiosulfate:cyanide sulfurtransferase	 	1371403	1371717	Chromosome Escherichia coli W3110	
ECK1317:JW1314:b1321	ycjX	conserved hypothetical protein with nucleoside triphosphate hydrolase domain	 	1385831	1387228	Chromosome Escherichia coli W3110	
ECK1318:JW1315:b1322	ycjF	conserved inner membrane protein	 	1387225	1388286	Chromosome Escherichia coli W3110	
ECK1319:JW1316:b1323	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding	 	1388434	1389975	Chromosome Escherichia coli W3110	
ECK1320:JW1317:b1324	tpx	lipid hydroperoxide peroxidase	 	1390525	1390019	Chromosome Escherichia coli W3110	
ECK1321:JW1318:b1325	ycjG	L-Ala-D/L-Glu epimerase	 	1390644	1391609	Chromosome Escherichia coli W3110	
ECK1327:JW1323:b1330	ynaI	conserved inner membrane protein	 	1397636	1396605	Chromosome Escherichia coli W3110	
ECK1328:JW1326:b1332	ynaJ	predicted inner membrane protein	 	1399079	1399336	Chromosome Escherichia coli W3110	
ECK1329:JW1327:b1333	uspE	stress-induced protein	 	1400336	1399386	Chromosome Escherichia coli W3110	
ECK1337:JW1334:b1340	ydaL	conserved hypothetical protein	 	1407693	1408256	Chromosome Escherichia coli W3110	
ECK1339:JW1336:b1342	ydaN	predicted Zn(II) transporter	 	1409764	1410747	Chromosome Escherichia coli W3110	
ECK1340:JW1337:b1343	dbpA	ATP-dependent RNA helicase specific for 23S rRNA	 	1411225	1412598	Chromosome Escherichia coli W3110	
ECK1341:JW1338:b1344	ydaO	predicted C32 tRNA thiolase	 	1413662	1412727	Chromosome Escherichia coli W3110	
ECK1371:JW1370:b1376	uspF	stress-induced protein, ATP-binding protein	 	1437333	1436899	Chromosome Escherichia coli W3110	
ECK1374:JW1372:b1378	ydbK	fused predicted Fe-S subunit of pyruvate-flavodoxin oxidoreductase	 	1442498	1438974	Chromosome Escherichia coli W3110	
ECK1377:JW1375:b1380	ldhA	fermentative D-lactate dehydrogenase, NAD-dependent	 	1444557	1443568	Chromosome Escherichia coli W3110	
ECK1378:JW1376:b1381	ydbH	hypothetical protein	 	1444765	1447404	Chromosome Escherichia coli W3110	
ECK1406:JW5905:b1413	hrpA	ATP-dependent helicase	 	1484832	1488677	Chromosome Escherichia coli W3110	
ECK1407:JW1411:b1414	ydcF	conserved hypothetical protein	 	1488949	1489749	Chromosome Escherichia coli W3110	
ECK1456:JW1457:b1462	yddH	conserved hypothetical protein	 	1535565	1534996	Chromosome Escherichia coli W3110	
ECK1457:JW1458:b1463	nhoA	N-hydroxyarylamine O-acetyltransferase	 	1535738	1536583	Chromosome Escherichia coli W3110	
ECK1461:JW1462:b1467	narY	nitrate reductase 2 (NRZ), beta subunit	 	1540567	1539023	Chromosome Escherichia coli W3110	
ECK1462:JW1463:b1468	narZ	nitrate reductase 2 (NRZ), alpha subunit	 	1544304	1540564	Chromosome Escherichia coli W3110	
ECK1463:JW1464:b1469	narU	nitrate/nitrite transporter	 	1545774	1544386	Chromosome Escherichia coli W3110	
ECK1467:JW1469:b1473	yddG	predicted methyl viologen efflux pump	 	1548826	1548002	Chromosome Escherichia coli W3110	
ECK1470:JW1472:b1476	fdnI	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible	 	1553052	1553705	Chromosome Escherichia coli W3110	
ECK1473:JW5238:b1479	sfcA	malate dehydrogenase, NAD-requiring	 	1557383	1555686	Chromosome Escherichia coli W3110	
ECK1475:JW5239:b1481	bdm	biofilm-dependent modulation protein	 	1557994	1557779	Chromosome Escherichia coli W3110	
ECK1476:JW1477:b1482	osmC	osmotically inducible, stress-inducible membrane protein	 	1558339	1558770	Chromosome Escherichia coli W3110	
ECK1485:JW1486:b1491	yddW	predicted liprotein	 	1570537	1569218	Chromosome Escherichia coli W3110	
ECK1487:JW1488:b1493	gadB	glutamate decarboxylase B, PLP-dependent	 	1573759	1572359	Chromosome Escherichia coli W3110	
ECK1491:JW1492:b1497	ydeM	conserved hypothetical protein	 	1582504	1581347	Chromosome Escherichia coli W3110	
ECK1493:JW1494:b1499	ydeO	predicted DNA-binding transcriptional acfivator	 	1585401	1584640	Chromosome Escherichia coli W3110	
ECK1494:JW1495:b1501	ydeP	predicted oxidoreductase	 	1588200	1585921	Chromosome Escherichia coli W3110	
ECK1518:JW5247:b1525	yneI	predicted aldehyde dehydrogenase	 	1616417	1615029	Chromosome Escherichia coli W3110	
ECK1522:JW1522:b1529	marC	predicted transporter	 	1620622	1619957	Chromosome Escherichia coli W3110	
ECK1523:JW5248:b1530	marR	DNA-binding transcriptional repressor	 	1620834	1621268	Chromosome Escherichia coli W3110	
ECK1524:JW5249:b1531	marA	DNA-binding transcriptional dual regulator	 	1621288	1621671	Chromosome Escherichia coli W3110	
ECK1526:JW5250:b1533	eamA	cysteine and O-acetyl-L-serine efflux system	 	1622851	1621952	Chromosome Escherichia coli W3110	
ECK1528:JW1528:b1535	ydeH	conserved hypothetical protein	 	1625564	1624674	Chromosome Escherichia coli W3110	
ECK1531:JW1531:b1538	dcp	dipeptidyl carboxypeptidase II	 	1629094	1627049	Chromosome Escherichia coli W3110	
ECK1532:JW1532:b1539	ydfG	L-allo-threonine dehydrogenase, NAD(P)-binding	 	1629231	1629977	Chromosome Escherichia coli W3110	
ECK1533:JW1533:b1540	ydfH	predicted DNA-binding transcriptional regulator	 	1630066	1630752	Chromosome Escherichia coli W3110	
ECK1535:JW1535:b1542	ydfI	predicted mannonate dehydrogenase	 	1632627	1631167	Chromosome Escherichia coli W3110	
ECK1577:JW1574:b1582	ynfA	conserved inner membrane protein	 	1657387	1657061	Chromosome Escherichia coli W3110	
ECK1579:JW1576:b1584	speG	spermidine N1-acetyltransferase	 	1657898	1658458	Chromosome Escherichia coli W3110	
ECK1580:JW5258:b1585	ynfC	lipoprotein, putative	 	1659171	1658461	Chromosome Escherichia coli W3110	
ECK1584:JW1581:b1589	ynfG	oxidoreductase, Fe-S subunit	 	1664704	1665321	Chromosome Escherichia coli W3110	
ECK1586:JW5262:b1591	dmsD	twin-argninine leader-binding protein for DmsA and TorA	 	1666220	1666834	Chromosome Escherichia coli W3110	
ECK1588:JW5264:b1593	ynfK	predicted dethiobiotin synthetase	 	1668933	1668238	Chromosome Escherichia coli W3110	
ECK1589:JW1586:b1594	dgsA	DNA-binding transcriptional repressor	 	1670278	1669058	Chromosome Escherichia coli W3110	
ECK1590:JW1587:b1595	ynfL	predicted DNA-binding transcriptional regulator	 	1671306	1670413	Chromosome Escherichia coli W3110	
ECK1591:JW1588:b1596	ynfM	predicted transporter	 	1671413	1672666	Chromosome Escherichia coli W3110	
ECK1593:JW1590:b1598	ydgD	predicted peptidase	 	1673674	1674495	Chromosome Escherichia coli W3110	
ECK1597:JW1594:b1602	pntB	pyridine nucleotide transhydrogenase, beta subunit	 	1678074	1676686	Chromosome Escherichia coli W3110	
ECK1598:JW1595:b1603	pntA	pyridine nucleotide transhydrogenase, alpha subunit	 	1679617	1678085	Chromosome Escherichia coli W3110	
ECK1600:JW1597:b1605	ydgI	predicted arginine/ornithine antiporter transporter	 	1681271	1682653	Chromosome Escherichia coli W3110	
ECK1601:JW1598:b1606	folM	dihydrofolate reductase isozyme	 	1682690	1683412	Chromosome Escherichia coli W3110	
ECK1602:JW1599:b1607	ydgC	conserved inner membrane protein associated with alginate biosynthesis	 	1683744	1683409	Chromosome Escherichia coli W3110	
ECK1603:JW1600:b1608	rstA	DNA-bindng response regulator in two-component regulatory system with RstB	 	1683864	1684592	Chromosome Escherichia coli W3110	
ECK1604:JW1601:b1609	rstB	sensory histidine kinase in two-component regulatory system with RstA	 	1684596	1685897	Chromosome Escherichia coli W3110	
ECK1605:JW1602:b1610	tus	inhibitor of replication at Ter, DNA-binding protein	 	1685973	1686902	Chromosome Escherichia coli W3110	
ECK1606:JW1603:b1611	fumC	fumarate hydratase (fumarase C), aerobic Class II	 	1688302	1686899	Chromosome Escherichia coli W3110	
ECK1607:JW1604:b1612	fumA	aerobic Class I fumarate hydratase	 	1690091	1688445	Chromosome Escherichia coli W3110	
ECK1608:JW1605:b1613	manA	mannose-6-phosphate isomerase	 	1690290	1691465	Chromosome Escherichia coli W3110	
ECK1609:JW1606:b1614	ydgA	conserved hypothetical protein	 	1691566	1693074	Chromosome Escherichia coli W3110	
ECK1612:JW1609:b1617	uidA	beta-D-glucuronidase	 	1697785	1695974	Chromosome Escherichia coli W3110	
ECK1613:JW1610:b1618	uidR	DNA-binding transcriptional repressor	 	1698766	1698176	Chromosome Escherichia coli W3110	
ECK1614:JW1611:b1619	hdhA	7alpha-hydroxysteroid dehydrogenase, NAD-dependent	 	1699754	1698987	Chromosome Escherichia coli W3110	
ECK1617:JW1614:b1622	malY	bifunctional beta-cystathionase, PLP-dependent and regulator of maltose regulon	 	1702671	1703843	Chromosome Escherichia coli W3110	
ECK1618:JW1615:b1623	add	adenosine deaminase	 	1703947	1704948	Chromosome Escherichia coli W3110	
ECK1619:JW5265:b1624	ydgJ	predicted oxidoreductase	 	1706022	1704982	Chromosome Escherichia coli W3110	
ECK1623:JW1619:b1627	rsxA	predicted inner membrane subunit	 	1707481	1708062	Chromosome Escherichia coli W3110	
ECK1624:JW1620:b1628	rsxB	predicted iron-sulfur protein	 	1708062	1708640	Chromosome Escherichia coli W3110	
ECK1626:JW1622:b1630	rsxD	predicted inner membrane oxidoreductase	 	1710856	1711914	Chromosome Escherichia coli W3110	
ECK1627:JW1623:b1631	rsxG	predicted oxidoreductase	 	1711918	1712538	Chromosome Escherichia coli W3110	
ECK1629:JW1625:b1633	nth	DNA glycosylase and apyrimidinic (AP) lyase	 	1713237	1713872	Chromosome Escherichia coli W3110	
ECK1630:JW1626:b1634	ydgR	predicted transporter	 	1714483	1715985	Chromosome Escherichia coli W3110	
ECK1631:JW1627:b1635	gst	glutathionine S-transferase	 	1716091	1716696	Chromosome Escherichia coli W3110	
ECK1632:JW1628:b1636	pdxY	pyridoxal kinase 2/pyridoxine kinase	 	1717603	1716740	Chromosome Escherichia coli W3110	
ECK1634:JW1630:b1638	pdxH	pyridoxine 5-phosphate oxidase	 	1719721	1719065	Chromosome Escherichia coli W3110	
ECK1636:JW1632:b1640	ydhH	conserved hypothetical protein	 	1721316	1720207	Chromosome Escherichia coli W3110	
ECK1638:JW5267:b1642	slyA	DNA-binding transcriptional activator	 	1722538	1722104	Chromosome Escherichia coli W3110	
ECK1642:JW1638:b1646	sodC	superoxide dismutase, Cu, Zn	 	1726369	1725848	Chromosome Escherichia coli W3110	
ECK1643:JW1639:b1647	ydhF	predicted oxidoreductase	 	1727346	1726450	Chromosome Escherichia coli W3110	
ECK1645:JW5874:b1649	ydhM	predicted DNA-binding transcriptional regulator	 	1727821	1728336	Chromosome Escherichia coli W3110	
ECK1646:JW1642:b1650	nemA	N-ethylmaleimide reductase, FMN-linked	 	1728373	1729470	Chromosome Escherichia coli W3110	
ECK1647:JW1643:b1651	gloA	glyoxalase I, Ni-dependent	 	1729551	1729958	Chromosome Escherichia coli W3110	
ECK1648:JW1644:b1652	rnt	ribonuclease T (RNase T)	 	1730061	1730708	Chromosome Escherichia coli W3110	
ECK1650:JW1646:b1654	ydhD	conserved hypothetical protein	 	1735815	1735468	Chromosome Escherichia coli W3110	
ECK1652:JW1648:b1656	sodB	superoxide dismutase, Fe	 	1737092	1737673	Chromosome Escherichia coli W3110	
ECK1655:JW1651:b1659	ydhB	predicted DNA-binding transcriptional regulator	 	1741512	1740580	Chromosome Escherichia coli W3110	
ECK1657:JW1653:b1661	cfa	cyclopropane fatty acyl phospholipid synthase	 	1743127	1744275	Chromosome Escherichia coli W3110	
ECK1658:JW1654:b1662	ribC	riboflavin synthase, alpha subunit	 	1744956	1744315	Chromosome Escherichia coli W3110	
ECK1659:JW1655:b1663	mdtK	multidrug efflux system transporter	 	1745171	1746544	Chromosome Escherichia coli W3110	
ECK1660:JW1656:b1664	ydhQ	conserved hypothetical protein	 	1747841	1746585	Chromosome Escherichia coli W3110	
ECK1665:JW1659:b1669	ydhT	conserved hypothetical protein	 	1751273	1750461	Chromosome Escherichia coli W3110	
ECK1670:JW1664:b1674	ydhY	predicted 4Fe-4S ferridoxin-type protein	 	1756191	1755565	Chromosome Escherichia coli W3110	
ECK1672:JW1666:b1676	pykF	pyruvate kinase I	 	1757412	1758824	Chromosome Escherichia coli W3110	
ECK1674:JW1668:b1678	ynhG	conserved hypothetical protein	 	1760439	1759435	Chromosome Escherichia coli W3110	
ECK1676:JW1670:b1680	sufS	selenocysteine lyase, PLP-dependent	 	1762237	1761017	Chromosome Escherichia coli W3110	
ECK1677:JW1671:b1681	sufD	component of SufBCD complex	 	1763505	1762234	Chromosome Escherichia coli W3110	
ECK1678:JW1672:b1682	sufC	component of SufBCD complex, ATP-binding component of ABC superfamily	 	1764226	1763480	Chromosome Escherichia coli W3110	
ECK1679:JW5273:b1683	sufB	component of SufBCD complex	 	1765723	1764236	Chromosome Escherichia coli W3110	
ECK1680:JW1674:b1684	sufA	Fe-S cluster assembly protein	 	1766100	1765732	Chromosome Escherichia coli W3110	
ECK1682:JW1675:b1685	ydiH	hypothetical protein	 	1766917	1766648	Chromosome Escherichia coli W3110	
ECK1683:JW1676:b1686	ydiI	conserved hypothetical protein	 	1767346	1766936	Chromosome Escherichia coli W3110	
ECK1684:JW1677:b1687	ydiJ	predicted FAD-linked oxidoreductase	 	1770399	1767343	Chromosome Escherichia coli W3110	
ECK1689:JW5274:b1691	ydiN	predicted transporter	 	1774226	1775491	Chromosome Escherichia coli W3110	
ECK1690:JW1682:b1692	ydiB	quinate/shikimate 5-dehydrogenase, NAD(P)-binding	 	1775503	1776369	Chromosome Escherichia coli W3110	
ECK1691:JW1683:b1693	aroD	3-dehydroquinate dehydratase	 	1776400	1777158	Chromosome Escherichia coli W3110	
ECK1694:JW1686:b1696	ydiP	predicted DNA-binding transcriptional regulator	 	1781015	1780104	Chromosome Escherichia coli W3110	
ECK1695:JW5276:b1697	ydiQ	conserved hypothetical protein	 	1781331	1782095	Chromosome Escherichia coli W3110	
ECK1696:JW1688:b1698	ydiR	predicted electron transfer flavoprotein, FAD-binding	 	1782115	1783053	Chromosome Escherichia coli W3110	
ECK1697:JW1689:b1699	ydiS	predicted oxidoreductase, FAD/NAD(P)-binding domain	 	1783109	1784398	Chromosome Escherichia coli W3110	
ECK1698:JW1690:b1700	ydiT	predicted 4Fe-4S ferredoxin-type protein	 	1784395	1784688	Chromosome Escherichia coli W3110	
ECK1699:JW5910:b1701	ydiD	short chain acyl-CoA synthetase, anaerobic	 	1784691	1786391	Chromosome Escherichia coli W3110	
ECK1700:JW1692:b1702	pps	phosphoenolpyruvate synthase	 	1788826	1786448	Chromosome Escherichia coli W3110	
ECK1701:JW1693:b1703	ydiA	conserved hypothetical protein	 	1789159	1789992	Chromosome Escherichia coli W3110	
ECK1702:JW1694:b1704	aroH	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible	 	1790149	1791195	Chromosome Escherichia coli W3110	
ECK1706:JW1698:b1708	nlpC	predicted lipoprotein	 	1794445	1793981	Chromosome Escherichia coli W3110	
ECK1707:JW1699:b1709	btuD	vitamin B12 transporter subunit	 	1795272	1794523	Chromosome Escherichia coli W3110	
ECK1708:JW1700:b1710	btuE	predicted glutathione peroxidase	 	1795823	1795272	Chromosome Escherichia coli W3110	
ECK1712:JW5277:b1714	pheS	phenylalanine tRNA synthetase, alpha subunit	 	1800656	1799673	Chromosome Escherichia coli W3110	
ECK1717:JW1709:b1719	thrS	threonyl-tRNA synthetase	 	1804284	1802356	Chromosome Escherichia coli W3110	
ECK1720:JW1711:b1722	ydiY	conserved hypothetical protein	 	1807797	1807039	Chromosome Escherichia coli W3110	
ECK1721:JW5280:b1723	pfkB	6-phosphofructokinase II	 	1808084	1809013	Chromosome Escherichia coli W3110	
ECK1722:JW1713:b1724	ydiZ	hypothetical protein	 	1809114	1809404	Chromosome Escherichia coli W3110	
ECK1723:JW1714:b1725	yniA	predicted phosphotransferase/kinase	 	1809510	1810370	Chromosome Escherichia coli W3110	
ECK1724:JW1715:b1726	yniB	predicted inner membrane protein	 	1810947	1810411	Chromosome Escherichia coli W3110	
ECK1725:JW1716:b1727	yniC	predicted hydrolase	 	1811094	1811762	Chromosome Escherichia coli W3110	
ECK1726:JW5281:b1728	ydjM	predicted inner membrane protein regulated by LexA	 	1811925	1812515	Chromosome Escherichia coli W3110	
ECK1729:JW1720:b1731	cedA	cell division modulator	 	1815398	1815135	Chromosome Escherichia coli W3110	
ECK1730:JW1721:b1732	katE	hydroperoxidase HPII(III)	 	1815581	1817842	Chromosome Escherichia coli W3110	
ECK1731:JW1722:b1733	chbG	conserved hypothetical protein	 	1818849	1818100	Chromosome Escherichia coli W3110	
ECK1732:JW1723:b1734	chbF	cryptic phospho-beta-glucosidase, NAD(P)-binding	 	1820214	1818862	Chromosome Escherichia coli W3110	
ECK1733:JW1724:b1735	chbR	DNA-binding transcriptional dual regulator	 	1821161	1820319	Chromosome Escherichia coli W3110	
ECK1734:JW1725:b1736	chbA	N,N-diacetylchitobiose-specific enzyme IIA component of PTS	 	1821519	1821169	Chromosome Escherichia coli W3110	
ECK1735:JW1726:b1737	chbC	N,N-diacetylchitobiose-specific enzyme IIC component of PTS	 	1822928	1821570	Chromosome Escherichia coli W3110	
ECK1737:JW1728:b1739	osmE	DNA-binding transcriptional regulator	 	1823970	1823632	Chromosome Escherichia coli W3110	
ECK1738:JW1729:b1740	nadE	NAD synthetase, NH3/glutamine-dependent	 	1824172	1824999	Chromosome Escherichia coli W3110	
ECK1739:JW1730:b1741	ydjQ	endonuclease of nucleotide excision repair	 	1825229	1826116	Chromosome Escherichia coli W3110	
ECK1740:JW1731:b1742	ydjR	conserved hypothetical protein	 	1826651	1826076	Chromosome Escherichia coli W3110	
ECK1742:JW1733:b1744	astE	succinylglutamate desuccinylase	 	1828637	1827669	Chromosome Escherichia coli W3110	
ECK1743:JW1734:b1745	astB	succinylarginine dihydrolase	 	1829973	1828630	Chromosome Escherichia coli W3110	
ECK1745:JW1736:b1747	astA	arginine succinyltransferase	 	1832479	1831445	Chromosome Escherichia coli W3110	
ECK1746:JW1737:b1748	astC	succinylornithine transaminase, PLP-dependent	 	1833696	1832476	Chromosome Escherichia coli W3110	
ECK1747:JW1738:b1749	xthA	exonuclease III	 	1834142	1834948	Chromosome Escherichia coli W3110	
ECK1750:JW1741:b1752	ydjZ	conserved inner membrane protein	 	1836522	1837229	Chromosome Escherichia coli W3110	
ECK1751:JW1742:b1753	ynjA	conserved hypothetical protein	 	1837229	1837777	Chromosome Escherichia coli W3110	
ECK1755:JW5287:b1757	ynjE	predicted thiosulfate sulfur transferase	 	1841181	1842488	Chromosome Escherichia coli W3110	
ECK1757:JW1748:b1759	nudG	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase	 	1843204	1843611	Chromosome Escherichia coli W3110	
ECK1759:JW1750:b1761	gdhA	glutamate dehydrogenase, NADP-specific	 	1844085	1845428	Chromosome Escherichia coli W3110	
ECK1761:JW1752:b1763	topB	DNA topoisomerase III	 	1848674	1846713	Chromosome Escherichia coli W3110	
ECK1762:JW1753:b1764	selD	selenophosphate synthase	 	1849722	1848679	Chromosome Escherichia coli W3110	
ECK1763:JW1754:b1765	ydjA	predicted oxidoreductase	 	1850390	1849839	Chromosome Escherichia coli W3110	
ECK1764:JW1755:b1766	sppA	protease IV	 	1850551	1852407	Chromosome Escherichia coli W3110	
ECK1765:JW1756:b1767	ansA	cytoplasmic L-asparaginase I	 	1852574	1853590	Chromosome Escherichia coli W3110	
