LPT_ECOLI	AP_000665.1
YRFD_ECOLI	AP_004395.1
YRFC_ECOLI	AP_004396.1
YRFB_ECOLI	AP_004397.1
YRFA_ECOLI	AP_004398.1
HOFQ_ECOLI	AP_004399.1
AROK_ECOLI	AP_004400.1
AROB_ECOLI	AP_004401.1
DAMX_ECOLI	AP_004402.1
DMA_ECOLI	AP_004403.1
RPE_ECOLI	AP_004404.1
GPH_ECOLI	AP_004405.1
SYW_ECOLI	AP_004406.1
YHFZ_ECOLI	AP_004407.1
YHFY_ECOLI	AP_004408.1
YHFX_ECOLI	AP_004409.1
YHFW_ECOLI	AP_004410.1
PHP_ECOLI	AP_004411.1
YHFU_ECOLI	AP_004412.1
YHFT_ECOLI	AP_004413.1
YHFS_ECOLI	AP_004414.1
FRLR_ECOLI	AP_004415.1
FRLD_ECOLI	AP_004416.1
FRLC_ECOLI	AP_004417.1
FRLB_ECOLI	AP_004418.1
FRLA_ECOLI	AP_004419.1
YHFL_ECOLI	AP_004420.1
CYSG_ECOLI	AP_004421.1
NIRC_ECOLI	AP_004422.1
NIRD_ECOLI	AP_004423.1
NIRB_ECOLI	AP_004424.1
TSGA_ECOLI	AP_004425.1
PPIA_ECOLI	AP_004426.1
YHFG_ECOLI	AP_004427.1
FIC_ECOLI	AP_004428.1
PABA_ECOLI	AP_004429.1
ARGD_ECOLI	AP_004430.1
YHFK_ECOLI	AP_004431.1
CRP_ECOLI	AP_004432.1
YHFA_ECOLI	AP_004433.1
KPPR_ECOLI	AP_004434.1
YHEU_ECOLI	AP_004435.1
YHET_ECOLI	AP_004436.1
YHES_ECOLI	AP_004437.1
KEFG_ECOLI	AP_004438.1
KEFB_ECOLI	AP_004439.1
YHEV_ECOLI	AP_004440.1
SLYD_ECOLI	AP_004441.1
SLYX_ECOLI	AP_004442.1
FKBA_ECOLI	AP_004443.1
YHEO_ECOLI	AP_004444.1
TUSD_ECOLI	AP_004445.1
TUSC_ECOLI	AP_004446.1
TUSB_ECOLI	AP_004447.1
RS12_ECOLI	AP_004448.1
RS7_ECOLI	AP_004449.1
EFG_ECOLI	AP_004450.1
EFTU1_ECOLI	AP_004451.1
CHIA_ECOLI	AP_004452.1
BFD_ECOLI	AP_004453.1
BFR_ECOLI	AP_004454.1
LEP4_ECOLI	AP_004455.1
GSPM_ECOLI	AP_004456.1
GSPL_ECOLI	AP_004457.1
GSPK_ECOLI	AP_004458.1
GSPJ_ECOLI	AP_004459.1
GSPI_ECOLI	AP_004460.1
GSPH_ECOLI	AP_004461.1
GSPG_ECOLI	AP_004462.1
GSPF_ECOLI	AP_004463.1
GSPE_ECOLI	AP_004464.1
GSPD_ECOLI	AP_004465.1
GSPC_ECOLI	AP_004466.1
GSPA_ECOLI	AP_004467.1
PIOO_ECOLI	AP_004468.1
RS10_ECOLI	AP_004469.1
RL3_ECOLI	AP_004470.1
RL4_ECOLI	AP_004471.1
RL23_ECOLI	AP_004472.1
RL2_ECOLI	AP_004473.1
RS19_ECOLI	AP_004474.1
RL22_ECOLI	AP_004475.1
RS3_ECOLI	AP_004476.1
RL16_ECOLI	AP_004477.1
RL29_ECOLI	AP_004478.1
RS17_ECOLI	AP_004479.1
RL14_ECOLI	AP_004480.1
RL24_ECOLI	AP_004481.1
RL5_ECOLI	AP_004482.1
RS14_ECOLI	AP_004483.1
RS8_ECOLI	AP_004484.1
RL6_ECOLI	AP_004485.1
RL18_ECOLI	AP_004486.1
RS5_ECOLI	AP_004487.1
RL30_ECOLI	AP_004488.1
RL15_ECOLI	AP_004489.1
SECY_ECOLI	AP_004490.1
RL36_ECOLI	AP_004491.1
RS13_ECOLI	AP_004492.1
RS11_ECOLI	AP_004493.1
RS4_ECOLI	AP_004494.1
RPOA_ECOLI	AP_004495.1
RL17_ECOLI	AP_004496.1
YHDN_ECOLI	AP_004497.1
ZNTR_ECOLI	AP_004498.1
YHDL_ECOLI	AP_004499.1
MSCL_ECOLI	AP_004500.1
TRKA_ECOLI	AP_004501.1
RSMB_ECOLI	AP_004502.1
FMT_ECOLI	AP_004503.1
DEF_ECOLI	AP_004504.1
SMF_ECOLI	AP_004505.1
SMG_ECOLI	AP_004506.1
YRDD_ECOLI	AP_004507.1
RIMN_ECOLI	AP_004508.1
AROE_ECOLI	AP_004509.1
YRDB_ECOLI	AP_004510.1
YRDA_ECOLI	AP_004511.1
YJAA_ECOLI	AP_004512.1
YJAB_ECOLI	AP_004513.1
META_ECOLI	AP_004514.1
MASY_ECOLI	AP_004515.1
ACEA_ECOLI	AP_004516.1
ACEK_ECOLI	AP_004517.1
ARPA_ECOLI	AP_004518.1
ICLR_ECOLI	AP_004519.1
METH_ECOLI	AP_004520.1
YJBB_ECOLI	AP_004521.1
PEPE_ECOLI	AP_004522.1
RLUF_ECOLI	AP_004523.1
YJBD_ECOLI	AP_004524.1
AK3_ECOLI	AP_004525.1
G6PI_ECOLI	AP_004526.1
YJBE_ECOLI	AP_004527.1
YJBF_ECOLI	AP_004528.1
YJBG_ECOLI	AP_004529.1
YJBH_ECOLI	AP_004530.1
PSIE_ECOLI	AP_004531.1
XYLE_ECOLI	AP_004532.1
MALG_ECOLI	AP_004533.1
MALF_ECOLI	AP_004534.1
MALE_ECOLI	AP_004535.1
MALK_ECOLI	AP_004536.1
LAMB_ECOLI	AP_004537.1
MALM_ECOLI	AP_004538.1
YJBI_ECOLI	AP_004539.1
UBIC_ECOLI	AP_004540.1
UBIA_ECOLI	AP_004541.1
PLSB_ECOLI	AP_004542.1
KDGL_ECOLI	AP_004543.1
LEXA_ECOLI	AP_004544.1
DINF_ECOLI	AP_004545.1
YJBJ_ECOLI	AP_004546.1
ZUR_ECOLI	AP_004547.1
YJBL_ECOLI	AP_004548.1
YJBM_ECOLI	AP_004549.1
DUSA_ECOLI	AP_004550.1
PSPG_ECOLI	AP_004551.1
QOR_ECOLI	AP_004552.1
DNAB_ECOLI	AP_004553.1
ALR1_ECOLI	AP_004554.1
TYRB_ECOLI	AP_004555.1
APHA_ECOLI	AP_004556.1
YJBQ_ECOLI	AP_004557.1
YJBR_ECOLI	AP_004558.1
UVRA_ECOLI	AP_004559.1
SSB_ECOLI	AP_004560.1
YJCB_ECOLI	AP_004561.1
YJCC_ECOLI	AP_004562.1
SOXS_ECOLI	AP_004563.1
SOXR_ECOLI	AP_004564.1
YJCD_ECOLI	AP_004565.1
YJCE_ECOLI	AP_004566.1
YJCF_ECOLI	AP_004567.1
ACTP_ECOLI	AP_004568.1
YJCH_ECOLI	AP_004569.1
ACSA_ECOLI	AP_004570.1
NRFA_ECOLI	AP_004571.1
NRFB_ECOLI	AP_004572.1
NRFC_ECOLI	AP_004573.1
NRFD_ECOLI	AP_004574.1
NRFE_ECOLI	AP_004575.1
NRFF_ECOLI	AP_004576.1
NRFG_ECOLI	AP_004577.1
GLTP_ECOLI	AP_004578.1
YJCO_ECOLI	AP_004579.1
FDHF_ECOLI	AP_004580.1
MDTP_ECOLI	AP_004581.1
MDTO_ECOLI	AP_004582.1
MDTN_ECOLI	AP_004583.1
YJCS_ECOLI	AP_004584.1
ALSK_ECOLI	AP_004586.1
ALSE_ECOLI	AP_004587.1
ALSC_ECOLI	AP_004588.1
ALSA_ECOLI	AP_004589.1
ALSB_ECOLI	AP_004590.1
RPIR_ECOLI	AP_004591.1
RPIB_ECOLI	AP_004592.1
YJDP_ECOLI	AP_004593.1
PHNP_ECOLI	AP_004594.1
PHNO_ECOLI	AP_004595.1
PHNN_ECOLI	AP_004596.1
PHNM_ECOLI	AP_004597.1
PHNL_ECOLI	AP_004598.1
PHNK_ECOLI	AP_004599.1
PHNJ_ECOLI	AP_004600.1
PHNI_ECOLI	AP_004601.1
PHNH_ECOLI	AP_004602.1
PHNG_ECOLI	AP_004603.1
PHNF_ECOLI	AP_004604.1
PHND_ECOLI	AP_004606.1
PHNC_ECOLI	AP_004607.1
PHNB_ECOLI	AP_004608.1
PHNA_ECOLI	AP_004609.1
YJDA_ECOLI	AP_004610.1
YJCZ_ECOLI	AP_004611.1
PROP_ECOLI	AP_004612.1
BASS_ECOLI	AP_004613.1
BASR_ECOLI	AP_004614.1
EPTA_ECOLI	AP_004615.1
ADIC_ECOLI	AP_004616.1
ADIY_ECOLI	AP_004617.1
ADIA_ECOLI	AP_004618.1
MELR_ECOLI	AP_004619.1
AGAL_ECOLI	AP_004620.1
MELB_ECOLI	AP_004621.1
YJDF_ECOLI	AP_004622.1
FUMB_ECOLI	AP_004623.1
DCUB_ECOLI	AP_004624.1
DCUR_ECOLI	AP_004625.1
DCUS_ECOLI	AP_004626.1
YJDI_ECOLI	AP_004627.1
YJDJ_ECOLI	AP_004628.1
YJDK_ECOLI	AP_004629.1
YJDO_ECOLI	AP_004630.1
SYK2_ECOLI	AP_004631.1
YJDL_ECOLI	AP_004632.1
LDCI_ECOLI	AP_004633.1
CADB_ECOLI	AP_004634.1
CADC_ECOLI	AP_004635.1
YJDC_ECOLI	AP_004636.1
DSBD_ECOLI	AP_004637.1
CUTA_ECOLI	AP_004638.1
DCUA_ECOLI	AP_004639.1
ASPA_ECOLI	AP_004640.1
FXSA_ECOLI	AP_004641.1
YJEH_ECOLI	AP_004642.1
CH10_ECOLI	AP_004643.1
CH60_ECOLI	AP_004644.1
YJEI_ECOLI	AP_004645.1
YJEJ_ECOLI	AP_004646.1
YJEK_ECOLI	AP_004647.1
EFP_ECOLI	AP_004648.1
ECNA_ECOLI	AP_004649.1
ECNB_ECOLI	AP_004650.1
SUGE_ECOLI	AP_004651.1
BLC_ECOLI	AP_004652.1
AMPC_ECOLI	AP_004653.1
FRDD_ECOLI	AP_004654.1
FRDC_ECOLI	AP_004655.1
FRDB_ECOLI	AP_004656.1
FRDA_ECOLI	AP_004657.1
SYK3_ECOLI	AP_004658.1
YJEM_ECOLI	AP_004659.1
YJEN_ECOLI	AP_004660.1
YJEO_ECOLI	AP_004661.1
YJEP_ECOLI	AP_004662.1
PSD_ECOLI	AP_004663.1
RSGA_ECOLI	AP_004664.1
ORN_ECOLI	AP_004665.1
YJES_ECOLI	AP_004666.1
YJEF_ECOLI	AP_004667.1
YJEE_ECOLI	AP_004668.1
AMIB_ECOLI	AP_004669.1
MUTL_ECOLI	AP_004670.1
MIAA_ECOLI	AP_004671.1
HFQ_ECOLI	AP_004672.1
HFLX_ECOLI	AP_004673.1
HFLK_ECOLI	AP_004674.1
HFLC_ECOLI	AP_004675.1
YJET_ECOLI	AP_004676.1
PURA_ECOLI	AP_004677.1
NSRR_ECOLI	AP_004678.1
RNR_ECOLI	AP_004679.1
RLMB_ECOLI	AP_004680.1
YJFI_ECOLI	AP_004681.1
YJFJ_ECOLI	AP_004682.1
YJFK_ECOLI	AP_004683.1
YJFL_ECOLI	AP_004684.1
YJFM_ECOLI	AP_004685.1
YJFC_ECOLI	AP_004686.1
AIDB_ECOLI	AP_004687.1
YJFN_ECOLI	AP_004688.1
YJFO_ECOLI	AP_004689.1
YJFP_ECOLI	AP_004690.1
ULAR_ECOLI	AP_004691.1
ULAG_ECOLI	AP_004692.1
ULAA_ECOLI	AP_004693.1
ULAB_ECOLI	AP_004694.1
ULAC_ECOLI	AP_004695.1
ULAD_ECOLI	AP_004696.1
ULAE_ECOLI	AP_004697.1
ULAF_ECOLI	AP_004698.1
YJFY_ECOLI	AP_004699.1
RS6_ECOLI	AP_004700.1
PRIB_ECOLI	AP_004701.1
RS18_ECOLI	AP_004702.1
RL9_ECOLI	AP_004703.1
YJFZ_ECOLI	AP_004704.1
YTFA_ECOLI	AP_004705.1
YTFB_ECOLI	AP_004706.1
FKBB_ECOLI	AP_004707.1
CYCA_ECOLI	AP_004708.1
RCMNS_ECOLI	AP_004709.1
YTFF_ECOLI	AP_004710.1
YTFG_ECOLI	AP_004711.1
YTFH_ECOLI	AP_004712.1
CPDB_ECOLI	AP_004713.1
CYSQ_ECOLI	AP_004714.1
YTFI_ECOLI	AP_004715.1
YTFJ_ECOLI	AP_004716.1
YTFK_ECOLI	AP_004717.1
YTFL_ECOLI	AP_004718.1
MSRA_ECOLI	AP_004719.1
YTFM_ECOLI	AP_004720.1
YTFN_ECOLI	AP_004721.1
YTFP_ECOLI	AP_004722.1
Y4223_ECOLI	AP_004723.1
CHPS_ECOLI	AP_004724.1
CHPB_ECOLI	AP_004725.1
IPYR_ECOLI	AP_004726.1
YTFQ_ECOLI	AP_004727.1
YTFR_ECOLI	AP_004728.1
YTFT_ECOLI	AP_004729.1
YJFF_ECOLI	AP_004730.1
F16PA_ECOLI	AP_004731.1
MPL_ECOLI	AP_004732.1
YJGA_ECOLI	AP_004733.1
PMBA_ECOLI	AP_004734.1
NRDG_ECOLI	AP_004735.1
NRDD_ECOLI	AP_004736.1
TREC_ECOLI	AP_004737.1
PTTBC_ECOLI	AP_004738.1
TRER_ECOLI	AP_004739.1
ATMA_ECOLI	AP_004740.1
YJGF_ECOLI	AP_004741.1
PYRI_ECOLI	AP_004742.1
PYRB_ECOLI	AP_004743.1
LPPY_ECOLI	AP_004744.1
YJGH_ECOLI	AP_004745.1
YJGI_ECOLI	AP_004746.1
YJGJ_ECOLI	AP_004747.1
YJGK_ECOLI	AP_004748.1
YJGL_ECOLI	AP_004749.1
OTC1_ECOLI	AP_004750.1
YJGD_ECOLI	AP_004751.1
YJGM_ECOLI	AP_004752.1
YJGN_ECOLI	AP_004753.1
SYV_ECOLI	AP_004754.1
HOLC_ECOLI	AP_004755.1
AMPA_ECOLI	AP_004756.1
LPTF_ECOLI	AP_004757.1
LPTG_ECOLI	AP_004758.1
YJGR_ECOLI	AP_004759.1
IDNR_ECOLI	AP_004760.1
IDNT_ECOLI	AP_004761.1
IDNO_ECOLI	AP_004762.1
IDND_ECOLI	AP_004763.1
IDNK_ECOLI	AP_004764.1
YJGB_ECOLI	AP_004765.1
INTB_ECOLI	AP_004766.1
YJGW_ECOLI	AP_004769.1
YJGZ_ECOLI	AP_004770.1
INSG_ECOLI	AP_004771.1
YJHB_ECOLI	AP_004772.1
YJHC_ECOLI	AP_004773.1
INSN2_ECOLI	AP_004774.1
Y4286_ECOLI	AP_004776.1
FECE_ECOLI	AP_004777.1
FECD_ECOLI	AP_004778.1
FECC_ECOLI	AP_004779.1
FECB_ECOLI	AP_004780.1
FECA_ECOLI	AP_004781.1
FECR_ECOLI	AP_004782.1
FECI_ECOLI	AP_004783.1
INSA7_ECOLI	AP_004784.1
YJHU_ECOLI	AP_004785.1
YJHF_ECOLI	AP_004786.1
YJHG_ECOLI	AP_004787.1
YJHH_ECOLI	AP_004788.1
YJHI_ECOLI	AP_004789.1
SGCR_ECOLI	AP_004790.1
SGCE_ECOLI	AP_004791.1
SGCA_ECOLI	AP_004792.1
SGCQ_ECOLI	AP_004793.1
SGCC_ECOLI	AP_004794.1
SGCB_ECOLI	AP_004795.1
SGCX_ECOLI	AP_004796.1
YJHP_ECOLI	AP_004797.1
YJHQ_ECOLI	AP_004798.1
YJHX_ECOLI	AP_004799.1
YJHR_ECOLI	AP_004800.1
YJHS_ECOLI	AP_004801.1
NANM_ECOLI	AP_004802.1
NANC_ECOLI	AP_004803.1
FIMB_ECOLI	AP_004804.1
FIME_ECOLI	AP_004805.1
FIMA1_ECOLI	AP_004806.1
FIMI_ECOLI	AP_004807.1
FIMC_ECOLI	AP_004808.1
FIMD_ECOLI	AP_004809.1
FIMF_ECOLI	AP_004810.1
FIMG_ECOLI	AP_004811.1
FIMH_ECOLI	AP_004812.1
GNTP_ECOLI	AP_004813.1
UXUA_ECOLI	AP_004814.1
UXUB_ECOLI	AP_004815.1
UXUR_ECOLI	AP_004816.1
YJIC_ECOLI	AP_004817.1
IRAD_ECOLI	AP_004818.1
YJIE_ECOLI	AP_004819.1
IADA_ECOLI	AP_004820.1
YJIG_ECOLI	AP_004821.1
YJIH_ECOLI	AP_004822.1
KPTA_ECOLI	AP_004823.1
YJIJ_ECOLI	AP_004824.1
YJIK_ECOLI	AP_004825.1
YJIL_ECOLI	AP_004826.1
YJIM_ECOLI	AP_004827.1
YJIN_ECOLI	AP_004828.1
MDTM_ECOLI	AP_004829.1
YJIP_ECOLI	AP_004830.1
YJIR_ECOLI	AP_004831.1
YJIS_ECOLI	AP_004832.1
YJIT_ECOLI	AP_004833.1
MCRC_ECOLI	AP_004834.1
MCRB_ECOLI	AP_004835.1
SYME_ECOLI	AP_004836.1
T1SK_ECOLI	AP_004837.1
T1MK_ECOLI	AP_004838.1
T1RK_ECOLI	AP_004839.1
MRR_ECOLI	AP_004840.1
YJIA_ECOLI	AP_004841.1
YJIX_ECOLI	AP_004842.1
YJIY_ECOLI	AP_004843.1
MCP1_ECOLI	AP_004844.1
YJJL_ECOLI	AP_004845.1
YJJM_ECOLI	AP_004846.1
YJJN_ECOLI	AP_004847.1
OPGB_ECOLI	AP_004848.1
YJJA_ECOLI	AP_004849.1
DNAC_ECOLI	AP_004850.1
DNAT_ECOLI	AP_004851.1
YJJB_ECOLI	AP_004852.1
YJJP_ECOLI	AP_004853.1
YJJQ_ECOLI	AP_004854.1
BGLJ_ECOLI	AP_004855.1
FHUF_ECOLI	AP_004856.1
YJJZ_ECOLI	AP_004857.1
RSMC_ECOLI	AP_004858.1
HOLD_ECOLI	AP_004859.1
RIMI_ECOLI	AP_004860.1
YJJG_ECOLI	AP_004861.1
RF3_ECOLI	AP_004862.1
OSMY_ECOLI	AP_004863.1
YTJA_ECOLI	AP_004864.1
YJJU_ECOLI	AP_004865.1
YJJV_ECOLI	AP_004866.1
YJJW_ECOLI	AP_004867.1
YJJI_ECOLI	AP_004868.1
DEOC_ECOLI	AP_004869.1
TYPH_ECOLI	AP_004870.1
DEOB_ECOLI	AP_004871.1
DEOD_ECOLI	AP_004872.1
YJJJ_ECOLI	AP_004873.1
LPLA_ECOLI	AP_004874.1
SMP_ECOLI	AP_004875.1
SERB_ECOLI	AP_004876.1
RADA_ECOLI	AP_004877.1
NADR_ECOLI	AP_004878.1
YJJK_ECOLI	AP_004879.1
SLT_ECOLI	AP_004880.1
TRPR_ECOLI	AP_004881.1
YJJX_ECOLI	AP_004882.1
GPMB_ECOLI	AP_004883.1
ROB_ECOLI	AP_004884.1
CREA_ECOLI	AP_004885.1
CREB_ECOLI	AP_004886.1
CREC_ECOLI	AP_004887.1
CRED_ECOLI	AP_004888.1
ARCA_ECOLI	AP_004889.1
YJJY_ECOLI	AP_004890.1
LAST_ECOLI	AP_004891.1
AZUC_ECOLI
YDBA_ECOLI
YUAO_ECOLI
YDEU_ECOLI
GLVG_ECOLI
X19F_ECOLI
YUAR_ECOLI
YJBT_ECOLI
RZOQ_ECOLI
TRAK1_ECOLI
TRAT1_ECOLI
TRAV_ECOLI
OMPP_ECOLI
TRAR_ECOLI
TRAF_ECOLI
TRAH1_ECOLI
TRAB1_ECOLI
TRAE1_ECOLI
TRAW_ECOLI
YUAS_ECOLI
YUAZ_ECOLI
YUAE_ECOLI
YCCB_ECOLI
IBSD_ECOLI
YNEM_ECOLI
YOAK_ECOLI
YPDK_ECOLI
YFJU_ECOLI
RNPH_ECOLI
YUAQ_ECOLI
TRAN_ECOLI
YEDS_ECOLI
P77013_ECOLI
YQFG_ECOLI
TNPA_ECOLI
ARPB_ECOLI
ARTA_ECOLI
CCDA_ECOLI
CCDB_ECOLI
COPB1_ECOLI
DINQ_ECOLI
EFEU_ECOLI
FHIA_ECOLI
FINO_ECOLI
FLMA_ECOLI
FLMC1_ECOLI
G3P3_ECOLI
GATR_ECOLI
IBSA_ECOLI
IBSB_ECOLI
IBSC_ECOLI
IBSE_ECOLI
ILVG_ECOLI
ILVX_ECOLI
INF7_ECOLI
INSO2_ECOLI
INTG_ECOLI
INTM_ECOLI
INTZ_ECOLI
KDRA_ECOLI
LOMR_ECOLI
LPFS_ECOLI
LPFUR_ECOLI
MBHA_ECOLI
MOLR_ECOLI
NMPC_ECOLI
PBL_ECOLI
PHNE_ECOLI
PIFA_ECOLI
PIFC_ECOLI
PIL1_ECOLI
PINH_ECOLI
PSIA1_ECOLI
PSIB1_ECOLI
PTPC2_ECOLI
REA1_ECOLI
REDF_ECOLI
REPB_ECOLI
REPE1_ECOLI
REPL1_ECOLI
RHAMD_ECOLI
SGRT_ECOLI
SHOB_ECOLI
SOPA_ECOLI
SOPB_ECOLI
SRNB_ECOLI
SSBF_ECOLI
STFE_ECOLI
TFAD_ECOLI
TFAS_ECOLI
TISB_ECOLI
TNPX_ECOLI
TNR1_ECOLI
TRAC_ECOLI
TRAD1_ECOLI
TRAG1_ECOLI
TRAI1_ECOLI
TRAJ1_ECOLI
TRAL1_ECOLI
TRAM1_ECOLI
TRAP_ECOLI
TRAQ_ECOLI
TRAS1_ECOLI
TRAU_ECOLI
TRAX1_ECOLI
TRAY1_ECOLI
TRBA_ECOLI
TRBB_ECOLI
TRBC_ECOLI
TRBD_ECOLI
TRBE_ECOLI
TRBF_ECOLI
TRBG_ECOLI
TRBH_ECOLI
TRBI_ECOLI
TRBJ_ECOLI
WBBL_ECOLI
Y309_ECOLI
YBCD_ECOLI
YBFI_ECOLI
YBFK_ECOLI
YBFL_ECOLI
YCHG_ECOLI
YCIX_ECOLI
YCIY_ECOLI
YCIZ_ECOLI
YDGU_ECOLI
YEDN_ECOLI
YEEL_ECOLI
YEEP_ECOLI
YFAS_ECOLI
YFAV_ECOLI
YFAX_ECOLI
YFFL_ECOLI
YFFM_ECOLI
YFFN_ECOLI
YFFO_ECOLI
YFFP_ECOLI
YFFQ_ECOLI
YFFR_ECOLI
YFFS_ECOLI
YFJV_ECOLI
YGHE_ECOLI
YGHX_ECOLI
YHCE_ECOLI
YHJQ_ECOLI
YIBV_ECOLI
YJBS_ECOLI
YJEV_ECOLI
YJGX_ECOLI
YJHD_ECOLI
YJHE_ECOLI
YJIV_ECOLI
YKFM_ECOLI
YKGR_ECOLI
YLBE_ECOLI
YLCH_ECOLI
YLCI_ECOLI
YMDE_ECOLI
YMGI_ECOLI
YMGJ_ECOLI
YMIA_ECOLI
YMIB_ECOLI
YNBG_ECOLI
YNCL_ECOLI
YNEN_ECOLI
YNHF_ECOLI
YOAJ_ECOLI
YOBI_ECOLI
YOEI_ECOLI
YOHP_ECOLI
YOJO_ECOLI
YPFM_ECOLI
YPJI_ECOLI
YQCG_ECOLI
YQEL_ECOLI
YRBN_ECOLI
YRHD_ECOLI
YSHB_ECOLI
YTCA_ECOLI
YTHA_ECOLI
YUAA_ECOLI
YUAB_ECOLI
YUAC_ECOLI
YUAD_ECOLI
YUAF_ECOLI
YUAG_ECOLI
YUAH_ECOLI
YUAK_ECOLI
YUAL_ECOLI
YUAM_ECOLI
YUAN_ECOLI
YUAP_ECOLI
YUAT_ECOLI
YUAU_ECOLI
YUAV_ECOLI
YUAW_ECOLI
YUAX_ECOLI
YUAY_ECOLI
YUBA_ECOLI
YUBB_ECOLI
YUBC_ECOLI
YUBD_ECOLI
YUBE_ECOLI
YUBF_ECOLI
YUBG_ECOLI
YUBH_ECOLI
YUBI_ECOLI
YUBJ_ECOLI
YUBK_ECOLI
YUBL1_ECOLI
YUBM_ECOLI
YUBN_ECOLI
YUBO_ECOLI
YUBP_ECOLI
