K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)	BL21(DE3) Entry name (Uniprot)
ETP_ECOLI	C6EHM5	C6EHM5_ECOBD
EUTA_ECOLI	C6EKR2	C6EKR2_ECOBD
EUTB_ECOLI	C6EKR3	C6EKR3_ECOBD
EUTC_ECOLI	C6EKR4	C6EKR4_ECOBD
EUTE_ECOLI	C6EKQ7	C6EKQ7_ECOBD
EUTK_ECOLI	C6EKR6	C6EKR6_ECOBD
EUTM_ECOLI	C6EKQ5	C6EKQ5_ECOBD
EVGA_ECOLI	C6EL99	C6EL99_ECOBD
EVGS_ECOLI	C6EL98	C6EL98_ECOBD
EX7L_ECOLI	C6EKK0	C6EKK0_ECOBD
EX7S_ECOLI	C6EL47	C6EL47_ECOBD
EXUT_ECOLI	C6EHQ1	C6EHQ1_ECOBD
FABG_ECOLI	C6EHC1	C6EHC1_ECOBD
FABR_ECOLI	C6EE46	C6EE46_ECOBD
FADL_ECOLI	C6ELB0	C6ELB0_ECOBD
FDNH_ECOLI	C6EEP2	C6EEP2_ECOBD
FEAB_ECOLI	C6EEV9	C6EEV9_ECOBD
FEAR_ECOLI	C6EEW0	C6EEW0_ECOBD
FECA_ECOLI	C6EC65	C6EC65_ECOBD
FECB_ECOLI	C6EC66	C6EC66_ECOBD
FECE_ECOLI	C6EC69	C6EC69_ECOBD
FECI_ECOLI	C6EC63	C6EC63_ECOBD
FECR_ECOLI	C6EC64	C6EC64_ECOBD
FEOA_ECOLI	C6EFG6	C6EFG6_ECOBD
FEOC_ECOLI	C6EFG4	C6EFG4_ECOBD
FEPA_ECOLI	C6EKB2	C6EKB2_ECOBD
FEPE_ECOLI	C6EKA8	C6EKA8_ECOBD
FEPG_ECOLI	C6EKA6	C6EKA6_ECOBD
FHUE_ECOLI	C6EGZ0	C6EGZ0_ECOBD
FIC_ECOLI	C6EGA2	C6EGA2_ECOBD
FIMC_ECOLI	C6EBR7	C6EBR7_ECOBD
FIMD_ECOLI	C6EBR6	C6EBR6_ECOBD
FIMF_ECOLI	C6EBR5	C6EBR5_ECOBD
FIMG_ECOLI	C6EBR4	C6EBR4_ECOBD
FIMH_ECOLI	C6EBR3	C6EBR3_ECOBD
FIMI_ECOLI	C6EBR8	C6EBR8_ECOBD
FIMZ_ECOLI	C6EKT1	C6EKT1_ECOBD
FIXB_ECOLI	C6EB11	C6EB11_ECOBD
FIXX_ECOLI	C6EB09	C6EB09_ECOBD
FKBA_ECOLI	C6EGB7	C6EGB7_ECOBD
FKBB_ECOLI	C6ECD7	C6ECD7_ECOBD
FLGA_ECOLI	C6EHE1	C6EHE1_ECOBD
FLGE_ECOLI	C6EHD7	C6EHD7_ECOBD
FLGI_ECOLI	C6EHD3	C6EHD3_ECOBD
FLHB_ECOLI	C6EBU7	C6EBU7_ECOBD
FLHC_ECOLI	C6EBT6	C6EBT6_ECOBD
FLHD_ECOLI	C6EBT5	C6EBT5_ECOBD
FLIA_ECOLI	C6EBD9	C6EBD9_ECOBD
FLIC_ECOLI	C6EBD8	C6EBD8_ECOBD
FLID_ECOLI	C6EBD7	C6EBD7_ECOBD
FLIE_ECOLI	C6EBC8	C6EBC8_ECOBD
FLIF_ECOLI	C6EBC7	C6EBC7_ECOBD
FLIG_ECOLI	C6EBC6	C6EBC6_ECOBD
FLIH_ECOLI	C6EBC5	C6EBC5_ECOBD
FLII_ECOLI	C6EBC4	C6EBC4_ECOBD
FLIJ_ECOLI	C6EBC3	C6EBC3_ECOBD
FLIK_ECOLI	C6EBC2	C6EBC2_ECOBD
FLIL_ECOLI	C6EBC1	C6EBC1_ECOBD
FLIM_ECOLI	C6EBC0	C6EBC0_ECOBD
FLIN_ECOLI	C6EBB9	C6EBB9_ECOBD
FLIP_ECOLI	C6EBB7	C6EBB7_ECOBD
FLIR_ECOLI	C6EBB5	C6EBB5_ECOBD
FLIS_ECOLI	C6EBD6	C6EBD6_ECOBD
FLIT_ECOLI	C6EBD5	C6EBD5_ECOBD
FLIY_ECOLI	C6EBE1	C6EBE1_ECOBD
FLK_ECOLI	C6ELD2	C6ELD2_ECOBD
FOCB_ECOLI	C6EKL9	C6EKL9_ECOBD
FOLB_ECOLI	C6EHT7	C6EHT7_ECOBD
FRDB_ECOLI	C6ECX0	C6ECX0_ECOBD
FRDC_ECOLI	C6ECX1	C6ECX1_ECOBD
FRDD_ECOLI	C6ECX2	C6ECX2_ECOBD
FRLA_ECOLI	C6EFK6	C6EFK6_ECOBD
FRLB_ECOLI	C6EFK5	C6EFK5_ECOBD
FRLD_ECOLI	C6EFK3	C6EFK3_ECOBD
FRLR_ECOLI	C6EFK2	C6EFK2_ECOBD
FRUR_ECOLI	C6EAX5	C6EAX5_ECOBD
FRVR_ECOLI	C6EF02	C6EF02_ECOBD
FRVX_ECOLI	C6EF01	C6EF01_ECOBD
FTSB_ECOLI	C6EJB9	C6EJB9_ECOBD
FTSH_ECOLI	C6EH49	C6EH49_ECOBD
FTSL_ECOLI	C6EAX2	C6EAX2_ECOBD
FTSW_ECOLI	C6EAW6	C6EAW6_ECOBD
FTSZ_ECOLI	C6EAW0	C6EAW0_ECOBD
FUCK_ECOLI	C6EJ63	C6EJ63_ECOBD
G3P3_ECOLI	C6EEU7	C6EEU7_ECOBD
GABD_ECOLI	C6EJW4	C6EJW4_ECOBD
GADC_ECOLI	C6EEM5	C6EEM5_ECOBD
GADX_ECOLI	C6EEG8	C6EEG8_ECOBD
GALP_ECOLI	C6EIG8	C6EIG8_ECOBD
GARP_ECOLI	C6EH99	C6EH99_ECOBD
GATD_ECOLI	C6EAL9	C6EAL9_ECOBD
GATY_ECOLI	C6EAL4	C6EAL4_ECOBD
GATZ_ECOLI	C6EAL5	C6EAL5_ECOBD
GCH1_ECOLI	C6EAG0	C6EAG0_ECOBD
GCL_ECOLI	C6EKV8	C6EKV8_ECOBD
GCST_ECOLI	C6EIK3	C6EIK3_ECOBD
GFCB_ECOLI	C6EHM1	C6EHM1_ECOBD
GFCC_ECOLI	C6EHM2	C6EHM2_ECOBD
GFCD_ECOLI	C6EHM3	C6EHM3_ECOBD
GFCE_ECOLI	C6EHM4	C6EHM4_ECOBD
GHRA_ECOLI	C6EHH9	C6EHH9_ECOBD
GLCA_ECOLI	C6EID6	C6EID6_ECOBD
GLCC_ECOLI	C6EID0	C6EID0_ECOBD
GLCD_ECOLI	C6EID1	C6EID1_ECOBD
GLCE_ECOLI	C6EID2	C6EID2_ECOBD
GLCF_ECOLI	C6EID3	C6EID3_ECOBD
GLCG_ECOLI	C6EID4	C6EID4_ECOBD
GLGS_ECOLI	C6EHU6	C6EHU6_ECOBD
GLMS_ECOLI	C6EG74	C6EG74_ECOBD
GLNB_ECOLI	C6EKF4	C6EKF4_ECOBD
GLNP_ECOLI	C6EIX2	C6EIX2_ECOBD
GLPD_ECOLI	C6EFE8	C6EFE8_ECOBD
GLPT_ECOLI	C6E9W1	C6E9W1_ECOBD
GLRX3_ECOLI	C6EDH9	C6EDH9_ECOBD
GLSA1_ECOLI	C6EKX9	C6EKX9_ECOBD
GLSA2_ECOLI	C6EDW5	C6EDW5_ECOBD
GLTB_ECOLI	C6EH15	C6EH15_ECOBD
GLTI_ECOLI	C6EK40	C6EK40_ECOBD
GLTS_ECOLI	C6EDD6	C6EDD6_ECOBD
GLXK1_ECOLI	C6EKV2	C6EKV2_ECOBD
GLXR_ECOLI	C6EKV6	C6EKV6_ECOBD
GNTP_ECOLI	C6EBR2	C6EBR2_ECOBD
GNTT_ECOLI	C6EFF9	C6EFF9_ECOBD
GNTX_ECOLI	C6EFG1	C6EFG1_ECOBD
GPMB_ECOLI	C6EBH6	C6EBH6_ECOBD
GPPA_ECOLI	C6EG34	C6EG34_ECOBD
GRPE_ECOLI	C6EJX9	C6EJX9_ECOBD
GSIC_ECOLI	C6EIV1	C6EIV1_ECOBD
GSPA_ECOLI	C6EGE3	C6EGE3_ECOBD
GSPC_ECOLI	C6EGE2	C6EGE2_ECOBD
GSPD_ECOLI	C6EGE1	C6EGE1_ECOBD
GSPE_ECOLI	C6EGE0	C6EGE0_ECOBD
GSPF_ECOLI	C6EGD9	C6EGD9_ECOBD
GSPG_ECOLI	C6EGD8	C6EGD8_ECOBD
GSPH_ECOLI	C6EGD7	C6EGD7_ECOBD
GSPI_ECOLI	C6EGD6	C6EGD6_ECOBD
GSPJ_ECOLI	C6EGD5	C6EGD5_ECOBD
GSPK_ECOLI	C6EGD4	C6EGD4_ECOBD
GSPL_ECOLI	C6EGD3	C6EGD3_ECOBD
GSPM_ECOLI	C6EGD2	C6EGD2_ECOBD
GUDX_ECOLI	C6EJ84	C6EJ84_ECOBD
GUTM_ECOLI	C6EJS5	C6EJS5_ECOBD
GYRB_ECOLI	C6ECI0	C6ECI0_ECOBD
HCAB_ECOLI	C6EKG6	C6EKG6_ECOBD
HCAC_ECOLI	C6EKG7	C6EKG7_ECOBD
HCAD_ECOLI	C6EKG5	C6EKG5_ECOBD
HCAE_ECOLI	C6EKG9	C6EKG9_ECOBD
HCAF_ECOLI	C6EKG8	C6EKG8_ECOBD
HCAR_ECOLI	C6EKH0	C6EKH0_ECOBD
HDED_ECOLI	C6EEH4	C6EEH4_ECOBD
HDFR_ECOLI	C6EG46	C6EG46_ECOBD
HEMX_ECOLI	C6EG12	C6EG12_ECOBD
HHA_ECOLI	C6EL04	C6EL04_ECOBD
HIPA_ECOLI	C6EEL1	C6EEL1_ECOBD
HIPB_ECOLI	C6EEL0	C6EEL0_ECOBD
HIS2_ECOLI	C6EB59	C6EB59_ECOBD
HIS4_ECOLI	C6EB61	C6EB61_ECOBD
HISM_ECOLI	C6ELE6	C6ELE6_ECOBD
HISQ_ECOLI	C6ELE5	C6ELE5_ECOBD
HOA_ECOLI	C6ELM8	C6ELM8_ECOBD
HOFC_ECOLI	C6EAV1	C6EAV1_ECOBD
HOLA_ECOLI	C6EK53	C6EK53_ECOBD
HOLB_ECOLI	C6EGZ3	C6EGZ3_ECOBD
HOLD_ECOLI	C6EBK0	C6EBK0_ECOBD
HOLE_ECOLI	C6EBY7	C6EBY7_ECOBD
HPPK_ECOLI	C6EAE2	C6EAE2_ECOBD
HRSA_ECOLI	C6EJK7	C6EJK7_ECOBD
HSCC_ECOLI	C6EK46	C6EK46_ECOBD
HSLJ_ECOLI	C6EEW5	C6EEW5_ECOBD
HSLO_ECOLI	C6EFH4	C6EFH4_ECOBD
HSLR_ECOLI	C6EFH5	C6EFH5_ECOBD
HTRC_ECOLI	C6EE30	C6EE30_ECOBD
HTRE_ECOLI	C6EAE5	C6EAE5_ECOBD
HYAD_ECOLI	C6EHN3	C6EHN3_ECOBD
HYBG_ECOLI	C6EI02	C6EI02_ECOBD
HYCC_ECOLI	C6EJE5	C6EJE5_ECOBD
HYFA_ECOLI	C6EKN0	C6EKN0_ECOBD
HYFD_ECOLI	C6EKM7	C6EKM7_ECOBD
HYFE_ECOLI	C6EKM6	C6EKM6_ECOBD
HYFF_ECOLI	C6EKM5	C6EKM5_ECOBD
HYFG_ECOLI	C6EKM4	C6EKM4_ECOBD
HYFH_ECOLI	C6EKM3	C6EKM3_ECOBD
HYFI_ECOLI	C6EKM2	C6EKM2_ECOBD
HYFJ_ECOLI	C6EKM1	C6EKM1_ECOBD
HYFR_ECOLI	C6EKM0	C6EKM0_ECOBD
HYI_ECOLI	C6EKV7	C6EKV7_ECOBD
HYPF_ECOLI	C6EJR9	C6EJR9_ECOBD
IADA_ECOLI	C6EBQ1	C6EBQ1_ECOBD
IDND_ECOLI	C6EC84	C6EC84_ECOBD
IDNK_ECOLI	C6EC83	C6EC83_ECOBD
IDNO_ECOLI	C6EC85	C6EC85_ECOBD
IDNR_ECOLI	C6EC87	C6EC87_ECOBD
IDNT_ECOLI	C6EC86	C6EC86_ECOBD
IF1_ECOLI	C6EI98	C6EI98_ECOBD
IF2_ECOLI	C6EH57	C6EH57_ECOBD
IF3_ECOLI	C6ECN9	C6ECN9_ECOBD
IHFA_ECOLI	C6ECP5	C6ECP5_ECOBD
IHFB_ECOLI	C6EI70	C6EI70_ECOBD
ILVD_ECOLI	C6EG40	C6EG40_ECOBD
ILVG_ECOLI	C6EG43	C6EG43_ECOBD
ILVH_ECOLI	C6EAX6	C6EAX6_ECOBD
ILVI_ECOLI	C6EAX7	C6EAX7_ECOBD
ILVM_ECOLI	C6EG42	C6EG42_ECOBD
IMDH_ECOLI	C6EKK1	C6EKK1_ECOBD
IRAD_ECOLI	C6EBQ3	C6EBQ3_ECOBD
IRAM_ECOLI	C6EGV4	C6EGV4_ECOBD
ISCA_ECOLI	C6EKH9	C6EKH9_ECOBD
ISCX_ECOLI	C6EKI3	C6EKI3_ECOBD
ISPF_ECOLI	C6EJC1	C6EJC1_ECOBD
ISPZ_ECOLI	C6EFY2	C6EFY2_ECOBD
K1PF_ECOLI	C6EA30	C6EA30_ECOBD
KCY_ECOLI	C6EI72	C6EI72_ECOBD
KDGL_ECOLI	C6EDX8	C6EDX8_ECOBD
KDGT_ECOLI	C6EEY8	C6EEY8_ECOBD
KDPD_ECOLI	C6EJN9	C6EJN9_ECOBD
RHMA_ECOLI	C6E9V5	C6E9V5_ECOBD
KEFB_ECOLI	C6EGB3	C6EGB3_ECOBD
KEFC_ECOLI	C6EB06	C6EB06_ECOBD
KPTA_ECOLI	C6EBP8	C6EBP8_ECOBD
LACI_ECOLI	C6EJI7	C6EJI7_ECOBD
LAST_ECOLI	C6EBG8	C6EBG8_ECOBD
LEP4_ECOLI	C6EGD1	C6EGD1_ECOBD
LEU1_ECOLI	C6EAY0	C6EAY0_ECOBD
LEU3_ECOLI	C6EAY1	C6EAY1_ECOBD
LEUC_ECOLI	C6EAY2	C6EAY2_ECOBD
LEUD_ECOLI	C6EAY3	C6EAY3_ECOBD
LEUO_ECOLI	C6EAX8	C6EAX8_ECOBD
LHR_ECOLI	C6ECV0	C6ECV0_ECOBD
LIVH_ECOLI	C6EFB7	C6EFB7_ECOBD
LLDP_ECOLI	C6EDI6	C6EDI6_ECOBD
LOLC_ECOLI	C6EGX6	C6EGX6_ECOBD
LOLE_ECOLI	C6EGX4	C6EGX4_ECOBD
LPL_ECOLI	C6EAX9	C6EAX9_ECOBD
LPLT_ECOLI	C6EJ33	C6EJ33_ECOBD
LPP_ECOLI	C6ECS8	C6ECS8_ECOBD
LPTE_ECOLI	C6EK52	C6EK52_ECOBD
LPTF_ECOLI	C6EC90	C6EC90_ECOBD
LPTN_ECOLI	C6EG96	C6EG96_ECOBD
LPXK_ECOLI	C6EI67	C6EI67_ECOBD
LSRB_ECOLI	C6EEK7	C6EEK7_ECOBD
LSRF_ECOLI	C6EEK6	C6EEK6_ECOBD
LSRG_ECOLI	C6EEK5	C6EEK5_ECOBD
LYXK_ECOLI	C6EE99	C6EE99_ECOBD
MAA_ECOLI	C6EL05	C6EL05_ECOBD
MACB_ECOLI	C6EIA2	C6EIA2_ECOBD
MALI_ECOLI	C6EDM7	C6EDM7_ECOBD
MALM_ECOLI	C6EDY5	C6EDY5_ECOBD
MARB_ECOLI	C6EDV5	C6EDV5_ECOBD
MASZ_ECOLI	C6EID5	C6EID5_ECOBD
MATA_ECOLI	C6ELT6	C6ELT6_ECOBD
MATB_ECOLI	C6ELT7	C6ELT7_ECOBD
MATC_ECOLI	C6ELT8	C6ELT8_ECOBD
MBHL_ECOLI	C6EHN5	C6EHN5_ECOBD
MBHT_ECOLI	C6EHZ5	C6EHZ5_ECOBD
MCBR_ECOLI	C6EER3	C6EER3_ECOBD
MCP1_ECOLI	C6EBL4	C6EBL4_ECOBD
MCP2_ECOLI	C6EBU1	C6EBU1_ECOBD
MCP3_ECOLI	C6EEU1	C6EEU1_ECOBD
MCP4_ECOLI	C6EBU2	C6EBU2_ECOBD
MCRB_ECOLI	C6EBN5	C6EBN5_ECOBD
MCRC_ECOLI	C6EBN6	C6EBN6_ECOBD
MDTC_ECOLI	C6EAM9	C6EAM9_ECOBD
MDTD_ECOLI	C6EAM8	C6EAM8_ECOBD
MDTG_ECOLI	C6EHG0	C6EHG0_ECOBD
MDTH_ECOLI	C6EHE8	C6EHE8_ECOBD
MDTI_ECOLI	C6EDP9	C6EDP9_ECOBD
MDTJ_ECOLI	C6EDP8	C6EDP8_ECOBD
MDTM_ECOLI	C6EBP1	C6EBP1_ECOBD
MDTN_ECOLI	C6ED42	C6ED42_ECOBD
MDTQ_ECOLI	C6EAH3	C6EAH3_ECOBD
MELB_ECOLI	C6ED04	C6ED04_ECOBD
MEPA_ECOLI	C6ELC5	C6ELC5_ECOBD
METI_ECOLI	C6EA86	C6EA86_ECOBD
METR_ECOLI	C6EF83	C6EF83_ECOBD
MGLA_ECOLI	C6EAG3	C6EAG3_ECOBD
MGLC_ECOLI	C6EAG4	C6EAG4_ECOBD
MHPA_ECOLI	C6ELN3	C6ELN3_ECOBD
MHPB_ECOLI	C6ELN2	C6ELN2_ECOBD
MHPC_ECOLI	C6ELN1	C6ELN1_ECOBD
MHPD_ECOLI	C6ELN0	C6ELN0_ECOBD
MHPR_ECOLI	C6ELN4	C6ELN4_ECOBD
MHPT_ECOLI	C6ELM7	C6ELM7_ECOBD
MLAB_ECOLI	C6EH36	C6EH36_ECOBD
MLTF_ECOLI	C6EK32	C6EK32_ECOBD
MMCD_ECOLI	C6EIJ0	C6EIJ0_ECOBD
MNGB_ECOLI	C6EJK6	C6EJK6_ECOBD
MNGR_ECOLI	C6EJK8	C6EJK8_ECOBD
MNMC_ECOLI	C6ELC9	C6ELC9_ECOBD
MNMG_ECOLI	C6EG62	C6EG62_ECOBD
MOAD_ECOLI	C6EIZ8	C6EIZ8_ECOBD
MOKB_ECOLI	C6EEU2	C6EEU2_ECOBD
MOKC_ECOLI	C6EB36	C6EB36_ECOBD
MPAA_ECOLI	C6EFQ6	C6EFQ6_ECOBD
MPGP_ECOLI	C6EBB1	C6EBB1_ECOBD
MPPA_ECOLI	C6EFQ2	C6EFQ2_ECOBD
MPRA_ECOLI	C6EJU2	C6EJU2_ECOBD
MQSR_ECOLI	C6EHX1	C6EHX1_ECOBD
MRAY_ECOLI	C6EAW8	C6EAW8_ECOBD
MRAZ_ECOLI	C6EAX4	C6EAX4_ECOBD
MRR_ECOLI	C6EBM9	C6EBM9_ECOBD
MSCL_ECOLI	C6EGH6	C6EGH6_ECOBD
MSCS_ECOLI	C6EII5	C6EII5_ECOBD
MUG_ECOLI	C6EHS7	C6EHS7_ECOBD
MURA_ECOLI	C6EH38	C6EH38_ECOBD
MURD_ECOLI	C6EAW7	C6EAW7_ECOBD
MURE_ECOLI	C6EAX0	C6EAX0_ECOBD
MURR_ECOLI	C6EL50	C6EL50_ECOBD
MVIM_ECOLI	C6EHE5	C6EHE5_ECOBD
MVIN_ECOLI	C6EHE4	C6EHE4_ECOBD
NADB_ECOLI	C6EK12	C6EK12_ECOBD
NANC_ECOLI	C6EBS4	C6EBS4_ECOBD
NANE_ECOLI	C6EH09	C6EH09_ECOBD
NANM_ECOLI	C6EBS5	C6EBS5_ECOBD
NANT_ECOLI	C6EH08	C6EH08_ECOBD
NAPF_ECOLI	C6E9Z2	C6E9Z2_ECOBD
NARK_ECOLI	C6EGP0	C6EGP0_ECOBD
NARV_ECOLI	C6EEQ0	C6EEQ0_ECOBD
NARW_ECOLI	C6EEP9	C6EEP9_ECOBD
NFSA_ECOLI	C6EIQ4	C6EIQ4_ECOBD
NHAA_ECOLI	C6EB35	C6EB35_ECOBD
NHAB_ECOLI	C6EGT1	C6EGT1_ECOBD
NIKC_ECOLI	C6EF96	C6EF96_ECOBD
NIKR_ECOLI	C6EF93	C6EF93_ECOBD
NLPA_ECOLI	C6EDB0	C6EDB0_ECOBD
NLPB_ECOLI	C6EKN4	C6EKN4_ECOBD
NLPD_ECOLI	C6EJC5	C6EJC5_ECOBD
NORV_ECOLI	C6EJS1	C6EJS1_ECOBD
NRDH_ECOLI	C6EJV2	C6EJV2_ECOBD
NRFB_ECOLI	C6ED54	C6ED54_ECOBD
NRFD_ECOLI	C6ED52	C6ED52_ECOBD
NRFF_ECOLI	C6ED50	C6ED50_ECOBD
NUDI_ECOLI	C6E9U9	C6E9U9_ECOBD
NUOJ_ECOLI	C6E9S2	C6E9S2_ECOBD
NUPX_ECOLI	C6EAF2	C6EAF2_ECOBD
NUSB_ECOLI	C6ELG8	C6ELG8_ECOBD
OBG_ECOLI	C6EH44	C6EH44_ECOBD
ODP2_ECOLI	C6EAU2	C6EAU2_ECOBD
OGT_ECOLI	C6EFP8	C6EFP8_ECOBD
OMPA_ECOLI	C6EI25	C6EI25_ECOBD
OMPG_ECOLI	C6EFR3	C6EFR3_ECOBD
OMPL_ECOLI	C6EF26	C6EF26_ECOBD
OMPN_ECOLI	C6EEW8	C6EEW8_ECOBD
OMPW_ECOLI	C6EFY0	C6EFY0_ECOBD
OPGB_ECOLI	C6EBL1	C6EBL1_ECOBD
OPGD_ECOLI	C6EET8	C6EET8_ECOBD
OPPB_ECOLI	C6EGM3	C6EGM3_ECOBD
OPPC_ECOLI	C6EFZ1	C6EFZ1_ECOBD
OTC1_ECOLI	C6EC97	C6EC97_ECOBD
PABB_ECOLI	C6EC19	C6EC19_ECOBD
PANB_ECOLI	C6EAS3	C6EAS3_ECOBD
PANF_ECOLI	C6EGK2	C6EGK2_ECOBD
PBPB_ECOLI	C6EAD5	C6EAD5_ECOBD
PFLB_ECOLI	C6EI79	C6EI79_ECOBD
PFLB_ECOLI	C6EK07	C6EK07_ECOBD
PGAA_ECOLI	C6EHI3	C6EHI3_ECOBD
PGAB_ECOLI	C6EHI4	C6EHI4_ECOBD
PGAC_ECOLI	C6EHI5	C6EHI5_ECOBD
PGAD_ECOLI	C6EHI6	C6EHI6_ECOBD
PGMB_ECOLI	C6EFR5	C6EFR5_ECOBD
PHEP_ECOLI	C6EKC5	C6EKC5_ECOBD
PHNA_ECOLI	C6ED16	C6ED16_ECOBD
PHNB_ECOLI	C6ED17	C6ED17_ECOBD
PHNE_ECOLI	C6ED20	C6ED20_ECOBD
PHNJ_ECOLI	C6ED25	C6ED25_ECOBD
PHNN_ECOLI	C6ED29	C6ED29_ECOBD
PHNP_ECOLI	C6ED31	C6ED31_ECOBD
PHOH_ECOLI	C6EHI7	C6EHI7_ECOBD
PHP_ECOLI	C6EFJ7	C6EFJ7_ECOBD
PHSC_ECOLI	C6ECT5	C6ECT5_ECOBD
PITB_ECOLI	C6EI05	C6EI05_ECOBD
PLSB_ECOLI	C6EDX9	C6EDX9_ECOBD
PLSX_ECOLI	C6EHC4	C6EHC4_ECOBD
PNCB_ECOLI	C6EI51	C6EI51_ECOBD
POTE_ECOLI	C6EJP3	C6EJP3_ECOBD
POTH_ECOLI	C6EIC5	C6EIC5_ECOBD
POTI_ECOLI	C6EIC4	C6EIC4_ECOBD
PPB_ECOLI	C6ELK4	C6ELK4_ECOBD
PPDC_ECOLI	C6EJ46	C6EJ46_ECOBD
PPIA_ECOLI	C6EFL3	C6EFL3_ECOBD
PPIB_ECOLI	C6EKU1	C6EKU1_ECOBD
PPPA_ECOLI	C6EID8	C6EID8_ECOBD
PPTA_ECOLI	C6EEQ3	C6EEQ3_ECOBD
PQQL_ECOLI	C6EEM3	C6EEM3_ECOBD
PRIB_ECOLI	C6ECE8	C6ECE8_ECOBD
PRMA_ECOLI	C6EGK1	C6EGK1_ECOBD
PROV_ECOLI	C6EJU8	C6EJU8_ECOBD
PROW_ECOLI	C6EJU7	C6EJU7_ECOBD
PROY_ECOLI	C6ELI2	C6ELI2_ECOBD
PRP2_ECOLI	C6EJD3	C6EJD3_ECOBD
PRPB_ECOLI	C6ELP9	C6ELP9_ECOBD
PRPC_ECOLI	C6ELP7	C6ELP7_ECOBD
PRPD_ECOLI	C6ELP6	C6ELP6_ECOBD
PRPE_ECOLI	C6ELP5	C6ELP5_ECOBD
PRPR_ECOLI	C6ELQ0	C6ELQ0_ECOBD
PSD_ECOLI	C6ECW5	C6ECW5_ECOBD
PSIE_ECOLI	C6EDZ3	C6EDZ3_ECOBD
PSIF_ECOLI	C6ELK3	C6ELK3_ECOBD
PSTC_ECOLI	C6EG76	C6EG76_ECOBD
PSUG_ECOLI	C6EAE8	C6EAE8_ECOBD
PSUK_ECOLI	C6EAE7	C6EAE7_ECOBD
PTA_ECOLI	C6ELF6	C6ELF6_ECOBD
PTFA_ECOLI	C6EEZ9	C6EEZ9_ECOBD
PTFAH_ECOLI	C6EA29	C6EA29_ECOBD
PTFB1_ECOLI	C6EL81	C6EL81_ECOBD
PTFB2_ECOLI	C6EE59	C6EE59_ECOBD
PTFBC_ECOLI	C6EA31	C6EA31_ECOBD
PTFC2_ECOLI	C6EE60	C6EE60_ECOBD
PTFLB_ECOLI	C6EF00	C6EF00_ECOBD
PTFX1_ECOLI	C6EL85	C6EL85_ECOBD
PTH_ECOLI	C6EGR2	C6EGR2_ECOBD
PTHA_ECOLI	C6EJS7	C6EJS7_ECOBD
PTHB_ECOLI	C6EJS8	C6EJS8_ECOBD
PTHC_ECOLI	C6EJS9	C6EJS9_ECOBD
PTHP_ECOLI	C6EL62	C6EL62_ECOBD
PTIBC_ECOLI	C6EJR6	C6EJR6_ECOBD
PTKA_ECOLI	C6EAL6	C6EAL6_ECOBD
PTKB_ECOLI	C6EAL7	C6EAL7_ECOBD
PTKC_ECOLI	C6EAL8	C6EAL8_ECOBD
PTMA_ECOLI	C6EIH6	C6EIH6_ECOBD
PTMCB_ECOLI	C6EIH7	C6EIH7_ECOBD
PTNAB_ECOLI	C6EC13	C6EC13_ECOBD
PTOCB_ECOLI	C6EDM6	C6EDM6_ECOBD
PTPB1_ECOLI	C6EH87	C6EH87_ECOBD
PTPC1_ECOLI	C6EH86	C6EH86_ECOBD
PTQB_ECOLI	C6ECM0	C6ECM0_ECOBD
PTV3B_ECOLI	C6EG81	C6EG81_ECOBD
PTW3C_ECOLI	C6EJQ6	C6EJQ6_ECOBD
PTYBC_ECOLI	C6EKS4	C6EKS4_ECOBD
PUR6_ECOLI	C6EKU3	C6EKU3_ECOBD
PURR_ECOLI	C6ECU5	C6ECU5_ECOBD
PURT_ECOLI	C6EBX9	C6EBX9_ECOBD
PUTP_ECOLI	C6EHJ1	C6EHJ1_ECOBD
PUUA_ECOLI	C6EFT5	C6EFT5_ECOBD
PUUB_ECOLI	C6EFT1	C6EFT1_ECOBD
PUUC_ECOLI	C6EFT2	C6EFT2_ECOBD
PUUD_ECOLI	C6EFT4	C6EFT4_ECOBD
PUUE_ECOLI	C6EFT0	C6EFT0_ECOBD
PUUP_ECOLI	C6EFT6	C6EFT6_ECOBD
PUUR_ECOLI	C6EFT3	C6EFT3_ECOBD
QOR1_ECOLI	C6EDW9	C6EDW9_ECOBD
RAIA_ECOLI	C6EJZ4	C6EJZ4_ECOBD
RAPA_ECOLI	C6EAZ6	C6EAZ6_ECOBD
RAVA_ECOLI	C6EG57	C6EG57_ECOBD
RBSR_ECOLI	C6EG49	C6EG49_ECOBD
RCSA_ECOLI	C6EBB4	C6EBB4_ECOBD
RCSF_ECOLI	C6EA88	C6EA88_ECOBD
RECA_ECOLI	C6EJT2	C6EJT2_ECOBD
RECQ_ECOLI	C6EF89	C6EF89_ECOBD
RELA_ECOLI	C6EJ88	C6EJ88_ECOBD
RFAG_ECOLI	C6EDG0	C6EDG0_ECOBD
RFAP_ECOLI	C6EDG1	C6EDG1_ECOBD
RFAQ_ECOLI	C6EDF9	C6EDF9_ECOBD
RMLB1_ECOLI	C6EAR6	C6EAR6_ECOBD
RMLD_ECOLI	C6EAR7	C6EAR7_ECOBD
RFFC_ECOLI	C6EG22	C6EG22_ECOBD
RHMD_ECOLI	C6E9V3	C6E9V3_ECOBD
RHAR_ECOLI	C6EEZ1	C6EEZ1_ECOBD
